world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
northamerica/unitedstates/wisconsin/madison,Madison,Madison,11,84,see,The Midcontinent Railway Museum,0.68,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,43.47105,-89.74265,Wisconsin Veterans Museum,northamerica/unitedstates/wisconsin/madison/wisconsin_veterans_museum,0.615,52.63,52.771,has_external_url; day_trip_review,http://www.theclownmuseum.com/,https://en.wikivoyage.org/wiki/Madison
northamerica/unitedstates/florida/northeastflorida/staugustine,St. Augustine,St. Augustine,11,75,do,Faver-Dykes State Park,0.68,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,29.676111,-81.248056,Anastasia State Park,northamerica/unitedstates/florida/northeastflorida/staugustine/anastasia_state_park,0.619,21.973,25.095,has_external_url; day_trip_review,https://www.floridastateparks.org/parks-and-trails/faver-dykes-state-park,https://en.wikivoyage.org/wiki/St._Augustine
australiaandpacific/australia/queensland/sunshinecoast,Sunshine Coast,Sunshine Coast,7,112,do,Mapleton Falls National Park,0.68,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,-26.630556,152.838889,Noosa National Park,australiaandpacific/australia/queensland/sunshinecoast/noosa_national_park,0.681,38.627,25.431,has_external_url; day_trip_review,https://parks.des.qld.gov.au/parks/mapleton-falls/,https://en.wikivoyage.org/wiki/Sunshine_Coast
europe/finland/kajaani,Kajaani,Kajaani,7,17,do,Riihipiha museum,0.68,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,64.112807,27.010497,Kainuu Museum,europe/finland/kajaani/kainuu-museum,0.552,37.162,37.192,has_external_url; day_trip_review,http://riihipiha.fi/,https://en.wikivoyage.org/wiki/Kajaani
northamerica/unitedstates/virginia/lynchburg,Lynchburg,Lynchburg,6,54,do,Appomattox Court House National Historical Park,0.68,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,37.376389,-78.797222,Court House Hill Historic District,northamerica/unitedstates/virginia/lynchburg/court_house_hill,0.617,30.887,30.762,has_external_url; day_trip_review,https://www.nps.gov/apco/index.htm,https://en.wikivoyage.org/wiki/Lynchburg
northamerica/unitedstates/virginia/virginiabeach,Virginia Beach,Virginia Beach,7,35,see,False Cape State Park,0.68,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,36.587778,-75.884167,First Landing State Park,northamerica/unitedstates/virginia/virginiabeach/first_landing_state_park,0.667,,30.25,has_external_url; day_trip_review,https://www.dcr.virginia.gov/state-parks/false-cape,https://en.wikivoyage.org/wiki/Virginia_Beach
europe/spain/centralspain/zamora,Zamora,Zamora (Spain),5,28,see,Iglesia de San Pedro y San Ildefonso,0.68,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,41.5004,-5.7511,Iglesia de la Magdalena,europe/spain/centralspain/zamora/iglesia_de_la_magdalena,0.56,26.565,26.033,has_external_url; day_trip_review,https://www.terranostrum.es/turismo/iglesia-de-san-pedro-y-san-ildefonso-zamora,https://en.wikivoyage.org/wiki/Zamora_%28Spain%29
asia/china/anhui/hefei,Hefei,Hefei,15,55,see,Daishan lake,0.68,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,32.1503,117.859,Chaohu Lake,asia/china/anhui/hefei/chaohu_lake,0.609,69.953,62.778,has_external_url; day_trip_review,http://www.dslake.com,https://en.wikivoyage.org/wiki/Hefei
northamerica/unitedstates/oregon/ashland,Ashland,Ashland (Oregon),5,45,do,Crater Lake,0.67,candidate,has coordinates; has description; high-value type; has external URL,42.94355,-122.10872,Mount Ashland Ski Area,northamerica/unitedstates/oregon/ashland/mount_ashland,0.364,108.173,96.731,has_external_url; far_from_parent,http://www.nps.gov/crla/,https://en.wikivoyage.org/wiki/Ashland_%28Oregon%29
asia/thailand/surat_thani,Surat Thani,Surat Thani,3,147,see,Hug Village Horse & Sheep Farm,0.67,candidate,has coordinates; has description; high-value type; has external URL,9.32127,99.70589,Night Markets and Southern Thai Food,asia/thailand/surat_thani/night_markets_and_local_food,0.441,,97.449,has_external_url; far_from_parent,https://www.facebook.com/hugvillage/,https://en.wikivoyage.org/wiki/Surat_Thani
northamerica/canada/ontario/sudbury,Sudbury,Sudbury (Ontario),18,65,do,Air Ivanhoe Limited,0.67,candidate,has coordinates; has description; high-value type; has external URL,48.243858,-82.44075,Ramsey Lake,northamerica/canada/ontario/sudbury/ramsey_lake,0.4,226.235,223.221,has_external_url; far_from_parent,https://www.airivanhoe.com/,https://en.wikivoyage.org/wiki/Sudbury_%28Ontario%29
asia/china/jiangxi/shangrao,Shangrao,Shangrao,6,11,see,Longhu Mountain,0.67,candidate,has coordinates; has description; high-value type; has external URL,28.068044,116.997973,Shangrao Museum,asia/china/jiangxi/shangrao/shangrao_museum,0.333,104.315,104.315,has_external_url; far_from_parent,https://en.wikivoyage.org/wiki/Mount_Longhu,https://en.wikivoyage.org/wiki/Shangrao
southamerica/ecuador/galapagosislands/theislands,The Galápagos Islands,Galapagos Islands,1,30,see,LatinTour Nemo Galapagos,0.67,candidate,has coordinates; has description; high-value type; has external URL,-0.19892,-78.48712,Wildlife Scuba Diving,southamerica/ecuador/galapagosislands/wildlife_scuba_div,0.222,1315.286,1328.896,has_external_url; far_from_parent,http://www.galapagosinformation.com,https://en.wikivoyage.org/wiki/Galapagos_Islands
europe/belgium/kortrijk,Kortrijk,Kortrijk,9,32,do,Alcatraz Metal Festival,0.67,candidate,has coordinates; has description; high-value type; has external URL,51.230042,5.083989,La Dolce Vita,europe/belgium/kortrijk/la_dolce_vita,0.303,135.188,134.78,has_external_url; far_from_parent,http://www.alcatraz.be/,https://en.wikivoyage.org/wiki/Kortrijk
europe/estonia/tallinn,Tallinn,Tallinn,57,163,see,City Train for kids,0.67,candidate,has coordinates; has description; high-value type; has external URL,54.897,24.743,Kiek in de Kök,europe/estonia/tallinn/kiekindekk,0.467,504.57,504.853,has_external_url; far_from_parent,https://www.visittallinn.ee/eng/visitor/see-do/sightseeing/pid-178573/city-train,https://en.wikivoyage.org/wiki/Tallinn
asia/iran/shiraz,Shiraz,Shiraz,45,47,see,Ancient City Bishapur,0.67,candidate,has coordinates; has description; high-value type; has external URL,29.777778,51.570833,Ancient Congregational Mosque,asia/iran/shiraz/ancient_congregational_mosque,0.4,95.95,95.337,has_external_url; far_from_parent,http://www.sasanianbishapour.com/en,https://en.wikivoyage.org/wiki/Shiraz
europe/ukraine/kyiv,Kyiv,Kyiv,52,205,see,Kaniv,0.67,candidate,has coordinates; has description; high-value type; has external URL,49.744722,31.455833,Kanapa,europe/ukraine/kyiv/kanapa,0.545,104.005,102.795,has_external_url; far_from_parent,http://kaniv-rada.gov.ua/,https://en.wikivoyage.org/wiki/Kyiv
africa/southafrica/krugernationalpark,Kruger National Park,Kruger National Park,7,74,see,Thulamela,0.67,candidate,has coordinates; has description; high-value type; has external URL,-22.4322674,31.1946996,Satara Rest Camp,africa/southafrica/krugernationalpark/satara_camp,0.24,226.194,176.902,has_external_url; far_from_parent,https://www.sanparks.org/parks/kruger/people/heritage/thulamela.php,https://en.wikivoyage.org/wiki/Kruger_National_Park
northamerica/mexico/cozumel,Cozumel,Cozumel,15,49,do,Salty Endeavors Scuba Center,0.67,candidate,has coordinates; has description; high-value type; has external URL,20.4918,86.94948,San Miguel de Cozumel,northamerica/mexico/cozumel/san_miguel,0.348,15407.822,15415.984,has_external_url; far_from_parent,https://cozumelscuba.com,https://en.wikivoyage.org/wiki/Cozumel
asia/china/jilin/changchun,Changchun,Changchun,50,41,see,Zhongtai Ocean World,0.67,candidate,has coordinates; has description; high-value type; has external URL,43.869663096,43.869663096,Chongqing Road Antique Market,asia/china/jilin/changchun/chongqing_road_antique_market,0.449,6237.862,6229.611,has_external_url; far_from_parent,http://www.cchysj.com/,https://en.wikivoyage.org/wiki/Changchun
northamerica/unitedstates/montana/butte,Butte,Butte,14,42,do,Discovery Ski Area,0.67,candidate,has coordinates; has description; high-value type; has external URL,46.2496,-114.55421,Copper King Mansion,northamerica/unitedstates/montana/butte/copper_king_mansion,0.486,157.455,158.004,has_external_url; far_from_parent,http://www.skidiscovery.com,https://en.wikivoyage.org/wiki/Butte
northamerica/unitedstates/texas/round_rock,Round Rock,Round Rock,7,9,do,Kalahari Resorts and Conventions,0.67,candidate,has coordinates; has description; high-value type; has external URL,30.5198,97.6337,Round Rock Donuts,northamerica/unitedstates/texas/round_rock/round_rock_donuts,0.408,13038.64,13038.73,has_external_url; far_from_parent,http://Kalahariresorts.com,https://en.wikivoyage.org/wiki/Round_Rock
asia/china/hebei/cangzhou,Cangzhou,Cangzhou,3,63,do,China Wuqiao International Acrobatic Art Festival,0.67,candidate,has coordinates; has description; high-value type; has external URL,37.60849,116.39661,Cangzhou Martial Arts Culture,asia/china/hebei/cangzhou/cangzhou_martial_arts,0.359,89.34,89.34,has_external_url; far_from_parent,http://wuqiaocircus.hbsyszx.com/index.htm,https://en.wikivoyage.org/wiki/Cangzhou
northamerica/unitedstates/nevada/lasvegas,Las Vegas,Las Vegas,110,27,see,Brian Head Resort,0.67,candidate,has coordinates; has description; high-value type; has external URL,37.6833,-112.833,Aria Resort and Casino,northamerica/unitedstates/nevada/lasvegas/aria,0.513,272.254,266.017,has_external_url; far_from_parent,http://www.brianhead.com/,https://en.wikivoyage.org/wiki/Las_Vegas
northamerica/unitedstates/louisiana/lafayette,Lafayette,Lafayette (Louisiana),14,33,do,Louisiana Drillers,0.67,candidate,has coordinates; has description; high-value type; has external URL,31.28913,-150.2394,LARC's Acadian Village,northamerica/unitedstates/louisiana/lafayette/acadian_village,0.5,5492.902,5496.954,has_external_url; far_from_parent,https://www.ladrillers.com/,https://en.wikivoyage.org/wiki/Lafayette_%28Louisiana%29
asia/china/jiangxi/shangrao,Shangrao,Shangrao,6,11,see,Boyang Lake (PoYangHu),0.67,candidate,has coordinates; has description; high-value type; has external URL,29.005,116.6025,Wuyuan Villages Access,asia/china/jiangxi/shangrao/wuyuan_access,0.424,125.269,146.585,has_external_url; far_from_parent,https://en.wikipedia.org/wiki/Poyang_Lake,https://en.wikivoyage.org/wiki/Shangrao
southamerica/bolivia/salar_of_uyuni,Salar de Uyuni,Salar de Uyuni,0,24,see,San Antonio ruins,0.67,candidate,has coordinates; has description; high-value type; strong travel term,-21.874167,-66.881834,,,0.0,,196.964,needs_external_source; far_from_parent,,https://en.wikivoyage.org/wiki/Salar_de_Uyuni
europe/romania/tirgujiu,Târgu Jiu,Târgu Jiu,5,9,see,Tismana Monastery,0.67,candidate,has coordinates; high-value type,45.045934,22.951812,Gorj County Museum,europe/romania/tirgujiu/gorj_county_museum,0.286,25.383,25.223,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/T%C3%A2rgu_Jiu
asia/china/shandong_province/linyi,Linyi,Linyi,7,13,see,Linyi Ocean World Theme Park,0.67,candidate,has coordinates; has description; high-value type; strong travel term,26.52,100.14,Linyi Museum,asia/china/shandong_province/linyi/linyi_museum,0.4,1977.602,1976.556,needs_external_source; far_from_parent,,https://en.wikivoyage.org/wiki/Linyi
australiaandpacific/australia/westernaustralia/kalbarri,Kalbarri,Kalbarri,5,13,see,Hutt Lagoon,0.67,candidate,has coordinates; high-value type,-28.16,114.245,The Loop,australiaandpacific/australia/westernaustralia/kalbarri/the_loop,0.4,64.65,50.56,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Kalbarri
asia/china/fujianprovince/zhangzhou,Zhangzhou,Zhangzhou,4,13,see,Fujian Huberliao National Nature Reserve,0.67,candidate,has coordinates; has description; high-value type; strong travel term,26.29,118.81,Dongshan Peninsula,asia/china/fujianprovince/zhangzhou/dongshan_peninsula,0.276,314.196,229.03,needs_external_source; far_from_parent,,https://en.wikivoyage.org/wiki/Zhangzhou
europe/ukraine/poltava,Poltava,Poltava,7,54,see,House of Michael .V. Gogol,0.67,candidate,has coordinates; high-value type,49.58831,34.55989,Column of Glory,europe/ukraine/poltava/column_of_glory,0.41,1.332,65.637,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Poltava
northamerica/mexico/juarez,Juarez,Juarez,4,23,see,Samalayuca Dune Fields,0.67,candidate,has coordinates; high-value type,31.14,-106.9,Museo de la Revolución en la Frontera,northamerica/mexico/juarez/museo_revolucion,0.4,77.352,76.027,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Juarez
northamerica/costarica/liberia,Liberia,Liberia (Costa Rica),2,27,do,Rincón de la Vieja Volcano,0.67,candidate,has coordinates; high-value type,10.83,-85.323889,Hacienda Guachipelín,northamerica/costarica/liberia/hacienda_guachipel,0.35,11.839,25.4,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Liberia_%28Costa_Rica%29
asia/china/hunan/huaihua,Huaihua,Huaihua,3,22,see,Wanfo Mountain,0.67,candidate,has coordinates; has description; high-value type; strong travel term,26.328295,109.868227,Qianyang Ancient City,asia/china/hunan/huaihua/qianyang_ancient_city,0.343,165.45,136.08,needs_external_source; far_from_parent,,https://en.wikivoyage.org/wiki/Huaihua
asia/turkey/van,Van,Van,12,21,see,Devil's Bridge,0.67,candidate,has coordinates; high-value type,39.0226,43.7472,Van Museum,asia/turkey/van/van_museum,0.333,66.886,77.951,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Van
asia/vietnam/phuquoc,Phu Quoc,Phu Quoc,9,28,see,An Thoi town,0.67,candidate,has coordinates; high-value type,10.0422923260729,104.01256274502948,An Thoi Archipelago,asia/vietnam/phuquoc/an_thoi_islands,0.48,5.883,27.688,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Phu_Quoc
northamerica/unitedstates/nevada/lasvegas,Las Vegas,Las Vegas,110,27,see,Desert National Wildlife Refuge,0.67,candidate,has coordinates; high-value type,36.7667,-115.4333,Death Valley National Park,northamerica/unitedstates/nevada/lasvegas/death_valley,0.491,149.722,71.34,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Las_Vegas
asia/southkorea/ulsan,Ulsan,Ulsan,29,31,see,Black Pebble Beach at Gangdong and Jujeon Seashore,0.67,candidate,has coordinates; has description; high-value type; strong travel term,34.774733,128.641499,Elephant and Castle,asia/southkorea/ulsan/elephant_and_castle,0.406,106.702,104.497,needs_external_source; far_from_parent,,https://en.wikivoyage.org/wiki/Ulsan
southamerica/chile/sanpedrodeatacama,San Pedro de Atacama,San Pedro de Atacama,5,29,do,Cerro Acamarachi/Pili (6064 m),0.67,candidate,has coordinates; high-value type,-23.29243,-67.61811,Church of San Pedro de Atacama,southamerica/chile/sanpedrodeatacama/church_san_pedro,0.417,72.714,73.166,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/San_Pedro_de_Atacama
asia/iran/tabriz,Tabriz,Tabriz,25,46,see,Takht-e Soleymān,0.67,candidate,has coordinates; has description; high-value type; strong travel term,36.605197,47.234685,Tarbiat Street,asia/iran/tabriz/tarbiat_street,0.4,183.53,183.108,needs_external_source; far_from_parent,,https://en.wikivoyage.org/wiki/Tabriz
europe/bosniaandherzegovina/trebinje,Trebinje,Trebinje,10,8,see,Stari grad,0.67,candidate,has coordinates; has description; high-value type; strong travel term,42.71079,42.71079,Arslanagić (Perović) Bridge,europe/bosniaandherzegovina/trebinje/arslanagic_bridge,0.462,1980.469,1983.943,needs_external_source; far_from_parent,,https://en.wikivoyage.org/wiki/Trebinje
asia/china/zhejiang/wenzhou,Wenzhou,Wenzhou,8,76,see,Baizhangxia,0.67,candidate,has coordinates; high-value type,27.83371,120.00637,Jiangxin Island,asia/china/zhejiang/wenzhou/jiangxin_island,0.538,68.808,70.071,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Wenzhou
asia/china/shandong_province/dezhou,Dezhou,Dezhou,3,33,do,Paradise Park,0.67,candidate,has coordinates; has description; high-value type; strong travel term,37.787192,117.378979,Dezhou Braised Chicken,asia/china/shandong_province/dezhou/dezhou_braised_chicken,0.4,101.301,101.301,needs_external_source; far_from_parent,,https://en.wikivoyage.org/wiki/Dezhou
southamerica/peru/cuzco,Cuzco,Cuzco,12,67,see,Monumento Pachacuteq,0.67,candidate,has coordinates; has description; high-value type; strong travel term,13.53167,71.96833,Tambomachay,southamerica/peru/cuzco/tambomachay,0.387,16116.818,16121.079,needs_external_source; far_from_parent,,https://en.wikivoyage.org/wiki/Cuzco
asia/china/hunan/zhuzhou,Zhuzhou,Zhuzhou,4,48,see,Emperor Yan's Mausoleum,0.67,candidate,has coordinates; has description; high-value type; strong travel term,26.418889,113.661995,Longshan Temple,asia/china/hunan/zhuzhou/longshan_temple,0.368,165.09,166.112,needs_external_source; far_from_parent,,https://en.wikivoyage.org/wiki/Zhuzhou
europe/spain/galicia/ourense,Ourense,Ourense,7,17,see,Santo Domingo,0.67,candidate,has coordinates; high-value type,42.3388,-7.8636,Praza Maior,europe/spain/galicia/ourense/praza_maior,0.417,,31.322,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Ourense
europe/sweden/uppsala,Uppsala,Uppsala,18,180,do,Hosjöbadet,0.67,candidate,has coordinates; high-value type,59.920182436125,18.312421647917,Upplandsmuseet,europe/sweden/uppsala/upplandsmuseet,0.333,38.414,38.201,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Uppsala
asia/china/jiangsu_province/lianyungang,Lianyungang,Lianyungang,3,13,see,Mount Kangri Martyrs' Cemetery,0.67,candidate,has coordinates; high-value type,34.892458,118.851709,Mount Huaguo (Flower Fruit Mountain),asia/china/jiangsu_province/lianyungang/mount_huaguo,0.39,38.196,45.022,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Lianyungang
