world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
asia/indonesia/java/salatiga,Salatiga,Salatiga,3,35,do,Atlantic Dreamland,0.89,candidate,has coordinates; has description; high-value type; strong travel term,-7.3562,110.5142,Alun-Alun Salatiga,asia/indonesia/java/salatiga/alun_alun,0.333,3.305,3.305,needs_external_source,,https://en.wikivoyage.org/wiki/Salatiga
asia/china/shandong_province/weihai,Weihai,Weihai,4,37,do,Grape Beach,0.89,candidate,has coordinates; has description; high-value type; strong travel term,37.54,122.11,Korean District,asia/china/shandong_province/weihai/korean_district,0.308,3.097,3.01,needs_external_source,,https://en.wikivoyage.org/wiki/Weihai
asia/saudiarabia/medina,Medina,Medina,6,12,see,Dar Al Madinah Museum,0.89,candidate,has coordinates; has description; high-value type; strong travel term,24.4768,39.6875,Al-Masjid an-Nabawi,asia/saudiarabia/medina/prophets_mosque,0.432,7.82,7.755,needs_external_source,,https://en.wikivoyage.org/wiki/Medina
europe/switzerland/geneva,Geneva,Geneva,44,99,do,La Perle du Lac,0.89,candidate,has coordinates; has description; high-value type; strong travel term,46.21931,6.15139,Immeuble Clarté,europe/switzerland/geneva/immeuble_clarte,0.522,2.314,1.982,needs_external_source,,https://en.wikivoyage.org/wiki/Geneva
europe/ukraine/chernihiv,Chernihiv,Chernihiv,6,39,see,Kruti skhody Art gallery,0.89,candidate,has coordinates; has description; high-value type; strong travel term,51.48805,31.29306,Black Grave,europe/ukraine/chernihiv/black_grave,0.54,0.46,0.7,needs_external_source,,https://en.wikivoyage.org/wiki/Chernihiv
europe/romania/ploiesti,Ploiești,Ploiești,4,57,do,Obor Market (Weekends Only),0.89,candidate,has coordinates; has description; high-value type; strong travel term,44.94656295872174,26.041047948649652,Prahova County Art Museum,europe/romania/ploiesti/muzeul_de_arta,0.278,1.537,1.47,needs_external_source,,https://en.wikivoyage.org/wiki/Ploie%C8%99ti
europe/ukraine/donetsk,Donetsk,Donetsk,12,124,see,Bubka S.N. Monument,0.89,candidate,has coordinates; has description; high-value type; strong travel term,48.021,37.805,To Donbas Liberators Monument,europe/ukraine/donetsk/to_donbas_liberators_monument,0.511,1.758,0.588,needs_external_source,,https://en.wikivoyage.org/wiki/Donetsk
europe/austria/melk,Melk,Melk,5,24,see,KZ-Gedenkstätte Melk,0.89,candidate,has coordinates; has description; high-value type; strong travel term,48.220495,15.324242,Stift Melk (Melk Abbey),europe/austria/melk/stift_melk,0.533,1.104,1.204,needs_external_source,,https://en.wikivoyage.org/wiki/Melk
europe/belgium/leuven,Leuven,Leuven,18,53,see,Keizersberg Abbey,0.89,candidate,has coordinates; has description; high-value type; strong travel term,50.88861,4.696482,Park Abbey (Abdij van Park),europe/belgium/leuven/park_abbey,0.519,3.125,1.097,needs_external_source,,https://en.wikivoyage.org/wiki/Leuven
australiaandpacific/australia/queensland/brisbane,Brisbane,Brisbane,21,164,see,Manly Boat Harbour,0.89,candidate,has coordinates; has description; high-value type; strong travel term,-27.4547,153.18672,City Botanic Gardens,australiaandpacific/australia/queensland/brisbane/botanic_garden,0.421,15.668,16.442,needs_external_source,,https://en.wikivoyage.org/wiki/Brisbane
europe/norway/flor,Florø,Florø,5,5,see,Kinn island and church,0.89,candidate,has coordinates; has description; high-value type; strong travel term,61.5613,4.7705,Florø Church,europe/norway/flor/floro_church,0.485,14.318,14.65,needs_external_source,,https://en.wikivoyage.org/wiki/Flor%C3%B8
australiaandpacific/australia/queensland/brisbane,Brisbane,Brisbane,21,164,see,Fort Lytton National Park,0.89,candidate,has coordinates; has description; high-value type; strong travel term,-27.412222,153.15,South Bank Parklands,australiaandpacific/australia/queensland/brisbane/south_bank,0.444,14.562,14.104,needs_external_source,,https://en.wikivoyage.org/wiki/Brisbane
europe/spain/canaryislands/tenerife/lalaguna,San Cristóbal de La Laguna,San Cristóbal de La Laguna,8,48,see,Mirador de Aguaide,0.89,candidate,has coordinates; has description; high-value type; strong travel term,28.56485,-16.29476,Real Santuario del Cristo de La Laguna,europe/spain/canaryislands/tenerife/lalaguna/santuario_del_cristo,0.326,8.11,8.636,needs_external_source,,https://en.wikivoyage.org/wiki/San_Crist%C3%B3bal_de_La_Laguna
