world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
australiaandpacific/australia/newsouthwales/portmacquarie,Port Macquarie,Port Macquarie,12,22,see,Hello Koalas Sculpture Trail,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,-31.431667,152.917778,Koala Hospital,australiaandpacific/australia/newsouthwales/portmacquarie/koala_hospital,0.476,1.454,0.73,has_external_url,http://www.hellokoalas.com,https://en.wikivoyage.org/wiki/Port_Macquarie
europe/unitedkingdom/england/bristol_plymouth_and_the_south_west/cornwall/truro,Truro,Truro (England),5,20,see,Trelissick Garden,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,50.217241,-5.0337821,Lander's Monument,europe/unitedkingdom/england/bristol_plymouth_and_the_south_west/cornwall/truro/lander_monument,0.294,4.923,5.271,has_external_url,https://www.nationaltrust.org.uk/trelissick-garden/,https://en.wikivoyage.org/wiki/Truro_%28England%29
asia/malaysia/sarawak/kuching,Kuching,Kuching,13,75,see,Kampung Budaya Sarawak,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,1.7501,110.3159,Kuching Waterfront,asia/malaysia/sarawak/kuching/kuching_waterfront,0.35,21.298,21.411,has_external_url,https://scv.com.my/,https://en.wikivoyage.org/wiki/Kuching
asia/india/gujarat/surat,Surat,Surat,8,30,see,Science Centre Surat,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,21.1687,72.7954,Dutch Cemetery,asia/india/gujarat/surat/dutch_cemetery,0.353,6.972,3.702,has_external_url,https://www.suratmunicipal.gov.in/Services/ScienceCentre/ScienceCentreHome,https://en.wikivoyage.org/wiki/Surat
europe/bosniaandherzegovina/sarajevo,Sarajevo,Sarajevo,42,173,do,Skakavac Waterfall,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,43.94854,18.44868,Sacred Heart Cathedral,europe/bosniaandherzegovina/sarajevo/cathedral_sacred_heart,0.5,10.112,10.645,has_external_url,http://www.sarajevo-tourism.com/skakavac-waterfall,https://en.wikivoyage.org/wiki/Sarajevo
europe/unitedkingdom/england/birmingham_and_west_midlands/birmingham,Birmingham,Birmingham,16,180,do,Creation Skate Park,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,52.454348,-1.885986,Ikon Gallery,europe/unitedkingdom/england/birmingham_and_west_midlands/birmingham/ikon_gallery,0.452,3.041,3.038,has_external_url,http://www.creationskatepark.co.uk/,https://en.wikivoyage.org/wiki/Birmingham
northamerica/unitedstates/newyorkstate/rochester,Rochester,Rochester (New York),13,238,do,ROC City Skatepark,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,43.1516,-77.6079,Rochester Public Market,northamerica/unitedstates/newyorkstate/rochester/rochester_public_market,0.488,1.84,0.561,has_external_url,http://roccitypark.org/,https://en.wikivoyage.org/wiki/Rochester_%28New_York%29
australiaandpacific/australia/queensland/sunshinecoast,Sunshine Coast,Sunshine Coast,7,112,see,Eumundi Museum,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,-26.4772,152.9521,Glass House Mountains,australiaandpacific/australia/queensland/sunshinecoast/glass_house_mountains,0.286,47.145,24.203,has_external_url,https://www.eumundimuseum.org/,https://en.wikivoyage.org/wiki/Sunshine_Coast
europe/unitedkingdom/england/leeds_sheffield_and_yorkshire/doncaster,Doncaster,Doncaster,5,48,see,Markham Grange Steam Museum,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,53.564,-1.216,"Danum Gallery, Library and Museum",europe/unitedkingdom/england/leeds_sheffield_and_yorkshire/doncaster/danum_gallery,0.508,7.58,7.121,has_external_url,https://markhamgrangesteammuseum.co.uk/,https://en.wikivoyage.org/wiki/Doncaster
europe/spain/centralspain/cuenca,Cuenca,Cuenca (Spain),12,8,see,Museo Paleontológico de Castilla-La-Mancha,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,40.0696,-2.1294,Museo de Arte Abstracto Español,europe/spain/centralspain/cuenca/museo_arte_abstracto,0.438,0.936,0.423,has_external_url,https://mupaclm.es/museo-paleontologico-de-castilla-la-mancha/,https://en.wikivoyage.org/wiki/Cuenca_%28Spain%29
