world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
northamerica/unitedstates/newyorkstate/rochester,Rochester,Rochester (New York),13,238,do,Kilbourn Hall,0.59,candidate,has description; high-value type; has external URL,,,Memorial Art Gallery,northamerica/unitedstates/newyorkstate/rochester/memorial_art_gallery,0.364,,,missing_coordinates; has_external_url,http://www.esm.rochester.edu/concerts/halls/kilbourn/,https://en.wikivoyage.org/wiki/Rochester_%28New_York%29
northamerica/canada/manitoba/winnipeg,Winnipeg,Winnipeg,22,164,do,Pride Winnipeg Festival,0.59,candidate,has description; high-value type; has external URL,,,Provencher / St. Boniface,northamerica/canada/manitoba/winnipeg/provencher,0.444,,,missing_coordinates; has_external_url,http://www.pridewinnipeg.com,https://en.wikivoyage.org/wiki/Winnipeg
europe/unitedkingdom/scotland/orkneys/kirkwall,Kirkwall,Kirkwall,6,16,do,Rerwick Head,0.59,candidate,has description; high-value type; has external URL,,,Orkney Wireless Museum,europe/unitedkingdom/scotland/orkneys/kirkwall/orkney_wireless_museum,0.294,,,missing_coordinates; has_external_url,https://www.orkney.com/listings/rerwick-head,https://en.wikivoyage.org/wiki/Kirkwall
northamerica/canada/quebec/quebeccity,Québec City,Quebec City,39,125,see,Autobus La Québécoise,0.59,candidate,has description; high-value type; has external URL,,,Vieux-Québec (Old City),northamerica/canada/quebec/quebeccity/vieux_quebec,0.467,,,missing_coordinates; has_external_url,https://www.autobus.qc.ca/,https://en.wikivoyage.org/wiki/Quebec_City
northamerica/unitedstates/colorado/breckenridge,Breckenridge,Breckenridge (Colorado),15,40,do,Goodtimes Adventures,0.59,candidate,has description; high-value type; has external URL,,,Mohawk Lakes Trail,northamerica/unitedstates/colorado/breckenridge/mohawk_lakes_trail,0.316,,,missing_coordinates; has_external_url,http://www.goodtimesadventures.com,https://en.wikivoyage.org/wiki/Breckenridge_%28Colorado%29
southamerica/argentina/puertoiguazu,Puerto Iguazú,Puerto Iguazú,8,10,see,Güira Oga,0.59,candidate,has description; high-value type; has external URL,,,Boat Rides into the Falls,southamerica/argentina/puertoiguazu/boat_ride,0.267,,,missing_coordinates; has_external_url,http://guiraoga.com.ar/refugio_visitenos.php,https://en.wikivoyage.org/wiki/Puerto_Iguaz%C3%BA
europe/finland/espoo,Espoo,Espoo,9,82,do,Finnkino,0.59,candidate,has description; high-value type; has external URL,,,Nuuksio National Park,europe/finland/espoo/nuuksio_national_park,0.276,,,missing_coordinates; has_external_url,http://www.finnkino.fi/eng,https://en.wikivoyage.org/wiki/Espoo
northamerica/canada/britishcolumbia/nanaimo,Nanaimo,Nanaimo,6,35,do,Scuba diving,0.59,candidate,has description; high-value type; has external URL,,,The Bastion,northamerica/canada/britishcolumbia/nanaimo/the_bastion,0.421,,,missing_coordinates; has_external_url,https://scubananaimo.ca/,https://en.wikivoyage.org/wiki/Nanaimo
northamerica/unitedstates/newyorkstate/troy,Troy,Troy (New York),7,34,do,Rockin on the River,0.59,candidate,has description; high-value type; has external URL,,,Troy Savings Bank Music Hall,northamerica/unitedstates/newyorkstate/troy/troy_savings_bank_music_hall,0.372,,,missing_coordinates; has_external_url,https://www.downtowntroyny.org/rockin-on-the-river-troy,https://en.wikivoyage.org/wiki/Troy_%28New_York%29
europe/russia/yakutsk,Yakutsk,Yakutsk,13,53,see,PizzaLand,0.59,candidate,has description; high-value type; has external URL,,,Lena Pillars,europe/russia/yakutsk/lena_pillars,0.381,,,missing_coordinates; has_external_url,http://www.restoran.sakha.ru/,https://en.wikivoyage.org/wiki/Yakutsk
northamerica/unitedstates/wisconsin/spring_green,Spring Green,Spring Green,8,19,see,Spring Green Country Christmas,0.59,candidate,has description; high-value type; has external URL,,,State Bank of Spring Green,northamerica/unitedstates/wisconsin/spring_green/state_bank,0.429,,,missing_coordinates; has_external_url,http://www.springgreen.com/event/spring-green-country-christmas-3/,https://en.wikivoyage.org/wiki/Spring_Green
northamerica/unitedstates/missouri/stlouis,St. Louis,St. Louis,59,106,see,Sweden,0.59,candidate,has description; high-value type; has external URL,,,Shaw,northamerica/unitedstates/missouri/stlouis/shaw_neighbourhood,0.4,,,missing_coordinates; has_external_url,https://www.swedenabroad.se/en/embassies/usa-washington/,https://en.wikivoyage.org/wiki/St._Louis
northamerica/unitedstates/washington/puyallup,Puyallup,Puyallup,4,13,see,Sound Transit (ST),0.59,candidate,has description; high-value type; has external URL,,,Foothills Trail,northamerica/unitedstates/washington/puyallup/foothills_trail,0.429,,,missing_coordinates; has_external_url,https://www.soundtransit.org/,https://en.wikivoyage.org/wiki/Puyallup
northamerica/canada/ontario/fort_erie,Fort Erie,Fort Erie,4,14,do,Niagara Parkway,0.59,candidate,has description; high-value type; has external URL,,,Fort Erie Race Track,northamerica/canada/ontario/fort_erie/fort_erie_race_track,0.343,,,missing_coordinates; has_external_url,http://www.exploringniagara.com/places_to_explore/attractions/niagara_river_parkway.html,https://en.wikivoyage.org/wiki/Fort_Erie
europe/serbia/kosovoprovince/pristina,Pristina,Pristina,20,107,do,Meeting of Styles,0.59,candidate,has description; high-value type; has external URL,,,National Gallery of Kosovo,europe/serbia/kosovoprovince/pristina/national_gallery_of_kosovo,0.419,,,missing_coordinates; has_external_url,https://meetingofstyles.com/,https://en.wikivoyage.org/wiki/Pristina
northamerica/canada/manitoba/winnipeg,Winnipeg,Winnipeg,22,164,see,Kasper Bus,0.59,candidate,has description; high-value type; has external URL,,,South Pembina,northamerica/canada/manitoba/winnipeg/southpembina,0.348,,,missing_coordinates; has_external_url,https://gokasper.com,https://en.wikivoyage.org/wiki/Winnipeg
northamerica/unitedstates/tennessee/memphis,Memphis,Memphis,49,101,do,Craft Axe Throwing,0.59,candidate,has description; high-value type; has external URL,,,Wiseacre Brewing,northamerica/unitedstates/tennessee/memphis/wiseacre_brewing,0.529,,,missing_coordinates; has_external_url,https://craftaxethrowing.com/us/tn/memphis,https://en.wikivoyage.org/wiki/Memphis
europe/finland/tampere,Tampere,Tampere,61,207,see,Monsters of Pop,0.59,candidate,has description; high-value type; has external URL,,,Old Church of Tampere (Vanha Kirkko),europe/finland/tampere/tampere_cathedral_ch,0.389,,,missing_coordinates; has_external_url,http://www.monstersofpop.net/,https://en.wikivoyage.org/wiki/Tampere
