world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
asia/india/maharashtra/mumbai,Mumbai,Mumbai,93,62,see,Traffic Police,0.51,candidate,high-value type; has external URL,,,Nariman Point,asia/india/maharashtra/mumbai/colaba_nariman_point,0.444,,,missing_coordinates; has_external_url,http://www.trafficpolicemumbai.org,https://en.wikivoyage.org/wiki/Mumbai
northamerica/unitedstates/pennsylvania/philadelphia,Philadelphia,Philadelphia,44,26,see,Israel,0.51,candidate,high-value type; has external URL,,,Liberty Bell,northamerica/unitedstates/pennsylvania/philadelphia/liberty_bell,0.444,,,missing_coordinates; has_external_url,http://embassies.gov.il/philadelphia/Pages/default.aspx,https://en.wikivoyage.org/wiki/Philadelphia
europe/slovakia/bratislava,Bratislava,Bratislava,51,87,see,Romania,0.51,candidate,high-value type; has external URL,,,Rusovce Mansion,europe/slovakia/bratislava/rusovce,0.545,,,missing_coordinates; has_external_url,http://bratislava.mae.ro/en,https://en.wikivoyage.org/wiki/Bratislava
northamerica/canada/britishcolumbia/vancouver/coquitlam,Coquitlam,Coquitlam,9,30,see,Kabu,0.51,candidate,high-value type; has external URL,,,Burke Mountain,northamerica/canada/britishcolumbia/vancouver/coquitlam/burke_mountain,0.222,,,missing_coordinates; has_external_url,https://www.kabu.ca/,https://en.wikivoyage.org/wiki/Coquitlam
asia/pakistan/karachi,Karachi,Karachi,50,197,see,Denmark,0.51,candidate,high-value type; has external URL,,,Zainab Market,asia/pakistan/karachi/zainab_market,0.5,,,missing_coordinates; has_external_url,http://pakistan.um.dk/,https://en.wikivoyage.org/wiki/Karachi
northamerica/canada/newbrunswick/moncton,Moncton,Moncton,11,50,see,Air Canada,0.51,candidate,high-value type; has external URL,,,Avenir Centre,northamerica/canada/newbrunswick/moncton/avenir_centre,0.522,,,missing_coordinates; has_external_url,https://www.aircanada.com/,https://en.wikivoyage.org/wiki/Moncton
northamerica/panama/panamacity,Panama City,Panama City,10,65,see,Honduras,0.51,candidate,high-value type; has external URL,,,Casco Viejo restaurants,northamerica/panama/panamacity/casco_viejo_restaurants,0.323,,,missing_coordinates; has_external_url,https://www.embahn-panama.com/,https://en.wikivoyage.org/wiki/Panama_City
europe/ukraine/vinnista,Vinnytsia,Vinnytsia,7,92,see,Uber,0.51,candidate,high-value type; has external URL,,,Werwolf Bunker (Strizhavka),europe/ukraine/vinnista/werwolf_bunker,0.222,,,missing_coordinates; has_external_url,https://www.uber.com,https://en.wikivoyage.org/wiki/Vinnytsia
asia/china/beijing,Beijing,Beijing,50,94,see,Chile,0.51,candidate,high-value type; has external URL,,,Capital Museum,asia/china/beijing/beijing_capital_museum,0.421,,,missing_coordinates; has_external_url,http://echilecn.com/eg/index.asp,https://en.wikivoyage.org/wiki/Beijing
europe/france/east/champagne/reims,Reims,Reims,15,32,do,Pommery,0.51,candidate,high-value type; has external URL,,,La Pompelle Fort,europe/france/east/champagne/reims/lapompellefort,0.5,,,missing_coordinates; has_external_url,http://www.pommery.fr,https://en.wikivoyage.org/wiki/Reims
