world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
europe/hungary/debrecen,Debrecen,Debrecen,17,130,do,Grasslands with Forest,0.85,candidate,has coordinates; has description; high-value type,47.4822,21.7143,Grand Hotel Aranybika,europe/hungary/debrecen/grand_hotel_aranybika,0.419,8.652,8.598,needs_external_source,,https://en.wikivoyage.org/wiki/Debrecen
europe/finland/punkaharju,Punkaharju,Punkaharju,4,12,see,Salpa Line fortifications,0.85,candidate,has coordinates; has description; high-value type,61.776781,29.338859,Punkaharju Ridge,europe/finland/punkaharju/punkaharju_ridge,0.518,0.482,3.509,needs_external_source,,https://en.wikivoyage.org/wiki/Punkaharju
europe/italy/friuliveneziagiulia/trieste,Trieste,Trieste,15,49,do,Strada Vicentina,0.85,candidate,has coordinates; has description; high-value type,45.67966,13.78084,Buffet da Pepi,europe/italy/friuliveneziagiulia/trieste/buffet_da_pepi,0.4,3.209,3.349,needs_external_source,,https://en.wikivoyage.org/wiki/Trieste
northamerica/unitedstates/mississippi/southaven,Southaven,Southaven,5,9,do,BankPlus Amphitheater,0.85,candidate,has coordinates; has description; high-value type,34.9511,-89.9339,Landers Center,northamerica/unitedstates/mississippi/southaven/landers_center,0.457,7.512,7.515,needs_external_source,,https://en.wikivoyage.org/wiki/Southaven
europe/france/alpes/chamonix,Chamonix,Chamonix,19,38,do,La Flégère,0.85,candidate,has coordinates; has description; high-value type,45.9603,6.8869,Argentière,europe/france/alpes/chamonix/argentiere,0.471,3.108,4.11,needs_external_source,,https://en.wikivoyage.org/wiki/Chamonix
asia/china/hainanisland/haikou,Haikou,Haikou,11,64,see,Tomb of Hairui,0.85,candidate,has coordinates; has description; high-value type,20.0081946968,110.2915496433,Hairui Tomb,asia/china/hainanisland/haikou/hairui_tomb,0.48,2.801,10.875,needs_external_source,,https://en.wikivoyage.org/wiki/Haikou
europe/portugal/guimaraes,Guimarães,Guimarães,18,10,see,Citânia de briteiros,0.85,candidate,has coordinates; has description; high-value type,41.526443,-8.317411,Café Milenário,europe/portugal/guimaraes/cafe_milenario,0.4,9.511,9.586,needs_external_source,,https://en.wikivoyage.org/wiki/Guimar%C3%A3es
africa/ethiopia/addisababa,Addis Ababa,Addis Ababa,29,99,do,Bihere Tsige Recreation Center,0.85,candidate,has coordinates; has description; high-value type,8.9551,38.7536,Holy Trinity Cathedral,africa/ethiopia/addisababa/holy_trinity_cathedral,0.423,7.434,8.974,needs_external_source,,https://en.wikivoyage.org/wiki/Addis_Ababa
europe/unitedkingdom/england/leeds_sheffield_and_yorkshire/sheffield,Sheffield,Sheffield,2,253,see,Sheffield City Walk-In Centre / GP Health Centre,0.85,candidate,has coordinates; has description; high-value type,53.38288,-1.47738,Kelham Island,europe/unitedkingdom/england/leeds_sheffield_and_yorkshire/sheffield/kelham_island,0.237,0.791,0.534,needs_external_source,,https://en.wikivoyage.org/wiki/Sheffield
asia/indonesia/java/semarang,Semarang,Semarang,8,164,do,Cozy Feet,0.85,candidate,has coordinates; has description; high-value type,-6.9778,110.4155,Tay Kak Sie Temple,asia/indonesia/java/semarang/tay_kak_sie_temple,0.296,1.427,1.622,needs_external_source,,https://en.wikivoyage.org/wiki/Semarang
europe/poland/poznan,Poznan,Poznań,12,96,do,Malta Lake,0.85,candidate,has coordinates; has description; high-value type,52.40211,16.97298,Imperial Castle,europe/poland/poznan/imperial_castle,0.48,3.703,3.276,needs_external_source,,https://en.wikivoyage.org/wiki/Pozna%C5%84
asia/vietnam/hue,Hue,Hue,18,43,see,Tomb of Dong Khanh,0.85,candidate,has coordinates; has description; high-value type,16.4301,107.5698,Tam Giang Lagoon,asia/vietnam/hue/aroundhue/thuananbeach/tam_giang_lagoon,0.471,8.413,4.15,needs_external_source,,https://en.wikivoyage.org/wiki/Hue
asia/india/rajasthan/kota,Kota,Kota,5,13,see,Aalnia Dam,0.85,candidate,has coordinates; has description; high-value type,25.00486,75.87809,Jagmandir Palace,asia/india/rajasthan/kota/jagmandir_palace,0.308,20.07,23.272,needs_external_source,,https://en.wikivoyage.org/wiki/Kota
northamerica/unitedstates/california/santa_barbara,Santa Barbara,Santa Barbara,17,107,see,Upper East Side,0.85,candidate,has coordinates; has description; high-value type,34.43387,-119.7126,Old Mission Santa Barbara,northamerica/unitedstates/california/santa_barbara/old_mission,0.53,0.47,1.593,needs_external_source,,https://en.wikivoyage.org/wiki/Santa_Barbara
europe/spain/melilla,Melilla,Melilla,5,121,see,Rostrogordo Pine Forest,0.85,candidate,has coordinates; has description; high-value type,35.314127424935414,-2.95704500137309,Beni Enzar Border Crossing,europe/spain/melilla/beni_enzar_border,0.286,3.046,2.876,needs_external_source,,https://en.wikivoyage.org/wiki/Melilla
northamerica/unitedstates/pennsylvania/pittsburgh,Pittsburgh,Pittsburgh,7,21,see,Senator John Heinz History Center,0.85,candidate,has coordinates; has description; high-value type,40.44684,-79.99206,Carnegie Museums of Art and Natural History,northamerica/unitedstates/pennsylvania/pittsburgh/carnegie_museums,0.368,3.661,1.121,needs_external_source,,https://en.wikivoyage.org/wiki/Pittsburgh
asia/china/anhui/huaibei,Huaibei,Huaibei,5,33,see,Xuji Xu Family Ancestral Hall,0.85,candidate,has coordinates; has description; high-value type,33.96,116.78,Huaihai Campaign General Front Committee Site,asia/china/anhui/huaibei/huaihai_campaign_general_front_committee_site,0.324,4.542,2.154,needs_external_source,,https://en.wikivoyage.org/wiki/Huaibei
northamerica/canada/ontario/ottawa,Ottawa,Ottawa,23,271,see,24 Sussex,0.85,candidate,has coordinates; has description; high-value type,45.444348,-75.693934,Canadian War Museum,northamerica/canada/ontario/ottawa/canadian_war_museum,0.286,3.53,2.553,needs_external_source,,https://en.wikivoyage.org/wiki/Ottawa
asia/india/uttaranchal/pithoragarh,Pithoragarh,Pithoragarh,6,26,see,Askot,0.85,candidate,has coordinates; has description; high-value type,29.76582,80.33663,Naini-Saini Airport,asia/india/uttaranchal/pithoragarh/naini_saini_airport,0.333,21.52,23.197,needs_external_source,,https://en.wikivoyage.org/wiki/Pithoragarh
europe/hungary/godollo,Gödöllő,Gödöllő,3,60,see,"Gödöllő, Palotakert suburban train stop",0.85,candidate,has coordinates; has description; high-value type,47.59907,19.35625,Máriabesnyő Pilgrimage Church,europe/hungary/godollo/mariabesnyő,0.246,3.165,0.623,needs_external_source,,https://en.wikivoyage.org/wiki/G%C3%B6d%C3%B6ll%C5%91
europe/ukraine/chernihiv,Chernihiv,Chernihiv,6,39,see,Mansion house of H.Ostapenko,0.85,candidate,has coordinates; has description; high-value type,51.48805,31.29306,Black Grave,europe/ukraine/chernihiv/black_grave,0.54,0.46,0.7,needs_external_source,,https://en.wikivoyage.org/wiki/Chernihiv
asia/china/yunnanprovince/kunming,Kunming,Kunming,50,81,see,斗南花卉市场夜间拍卖,0.85,candidate,has coordinates; has description; high-value type,24.9045,102.8,,,0.0,,17.232,needs_external_source,,https://en.wikivoyage.org/wiki/Kunming
asia/india/kerala/munnar,Munnar,Munnar,5,54,see,Pothamedu View Point,0.85,candidate,has coordinates; has description; high-value type,10.059648,77.064075,Anamudi Peak,asia/india/kerala/munnar/anamudi_peak,0.375,11.901,3.072,needs_external_source,,https://en.wikivoyage.org/wiki/Munnar
europe/russia/irkutsk,Irkutsk,Irkutsk,10,66,see,Knyaze-Vladimirsky Monastery,0.85,candidate,has coordinates; has description; high-value type,52.297778,104.333056,Znamensky Convent,europe/russia/irkutsk/znamensky_convent,0.444,3.799,3.746,needs_external_source,,https://en.wikivoyage.org/wiki/Irkutsk
europe/italy/liguria/italianriviera/finaleligure,Finale Ligure,Finale Ligure,7,21,see,Porta Reale,0.85,candidate,has coordinates; has description; high-value type,44.175924,8.328498,Rock Climbing,europe/italy/liguria/italianriviera/finaleligure/rock_climbing,0.471,0.529,1.439,needs_external_source,,https://en.wikivoyage.org/wiki/Finale_Ligure
asia/india/himachalpradesh/dalhousie,Dalhousie,Dalhousie (India),0,16,see,Khajjiar,0.85,candidate,has coordinates; has description; high-value type,32.546233333333,76.058091666667,,,0.0,,8.379,needs_external_source,,https://en.wikivoyage.org/wiki/Dalhousie_%28India%29
europe/unitedkingdom/england/leeds_sheffield_and_yorkshire/sheffield,Sheffield,Sheffield,2,253,see,Spaceman,0.85,candidate,has coordinates; has description; high-value type,53.380402,-1.478708,Kelham Island,europe/unitedkingdom/england/leeds_sheffield_and_yorkshire/sheffield/kelham_island,0.381,1.08,0.565,needs_external_source,,https://en.wikivoyage.org/wiki/Sheffield
europe/slovakia/kosice,Košice,Košice,7,153,do,Kavečany,0.85,candidate,has coordinates; has description; high-value type,48.7798500606717,21.201142532086816,Hlavná Ulica,europe/slovakia/kosice/hlavna_ulica,0.316,7.64,7.727,needs_external_source,,https://en.wikivoyage.org/wiki/Ko%C5%A1ice
europe/italy/calabria/reggiocalabria,Reggio di Calabria,Reggio Calabria,5,20,see,Basilica dell'Eremo,0.85,candidate,has coordinates; has description; high-value type,38.115989,15.671793,Chiesa degli Ottimati,europe/italy/calabria/reggiocalabria/chiesa_degli_ottimati,0.4,2.682,2.279,needs_external_source,,https://en.wikivoyage.org/wiki/Reggio_Calabria
asia/india/uttarpradesh/agra,Agra,Agra,28,60,do,Keetham Lake,0.85,candidate,has coordinates; has description; high-value type,27.253294,77.843875,Joney's Place,asia/india/uttarpradesh/agra/joneys_place,0.4,21.4,18.562,needs_external_source,,https://en.wikivoyage.org/wiki/Agra
europe/portugal/figueiradafoz,Figueira da Foz,Figueira da Foz,9,8,see,Serra da Boa Viagem,0.85,candidate,has coordinates; has description; high-value type,40.1911,-8.8624,Promenade Bars,europe/portugal/figueiradafoz/promenade_bars,0.364,4.662,4.763,needs_external_source,,https://en.wikivoyage.org/wiki/Figueira_da_Foz
northamerica/canada/quebec/granby,Granby,Granby (Quebec),3,39,see,The Autodrome Granby,0.85,candidate,has coordinates; has description; high-value type,45.39301,-72.79525,Musée d'art de Granby,northamerica/canada/quebec/granby/musee_dart_de_granby,0.529,5.836,5.772,needs_external_source,,https://en.wikivoyage.org/wiki/Granby_%28Quebec%29
europe/unitedkingdom/england/south_east/basingstoke,Basingstoke,Basingstoke,12,13,see,Viables Roundabout,0.85,candidate,has coordinates; has description; high-value type,51.248704,-1.099748,Willis Museum,europe/unitedkingdom/england/south_east/basingstoke/willis_museum,0.387,1.793,1.832,needs_external_source,,https://en.wikivoyage.org/wiki/Basingstoke
europe/denmark/haderslev,Haderslev,Haderslev,4,19,do,Canoeing,0.85,candidate,has coordinates; has description; high-value type,55.244851,9.476452,Haderslevhus (Hansborg) Ruins,europe/denmark/haderslev/haderslevhus,0.308,1.118,1.589,needs_external_source,,https://en.wikivoyage.org/wiki/Haderslev
europe/italy/puglia/gravina_in_puglia,Gravina in Puglia,Gravina di Puglia,7,71,see,Pulicchio di Gravina,0.85,candidate,has coordinates; has description; high-value type,40.904028,16.422456,The Gravina Ravine,europe/italy/puglia/gravina_in_puglia/gravina_ravine,0.412,9.767,9.374,needs_external_source,,https://en.wikivoyage.org/wiki/Gravina_di_Puglia
europe/russia/ekaterinoburg,Yekaterinburg,Yekaterinburg,26,72,see,Building of the Sverdlovsk Region Railways,0.85,candidate,has coordinates; has description; high-value type,56.85157,60.59237,Sverdlovsk Constructivism Walk,europe/russia/ekaterinoburg/dom_pechati,0.5,1.69,1.539,needs_external_source,,https://en.wikivoyage.org/wiki/Yekaterinburg
europe/czechrepublic/brno,Brno,Brno,15,89,see,Veveří street,0.85,candidate,has coordinates; has description; high-value type,49.205102,16.594201,Mahen Theatre,europe/czechrepublic/brno/mahen_theatre,0.417,1.678,1.896,needs_external_source,,https://en.wikivoyage.org/wiki/Brno
asia/china/heilongjiang/jiamusi,Jiamusi,Jiamusi,2,21,do,Jiamusi Ice and Snow World,0.85,candidate,has coordinates; has description; high-value type,46.8118,130.3652,Sanjiangkou Wetland Park,asia/china/heilongjiang/jiamusi/sanjiangkou_wetland_park,0.44,3.753,0.411,needs_external_source,,https://en.wikivoyage.org/wiki/Jiamusi
europe/spain/andalucia/granada,Granada,Granada,37,60,see,Elvira's Gate,0.85,candidate,has coordinates; has description; high-value type,37.18216,-3.60018,Monastery of San Jerónimo,europe/spain/andalucia/granada/monasterio_san_jeronimo,0.534,0.466,0.965,needs_external_source,,https://en.wikivoyage.org/wiki/Granada
europe/finland/jyvaskyla,Jyväskylä,Jyväskylä,10,66,do,Boulderpaja,0.85,candidate,has coordinates; has description; high-value type,62.2585,25.7795,Harju Park,europe/finland/jyvaskyla/harju_park,0.286,2.684,2.522,needs_external_source,,https://en.wikivoyage.org/wiki/Jyv%C3%A4skyl%C3%A4
australiaandpacific/australia/tasmania/hobart,Hobart,Hobart,57,83,do,Charles Reuben Estate,0.85,candidate,has coordinates; has description; high-value type,-42.7027,147.359,Hobart Rivulet,australiaandpacific/australia/tasmania/hobart/hobart_rivulet,0.457,20.311,20.116,needs_external_source,,https://en.wikivoyage.org/wiki/Hobart
northamerica/unitedstates/wyoming/cheyenne,Cheyenne,Cheyenne,14,21,see,Big Boy Steam Engine,0.85,candidate,has coordinates; has description; high-value type,41.136745,-104.799863,Holliday Park (Big Boy 4004),northamerica/unitedstates/wyoming/cheyenne/holliday_park,0.417,0.583,1.744,needs_external_source,,https://en.wikivoyage.org/wiki/Cheyenne
europe/hungary/sopron,Sopron,Sopron,9,234,see,Medieval building,0.85,candidate,has coordinates; has description; high-value type,47.69249,16.60096,Taródi Castle,europe/hungary/sopron/tarodi_castle,0.267,3.187,1.369,needs_external_source,,https://en.wikivoyage.org/wiki/Sopron
asia/china/zhejiang/jiaxing,Jiaxing,Jiaxing,5,29,see,Vincent Abbey,0.85,candidate,has coordinates; has description; high-value type,30.7795,120.7527,South Lake (Nanhu),asia/china/zhejiang/jiaxing/south_lake,0.348,2.522,1.446,needs_external_source,,https://en.wikivoyage.org/wiki/Jiaxing
europe/unitedkingdom/england/bristol_plymouth_and_the_south_west/devon/dartmoor/widecombe,Widecombe-in-the-Moor,Widecombe in the Moor,5,11,do,Wind Tor,0.85,candidate,has coordinates; has description; high-value type,50.56735,-3.82596,Widecombe Fair,europe/unitedkingdom/england/bristol_plymouth_and_the_south_west/devon/dartmoor/widecombe/widecombe_fair,0.455,1.377,1.415,needs_external_source,,https://en.wikivoyage.org/wiki/Widecombe_in_the_Moor
europe/russia/kazan,Kazan,Kazan,45,55,see,Tupolev Tu-144 Display,0.85,candidate,has coordinates; has description; high-value type,55.821714,49.135064,Agricultural Palace,europe/russia/kazan/agricultural_palace,0.341,2.748,3.355,needs_external_source,,https://en.wikivoyage.org/wiki/Kazan
asia/india/gujarat/junagadh,Junagadh,Junagadh,6,45,see,Khapara-Kodia caves,0.85,candidate,has coordinates; has description; high-value type,21.529923,70.468176,Ashoka Rock Edicts,asia/india/gujarat/junagadh/ashoka_edicts,0.432,2.894,1.17,needs_external_source,,https://en.wikivoyage.org/wiki/Junagadh
asia/philippines/mindanaoisland/cagayandeoro,Cagayan de Oro,Cagayan de Oro,7,63,see,Northern Mindanao Medical Center,0.85,candidate,has coordinates; has description; high-value type,8.4853,124.64982,Saint Augustine Metropolitan Cathedral,asia/philippines/mindanaoisland/cagayandeoro/saint_augustine_cathedral,0.371,1.483,1.365,needs_external_source,,https://en.wikivoyage.org/wiki/Cagayan_de_Oro
southamerica/brazil/ilhabela,Ilhabela,Ilhabela,11,26,see,Caveira,0.85,candidate,has coordinates; has description; high-value type,-23.8253575,-45.2488333,Cachoeira do Gato,southamerica/brazil/ilhabela/cachoeira_do_gato,0.5,4.174,12.23,needs_external_source,,https://en.wikivoyage.org/wiki/Ilhabela
