world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
northamerica/unitedstates/westvirginia/wheeling,Wheeling,Wheeling,6,34,do,Upper Ohio Valley Italian Heritage Festival,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Wheeling Heritage Port,northamerica/unitedstates/westvirginia/wheeling/wheeling_heritage_port,0.492,,,missing_coordinates; has_external_url,http://www.wvihf.com/,https://en.wikivoyage.org/wiki/Wheeling
europe/finland/turku,Turku,Turku,5,262,see,Wäinö Aaltonen Museum of Art,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Sibelius Museum,europe/finland/turku/sibeliusmuseum,0.429,,,missing_coordinates; has_external_url,http://www.wam.fi/en,https://en.wikivoyage.org/wiki/Turku
europe/hungary/gyor,Győr,Győr,13,201,see,City Art Museum,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Xantus János Museum,europe/hungary/gyor/xantus_janos_museum,0.529,,,missing_coordinates; has_external_url,http://www.museum.hu/museum/index_hu.php?ID=344,https://en.wikivoyage.org/wiki/Gy%C5%91r
northamerica/unitedstates/missouri/lake_of_the_ozarks,Lake of the Ozarks,Lake of the Ozarks,4,18,do,Seven Springs Winery,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Lake of the Ozarks State Park,northamerica/unitedstates/missouri/lake_of_the_ozarks/lake_of_the_ozarks_state_park,0.311,,,missing_coordinates; has_external_url,http://sevenspringswinery.com,https://en.wikivoyage.org/wiki/Lake_of_the_Ozarks
northamerica/unitedstates/florida/palatka,Palatka,Palatka,4,20,do,The Mug Race,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Bronson-Mulholland House,northamerica/unitedstates/florida/palatka/bronson_mulholland_house,0.25,,,missing_coordinates; has_external_url,https://www.rudderclub.com/,https://en.wikivoyage.org/wiki/Palatka
northamerica/unitedstates/washington/mtrainiernp,Mt. Rainier National Park,Mount Rainier National Park,0,61,do,Chenuis Falls Trail,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,,,0.0,,,missing_coordinates; has_external_url,https://home.nps.gov/places/chenuis-falls.htm,https://en.wikivoyage.org/wiki/Mount_Rainier_National_Park
africa/seychelles/praslin,Praslin,Praslin,8,10,see,Inter Island Ferry,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Curieuse Island,africa/seychelles/praslin/curieuse_island_trip,0.485,,,missing_coordinates; has_external_url,https://www.iif-catrose.com/,https://en.wikivoyage.org/wiki/Praslin
northamerica/canada/alberta/calgary,Calgary,Calgary,38,59,do,Carifest,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Earls,northamerica/canada/alberta/calgary/earls,0.462,,,missing_coordinates; has_external_url,https://carifestcalgary.com/,https://en.wikivoyage.org/wiki/Calgary
northamerica/unitedstates/washington/mtrainiernp,Mt. Rainier National Park,Mount Rainier National Park,0,61,do,Rampart Ridge Trail,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,,,0.0,,,missing_coordinates; has_external_url,https://www.nps.gov/mora/planyourvisit/rampart-ridge-trail.htm,https://en.wikivoyage.org/wiki/Mount_Rainier_National_Park
europe/slovenia/koper,Koper,Koper,6,95,see,Cathedral of the Assumption of the Blessed Virgin Mary,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Cathedral and Bell Tower,europe/slovenia/koper/cathedral_and_bell_tower,0.457,,,missing_coordinates; has_external_url,https://visitkoper.si/en/sight/cathedral-of-the-assumption-of-the-blessed-virgin-mary/,https://en.wikivoyage.org/wiki/Koper
