world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
africa/kenya/thecoast/malindi,Malindi,Malindi,5,38,do,Silversand Beach,0.89,candidate,has coordinates; has description; high-value type; strong travel term,-3.2314,40.1281,Portuguese Chapel,africa/kenya/thecoast/malindi/portuguese_chapel,0.242,1.119,16.988,needs_external_source,,https://en.wikivoyage.org/wiki/Malindi
asia/japan/shikoku/matsuyama,Matsuyama,Matsuyama,12,59,see,Ishiteji,0.89,candidate,has coordinates; has description; high-value type; strong travel term,33.847798,132.796507,Shinonome-jinja,asia/japan/shikoku/matsuyama/shinonome_jinja,0.522,2.603,3.017,needs_external_source,,https://en.wikivoyage.org/wiki/Matsuyama
asia/china/sichuanprovince/leshan,Leshan,Leshan,4,18,do,Laoxiaoding,0.89,candidate,has coordinates; has description; high-value type; strong travel term,29.561873878,103.7589576866,Leshan Giant Buddha,asia/china/sichuanprovince/leshan/leshan_giant_buddha,0.333,2.36,1.972,needs_external_source,,https://en.wikivoyage.org/wiki/Leshan
asia/srilanka/colombo,Colombo,Colombo,25,116,see,Shiva Subramania Swami,0.89,candidate,has coordinates; has description; high-value type; strong travel term,6.92498,79.85262,Beira Lake,asia/srilanka/colombo/beira_lake,0.478,0.522,0.976,needs_external_source,,https://en.wikivoyage.org/wiki/Colombo
asia/india/karnataka/udupi,Udupi,Udupi,0,41,see,Malpe beach,0.89,candidate,has coordinates; has description; high-value type; strong travel term,13.3565,74.7015,,,0.0,,4.723,needs_external_source,,https://en.wikivoyage.org/wiki/Udupi
europe/hungary/sopron,Sopron,Sopron,9,234,see,Szent György street monument houses,0.89,candidate,has coordinates; has description; high-value type; strong travel term,47.68563,16.59175,Domonkos Wine Bar,europe/hungary/sopron/domonkos_wine_bar,0.537,0.463,0.771,needs_external_source,,https://en.wikivoyage.org/wiki/Sopron
asia/india/gujarat/vadodara,Vadodara,Vadodara,15,63,see,Surya Narayan Temple,0.89,candidate,has coordinates; has description; high-value type; strong travel term,22.303,73.1973,Sursagar Lake,asia/india/gujarat/vadodara/sursagar_lake,0.545,0.693,0.706,needs_external_source,,https://en.wikivoyage.org/wiki/Vadodara
northamerica/mexico/morelia,Morelia,Morelia,15,45,see,Santuario de Guadalupe,0.89,candidate,has coordinates; has description; high-value type; strong travel term,19.7009,-101.1776,Morelia Aqueduct,northamerica/mexico/morelia/aqueduct,0.455,0.545,10.262,needs_external_source,,https://en.wikivoyage.org/wiki/Morelia
northamerica/unitedstates/florida/pensacola_beach,Pensacola Beach,Pensacola Beach,2,30,do,"Fort Pickens Gate Park, Soundside",0.89,candidate,has coordinates; has description; high-value type; strong travel term,30.32691,-87.28004,Pensacola Beach Boardwalk,northamerica/unitedstates/florida/pensacola_beach/pensacola_beach_boardwalk,0.316,13.934,13.935,needs_external_source,,https://en.wikivoyage.org/wiki/Pensacola_Beach
europe/croatia/kornati_national_park,Kornati National Park,Kornati National Park,0,8,see,Tureta,0.89,candidate,has coordinates; has description; high-value type; strong travel term,43.829411,15.262349,,,0.0,,8.614,needs_external_source,,https://en.wikivoyage.org/wiki/Kornati_National_Park
northamerica/canada/ontario/burlington,Burlington,Burlington (Ontario),16,45,see,Laking Garden,0.89,candidate,has coordinates; has description; high-value type; strong travel term,43.292387,-79.885899,Royal Botanical Gardens,northamerica/canada/ontario/burlington/royal_botanical_gardens,0.5,0.809,8.072,needs_external_source,,https://en.wikivoyage.org/wiki/Burlington_%28Ontario%29
asia/india/orissa/bhubaneswar,Bhubaneswar,Bhubaneswar,4,59,see,Subarnajaleswara Temple,0.89,candidate,has coordinates; has description; high-value type; strong travel term,20.2410877,85.8372431,"Kichakeswari Temple, Khiching",asia/india/orissa/bhubaneswar/karanjia__similip/khiching_temple,0.51,152.992,6.26,needs_external_source,,https://en.wikivoyage.org/wiki/Bhubaneswar
asia/srilanka/unawatuna,Unawatuna,Unawatuna,8,14,see,Japanese Peace Pagoda,0.89,candidate,has coordinates; has description; high-value type; strong travel term,6.0158,80.2379,Seafood on the Beach Road,asia/srilanka/unawatuna/beach_seafood,0.429,1.584,1.169,needs_external_source,,https://en.wikivoyage.org/wiki/Unawatuna
europe/serbia/kosovoprovince/peja,Peja,Peja,8,64,see,White Drini Spring,0.89,candidate,has coordinates; has description; high-value type; strong travel term,42.737847,20.306433,Patriarchate of Peć,europe/serbia/kosovoprovince/peja/patriarchate_of_pec,0.333,9.162,8.815,needs_external_source,,https://en.wikivoyage.org/wiki/Peja
northamerica/mexico/toluca,Toluca,Toluca,13,22,see,Watercolor Museum,0.89,candidate,has coordinates; has description; high-value type; strong travel term,19.28966,-99.66108,Toluca Cathedral,northamerica/mexico/toluca/toluca_cathedral,0.539,0.461,0.543,needs_external_source,,https://en.wikivoyage.org/wiki/Toluca
northamerica/unitedstates/newyorkstate/buffalo,Buffalo,Buffalo,20,84,see,Gallagher Beach,0.89,candidate,has coordinates; has description; high-value type; strong travel term,42.843043,-78.859759,(Frank and Teressas) Anchor Bar,northamerica/unitedstates/newyorkstate/buffalo/frank_and_teressa,0.48,,5.05,needs_external_source,,https://en.wikivoyage.org/wiki/Buffalo
europe/france/east/alsace/strasbourg,Strasbourg,Strasbourg,15,55,see,Stockfeld,0.89,candidate,has coordinates; has description; high-value type; strong travel term,48.5292,7.7672,Musée Alsacien,europe/france/east/alsace/strasbourg/musee_alsacien,0.261,5.635,5.039,needs_external_source,,https://en.wikivoyage.org/wiki/Strasbourg
asia/kazakhstan/ustkamenogorsk,Ust-Kamenogorsk,Ust-Kamenogorsk,8,6,do,Zhastar park,0.89,candidate,has coordinates; has description; high-value type; strong travel term,49.9478,82.6212,East Kazakhstan Regional Museum,asia/kazakhstan/ustkamenogorsk/east_kazakhstan_regional_museum,0.549,0.451,0.455,needs_external_source,,https://en.wikivoyage.org/wiki/Ust-Kamenogorsk
europe/serbia/kosovoprovince/pristina,Pristina,Pristina,20,107,see,Park of Martyrs,0.89,candidate,has coordinates; has description; high-value type; strong travel term,42.6585,21.1754,Bazaar of Pristina,europe/serbia/kosovoprovince/pristina/bazaar_of_pristina,0.485,1.18,0.946,needs_external_source,,https://en.wikivoyage.org/wiki/Pristina
europe/macedonia/strumica,Strumica,Strumica,6,34,see,Old hamam and mosque of Banica,0.89,candidate,has coordinates; has description; high-value type; strong travel term,41.445417,22.608658,Goce Delčev Square,europe/macedonia/strumica/goce_delcev_square,0.318,2.489,2.5,needs_external_source,,https://en.wikivoyage.org/wiki/Strumica
southamerica/brazil/florianopolis,Florianópolis,Florianopolis,7,57,do,Trilha da Costa da Lagoa,0.89,candidate,has coordinates; has description; high-value type; strong travel term,-27.581003,-48.457466,Lagoa da Conceição,southamerica/brazil/florianopolis/lagoa_da_conceicao,0.488,2.159,9.26,needs_external_source,,https://en.wikivoyage.org/wiki/Florianopolis
northamerica/honduras/tegucigalpa,Tegucigalpa,Tegucigalpa,6,30,see,Cristo el Picacho,0.89,candidate,has coordinates; has description; high-value type; strong travel term,14.1191299,-87.2000452,Basílica de Suyapa,northamerica/honduras/tegucigalpa/basilica_de_suyapa,0.345,3.745,4.214,needs_external_source,,https://en.wikivoyage.org/wiki/Tegucigalpa
asia/japan/hokkaido/sapporo,Sapporo,Sapporo,20,42,see,Asahiyama Park,0.89,candidate,has coordinates; has description; high-value type; strong travel term,43.039667,141.315028,Moerenuma Park,asia/japan/hokkaido/sapporo/moerenuma_park,0.5,11.248,4.05,needs_external_source,,https://en.wikivoyage.org/wiki/Sapporo
asia/india/madhyapradesh/indore,Indore,Indore,7,60,see,Sirpur Lake,0.89,candidate,has coordinates; has description; high-value type; strong travel term,22.70009,75.80836,Indore Museum (Central Museum),asia/india/madhyapradesh/indore/indore_museum,0.25,7.3,6.539,needs_external_source,,https://en.wikivoyage.org/wiki/Indore
asia/china/liaoning/shenyang,Shenyang,Shenyang,6,59,see,China Museum of Industry,0.89,candidate,has coordinates; has description; high-value type; strong travel term,41.819944,123.349325,September 18th History Museum,asia/china/liaoning/shenyang/nine_eighteen_museum,0.34,4.201,6.792,needs_external_source,,https://en.wikivoyage.org/wiki/Shenyang
europe/portugal/setubal,Setúbal,Setúbal,13,47,do,Figueirinha Beach,0.89,candidate,has coordinates; has description; high-value type; strong travel term,38.48381,-8.94412,Feu Guião Palace,europe/portugal/setubal/feu_guiao_palace,0.424,5.959,6.305,needs_external_source,,https://en.wikivoyage.org/wiki/Set%C3%BAbal
