world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
northamerica/canada/britishcolumbia/lillooet,Lillooet,Lillooet,5,25,do,Lillooet Farmers Market,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,50.68859,-121.93688,Lillooet Museum and Visitor Centre,northamerica/canada/britishcolumbia/lillooet/lillooet_museum,0.698,0.302,0.636,has_external_url,https://www.lillooet.ca/Recreation-Activities/Farmer-s-Market.aspx,https://en.wikivoyage.org/wiki/Lillooet
northamerica/unitedstates/kansas/kansascity,Kansas City,Kansas City,16,127,see,The Money Museum,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,39.07567,-94.58606,National WWI Museum and Memorial,northamerica/unitedstates/kansas/kansascity/national_wwi_museum,0.599,0.401,2.802,has_external_url,https://www.kansascityfed.org/moneymuseum/,https://en.wikivoyage.org/wiki/Kansas_City
northamerica/unitedstates/florida/amelia_island,Amelia Island,Amelia Island,10,7,do,Amelia Island State Park,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,30.53,-81.4381,Amelia Island Light,northamerica/unitedstates/florida/amelia_island/amelia_island_light,0.698,15.929,8.897,has_external_url,https://www.floridastateparks.org/amelia-island,https://en.wikivoyage.org/wiki/Amelia_Island
europe/spain/andalucia/jerezdelafrontera,Jerez de la Frontera,Jerez de la Frontera,6,74,see,Villamarta Theatre,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,36.68288,-6.13524,Church of San Miguel,europe/spain/andalucia/jerezdelafrontera/church_san_miguel,0.629,0.371,0.263,has_external_url,https://www.teatrovillamarta.es/,https://en.wikivoyage.org/wiki/Jerez_de_la_Frontera
europe/ukraine/crimea/yalta,Yalta,Yalta,11,9,see,Massandra Palace,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,44.517222,34.202778,Massandra Winery,europe/ukraine/crimea/yalta/massandra_winery,0.688,1.278,3.377,has_external_url,http://worontsovpalace.org/?page_id=730,https://en.wikivoyage.org/wiki/Yalta
asia/indonesia/sleman,Sleman,Sleman,7,32,see,Affandi Museum,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,-7.78344,110.42325,Merapi Volcano Museum,asia/indonesia/sleman/merapi_volcano_museum,0.571,18.764,11.431,has_external_url,http://www.affandi.org,https://en.wikivoyage.org/wiki/Sleman
europe/poland/szczecin,Szczecin,Szczecin,9,62,see,Katedra św. Jakuba,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,53.42466,14.55602,Pomeranian Landowners' Palace,europe/poland/szczecin/palace_of_the_pomeranian_dukes,0.584,0.416,0.7,has_external_url,http://www.katedra.szczecin.pl/,https://en.wikivoyage.org/wiki/Szczecin
europe/finland/tampere,Tampere,Tampere,61,207,see,Kaleva Church,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,61.4991,23.794,Finlayson Church,europe/finland/tampere/finlayson_church,0.621,2.065,1.723,has_external_url,http://www.tampereenseurakunnat.fi/kirkot/kaleva,https://en.wikivoyage.org/wiki/Tampere
europe/france/normandybrittany/rennes,Rennes,Rennes,8,50,see,Frac Bretagne,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,48.1307,-1.6957,Musée de Bretagne,europe/france/normandybrittany/rennes/musee_de_bretagne,0.667,2.879,2.447,has_external_url,https://www.fracbretagne.fr/en/,https://en.wikivoyage.org/wiki/Rennes
europe/germany/northrhinewestphalia/cologne,Cologne,Cologne,17,152,see,Skulpturenpark,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,50.95532,6.971882,Flora/Zoo,europe/germany/northrhinewestphalia/cologne/florazoo,0.66,0.34,2.062,has_external_url,https://www.skulpturenparkkoeln.de/en/home-english/,https://en.wikivoyage.org/wiki/Cologne
europe/denmark/vejle,Vejle,Vejle,10,22,see,Culture Museum in Vejle,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,55.7136,9.5302,Vejle Windmill,europe/denmark/vejle/vejle_windmill,0.648,0.352,0.653,has_external_url,https://www.vejlemuseerne.dk/besoeg-os/kulturmuseet/,https://en.wikivoyage.org/wiki/Vejle
asia/turkey/elazig,Elazığ,Elazığ,10,6,see,Elazığ Science Centre,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,38.6659,39.2363,Elazığ Wine,asia/turkey/elazig/wine_tasting,0.571,1.506,1.51,has_external_url,https://elazg-bilim-merkezi.business.site/,https://en.wikivoyage.org/wiki/Elaz%C4%B1%C4%9F
europe/germany/northrhinewestphalia/dortmund,Dortmund,Dortmund,16,98,see,Deutsches Fußball Museum,0.78,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,51.5162,7.4583,Museum für Kunst und Kulturgeschichte,europe/germany/northrhinewestphalia/dortmund/museum_fuer_kunst_und_kulturgeschichte,0.667,0.333,0.53,has_external_url,https://www.fussballmuseum.de/en.htm,https://en.wikivoyage.org/wiki/Dortmund
