world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
europe/russia/samara,Samara,Samara,7,48,see,Museum-House of Alexandra Kurlina,0.7,candidate,has coordinates; high-value type; has external URL; strong travel term,53.194175,50.096325,Stalin's Bunker,europe/russia/samara/stalins_bunker,0.695,0.305,0.38,has_external_url,http://alabin.ru/,https://en.wikivoyage.org/wiki/Samara
europe/unitedkingdom/england/bristol_plymouth_and_the_south_west/devon/exeter,Exeter,Exeter,6,59,do,Cygnet Theatre,0.7,candidate,has coordinates; high-value type; has external URL; strong travel term,50.719166,-3.529558,Exeter Cathedral,europe/unitedkingdom/england/bristol_plymouth_and_the_south_west/devon/exeter/exeter_cathedral,0.679,0.321,0.741,has_external_url,https://cygnettheatre.co.uk/,https://en.wikivoyage.org/wiki/Exeter
northamerica/unitedstates/newyorkstate/albany,Albany,Albany (New York),6,88,see,Irish American Heritage Museum,0.7,candidate,has coordinates; high-value type; has external URL; strong travel term,42.6472,-73.7506,Shaker Heritage Society,northamerica/unitedstates/newyorkstate/albany/first_shaker_village,0.642,6.135,0.572,has_external_url,http://www.irish-us.org/,https://en.wikivoyage.org/wiki/Albany_%28New_York%29
northamerica/unitedstates/illinois/peoria,Peoria,Peoria (Illinois),15,28,see,Peoria PlayHouse Children's Museum,0.7,candidate,has coordinates; high-value type; has external URL; strong travel term,40.71468,-89.572959,Springdale Cemetery,northamerica/unitedstates/illinois/peoria/springdale_cemetery,0.638,0.362,2.681,has_external_url,https://peoriaplayhouse.org/,https://en.wikivoyage.org/wiki/Peoria_%28Illinois%29
northamerica/unitedstates/texas/arlington,Arlington,Arlington (Texas),7,29,see,Arlington Museum of Art,0.7,candidate,has coordinates; high-value type; has external URL; strong travel term,32.736944,-97.108611,Arlington Steak House,northamerica/unitedstates/texas/arlington/arlington_steak_house,0.591,2.369,0.206,has_external_url,http://arlingtonmuseum.org,https://en.wikivoyage.org/wiki/Arlington_%28Texas%29
northamerica/unitedstates/ohio/toledo,Toledo,Toledo (Ohio),13,91,see,Toledo Firefighters Museum,0.7,candidate,has coordinates; high-value type; has external URL; strong travel term,41.69289,-83.5642,Toledo Museum of Art,northamerica/unitedstates/ohio/toledo/toledo_museum_of_art,0.565,3.863,4.956,has_external_url,https://www.toledofirefightersmuseum.org/,https://en.wikivoyage.org/wiki/Toledo_%28Ohio%29
europe/poland/poznan,Poznan,Poznań,12,96,do,New Theatre,0.7,candidate,has coordinates; high-value type; has external URL; strong travel term,52.41099,16.9124,Poznan June 1956 Monument,europe/poland/poznan/poznan_june_1956_monument,0.558,0.442,1.007,has_external_url,http://teatrnowy.pl/for-foreigners/,https://en.wikivoyage.org/wiki/Pozna%C5%84
africa/southafrica/franschhoek,Franschhoek,Franschhoek,6,11,see,The Franschhoek Motor Museum,0.7,candidate,has coordinates; high-value type; has external URL; strong travel term,-33.881481,18.986929,Franschhoek Pass,africa/southafrica/franschhoek/franschhoek_pass,0.65,16.288,12.612,has_external_url,http://www.fmm.co.za/,https://en.wikivoyage.org/wiki/Franschhoek
europe/greece/larissa,Larissa,Larissa,11,21,see,Folklore Museum of Larissa,0.7,candidate,has coordinates; high-value type; has external URL; strong travel term,39.627511,22.424939,Diachronic Museum of Larissa,europe/greece/larissa/diachronic_museum,0.704,2.905,1.421,has_external_url,http://www.larissa-dimos.gr/en/sights/folklore-museum,https://en.wikivoyage.org/wiki/Larissa
northamerica/unitedstates/kansas/topeka,Topeka,Topeka,14,36,see,Old Prairie Town at Ward-Meade Historic Site,0.7,candidate,has coordinates; high-value type; has external URL; strong travel term,39.063425,-95.683289,Brown v. Board of Education National Historic Site,northamerica/unitedstates/kansas/topeka/brown_v_board_national_historic_site,0.559,1.532,1.677,has_external_url,https://parks.snco.us/427/Old-Prairie-Town-at-Ward-Meade-Botanical,https://en.wikivoyage.org/wiki/Topeka
europe/russia/samara,Samara,Samara,7,48,see,Aleksey Nikolayevich Tolstoy's museum,0.7,candidate,has coordinates; high-value type; has external URL; strong travel term,53.194094,50.095722,Stalin's Bunker,europe/russia/samara/stalins_bunker,0.67,0.33,0.42,has_external_url,http://samlitmus.ru/,https://en.wikivoyage.org/wiki/Samara
northamerica/unitedstates/arkansas/littlerock,Little Rock,Little Rock,14,93,do,The Studio Theatre,0.7,candidate,has coordinates; high-value type; has external URL; strong travel term,34.74277,-92.27482,Arkansas Museum of Fine Arts,northamerica/unitedstates/arkansas/littlerock/arkansas_arts_center,0.618,0.382,1.415,has_external_url,https://www.studiotheatrelr.com/,https://en.wikivoyage.org/wiki/Little_Rock
australiaandpacific/palau/babeldoab,Babeldaob,Babeldaob,8,8,see,Bai el Melekeong/Euang el Chades,0.7,candidate,has coordinates; has description; high-value type,7.4942,134.6334,Meteu 'L Klechem,australiaandpacific/palau/babeldoab/meteu_l_klechem,0.647,0.353,5.922,needs_external_source,,https://en.wikivoyage.org/wiki/Babeldaob
asia/china/zhejiang/ningbo,Ningbo,Ningbo,50,112,see,Ningbo Ocean World,0.7,candidate,has coordinates; has description; high-value type,29.856,121.5789,Ningbo Botanical Garden,asia/china/zhejiang/ningbo/ningbo_botanical_garden,0.585,7.766,3.03,needs_external_source,,https://en.wikivoyage.org/wiki/Ningbo
africa/southafrica/durban,Durban,Durban,55,54,see,Mahatma Gandhi Settlement,0.7,candidate,has coordinates; has description; high-value type,-29.70759,30.97648,Phoenix Settlement,africa/southafrica/durban/phoenix_settlement,0.651,1.368,17.363,needs_external_source,,https://en.wikivoyage.org/wiki/Durban
australiaandpacific/australia/southaustralia/cooberpedy,Coober Pedy,Coober Pedy,11,7,see,Faye's Underground Home,0.7,candidate,has coordinates; has description; high-value type,-29.011308,134.763984,Sleeping Underground,australiaandpacific/australia/southaustralia/cooberpedy/dugout_motels,0.605,1.036,1.036,needs_external_source,,https://en.wikivoyage.org/wiki/Coober_Pedy
europe/germany/northrhinewestphalia/cologne,Cologne,Cologne,17,152,see,Malakoffturm,0.7,candidate,has coordinates; has description; high-value type,50.931,6.95588,Chocolate Museum (Schokoladenmuseum),europe/germany/northrhinewestphalia/cologne/schokoladenmuseum,0.644,0.356,0.867,needs_external_source,,https://en.wikivoyage.org/wiki/Cologne
europe/unitedkingdom/northernireland/cookstown,Cookstown,Cookstown,12,26,see,Beaghmore,0.7,candidate,has coordinates; has description; high-value type,54.7016,-6.9392,Beaghmore Stone Circles,europe/unitedkingdom/northernireland/cookstown/beaghmore_stone_circles,0.562,9.797,14.245,needs_external_source,,https://en.wikivoyage.org/wiki/Cookstown
europe/hungary/pecs,Pécs,Pécs,9,63,see,Ethnographic Exhibition,0.7,candidate,has coordinates; has description; high-value type,46.07292,18.2264,Széchenyi Square,europe/hungary/pecs/szechenyi_square,0.617,0.383,0.623,needs_external_source,,https://en.wikivoyage.org/wiki/P%C3%A9cs
europe/hungary/godollo,Gödöllő,Gödöllő,3,60,see,The Peace Gong,0.7,candidate,has coordinates; has description; high-value type,47.59944,19.34885,Royal Palace of Gödöllő,europe/hungary/godollo/royal_palace,0.557,0.443,0.132,needs_external_source,,https://en.wikivoyage.org/wiki/G%C3%B6d%C3%B6ll%C5%91
northamerica/britishvirginislands/virgingorda,Virgin Gorda,Virgin Gorda,11,56,see,The Chandlery,0.7,candidate,has coordinates; has description; high-value type,18.44996,-64.4357,St. Ursula's Church,northamerica/britishvirginislands/virgingorda/st_ursulas_church,0.584,0.416,4.375,needs_external_source,,https://en.wikivoyage.org/wiki/Virgin_Gorda
asia/india/karnataka/bijapur,Bijapur,Bijapur (Karnataka),12,33,see,Sangeeth Nari Mahal,0.7,candidate,has coordinates; has description; high-value type,16.82821,75.658269,Asar Mahal,asia/india/karnataka/bijapur/asar_mahal,0.621,6.274,5.51,needs_external_source,,https://en.wikivoyage.org/wiki/Bijapur_%28Karnataka%29
northamerica/mexico/tulum,Tulum,Tulum,27,59,see,Cenote Aldea Zamá,0.7,candidate,has coordinates; has description; high-value type,20.203032,-87.459307,Cenote Calavera,northamerica/mexico/tulum/cenote_calavera,0.71,3.622,1.127,needs_external_source,,https://en.wikivoyage.org/wiki/Tulum
