world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
europe/ukraine/vinnista,Vinnytsia,Vinnytsia,7,92,see,House of Commander Chetkov,0.7,candidate,has coordinates; has description; high-value type,49.2299,28.4664,Roshen Fountain,europe/ukraine/vinnista/roshen_fountain,0.621,0.379,0.379,needs_external_source,,https://en.wikivoyage.org/wiki/Vinnytsia
africa/kenya/theriftvalley/kericho,Kericho,Kericho,5,18,see,Unilever Arboretum,0.7,candidate,has coordinates; has description; high-value type,-0.3789014,35.2641998,Chagaik Arboretum,africa/kenya/theriftvalley/kericho/chagaik_arboretum,0.629,11.003,7.706,needs_external_source,,https://en.wikivoyage.org/wiki/Kericho
africa/nigeria/akure,Akure,Akure,5,22,do,Igbo Olodumare,0.7,candidate,has coordinates; has description; high-value type,7.2201,5.2134,Oke-Igbo Market,africa/nigeria/akure/oke_igbo_market,0.621,4.087,4.24,needs_external_source,,https://en.wikivoyage.org/wiki/Akure
northamerica/canada/quebec/quebeccity,Québec City,Quebec City,39,125,do,Promenade des Gouverneurs,0.7,candidate,has coordinates; has description; high-value type,46.8065,-71.206,La Citadelle de Québec,northamerica/canada/quebec/quebeccity/citadelle,0.65,0.35,0.826,needs_external_source,,https://en.wikivoyage.org/wiki/Quebec_City
europe/germany/schleswigholstein/flensburg,Flensburg,Flensburg,13,43,see,Nikolai-Apotheke,0.7,candidate,has coordinates; has description; high-value type,54.782491,9.435846,Eating Out,europe/germany/schleswigholstein/flensburg/eating_out,0.688,0.312,0.185,needs_external_source,,https://en.wikivoyage.org/wiki/Flensburg
europe/spain/andalucia/jerezdelafrontera,Jerez de la Frontera,Jerez de la Frontera,6,74,see,Gate Rota,0.7,candidate,has coordinates; has description; high-value type,36.68309,-6.14618,González Byass (Tío Pepe),europe/spain/andalucia/jerezdelafrontera/gonzalez_byass,0.66,0.34,0.763,needs_external_source,,https://en.wikivoyage.org/wiki/Jerez_de_la_Frontera
europe/italy/campania/salerno,Salerno,Salerno,10,11,see,Medieval Aqueduct,0.7,candidate,has coordinates; has description; high-value type,40.6833,14.7667,Pinacoteca Provinciale,europe/italy/campania/salerno/pinacoteca_provinciale,0.691,0.309,0.155,needs_external_source,,https://en.wikivoyage.org/wiki/Salerno
europe/estonia/haapsalu,Haapsalu,Haapsalu,7,18,see,Haapsalu Resort Hall,0.7,candidate,has coordinates; has description; high-value type,58.95062,23.539491,Haapsalu Castle,europe/estonia/haapsalu/haapsalu_castle,0.629,0.384,1.198,needs_external_source,,https://en.wikivoyage.org/wiki/Haapsalu
europe/macedonia/bitola,Bitola,Bitola,6,65,see,Deboj Hamam,0.7,candidate,has coordinates; has description; high-value type,41.0336,21.3381,New Mosque (Yeni Dzhamija),europe/macedonia/bitola/new_mosque,0.594,0.406,0.695,needs_external_source,,https://en.wikivoyage.org/wiki/Bitola
asia/china/shandong_province/qufu,Qufu,Qufu,9,14,see,Confucius Forest,0.7,candidate,has coordinates; has description; high-value type,35.615793,116.988457,Confucius Birthday Festival (Kongzi Wenhua Jie),asia/china/shandong_province/qufu/confucius_birthday_festival,0.651,2.223,2.223,needs_external_source,,https://en.wikivoyage.org/wiki/Qufu
europe/norway/bergen,Bergen,Bergen,26,125,see,Ladegården and upper Sandviken neighbourhood,0.7,candidate,has coordinates; has description; high-value type,60.4025,5.3261,Nordnes — The Peninsular Neighbourhood,europe/norway/bergen/holmen,0.605,1.012,0.911,needs_external_source,,https://en.wikivoyage.org/wiki/Bergen
europe/serbia/kosovoprovince/gjakova,Gjakova,Gjakova,5,58,see,Tabak Bridge,0.7,candidate,has coordinates; has description; high-value type,42.370394,20.420681,Saint Anthony's Church,europe/serbia/kosovoprovince/gjakova/saint_anthonys_church,0.626,0.374,1.292,needs_external_source,,https://en.wikivoyage.org/wiki/Gjakova
northamerica/unitedstates/indiana/indianapolis,Indianapolis,Indianapolis,42,225,do,Indianapolis Chamber Orchestra,0.7,candidate,has coordinates; has description; high-value type,39.84025,-86.17061,Indianapolis Moon Tree,northamerica/unitedstates/indiana/indianapolis/moon_tree,0.654,7.854,8.068,needs_external_source,,https://en.wikivoyage.org/wiki/Indianapolis
asia/papuanewguinea/rabaul,Rabaul,Rabaul,4,10,see,General Yamamoto’s Bunker,0.7,candidate,has coordinates; has description; high-value type,-4.203604,152.18144,Rabaul Volcano Observatory,asia/papuanewguinea/rabaul/volcano_observatory,0.564,0.436,1.113,needs_external_source,,https://en.wikivoyage.org/wiki/Rabaul
northamerica/canada/britishcolumbia/hope,Hope,Hope (British Columbia),8,22,see,Hope Slide,0.7,candidate,has coordinates; has description; high-value type,49.29843,-121.26262,Hope Slide Viewpoint,northamerica/canada/britishcolumbia/hope/hope-slide-viewpoint,0.667,4.378,15.825,needs_external_source,,https://en.wikivoyage.org/wiki/Hope_%28British_Columbia%29
asia/china/shandong_province/jinan,Jinan,Jinan,65,109,do,Jinan International Convention & Exhibition Center,0.7,candidate,has coordinates; has description; high-value type,36.6854,117.1176,Jinan Intangible Cultural Heritage Exhibition Hall,asia/china/shandong_province/jinan/jinan_intangible_heritage,0.569,10.665,10.328,needs_external_source,,https://en.wikivoyage.org/wiki/Jinan
europe/germany/northrhinewestphalia/aachen,Aachen,Aachen,14,74,see,Ponttor,0.7,candidate,has coordinates; has description; high-value type,50.781528,6.078333,Pontstrasse,europe/germany/northrhinewestphalia/aachen/pontstrasse,0.667,0.635,0.695,needs_external_source,,https://en.wikivoyage.org/wiki/Aachen
northamerica/nicaragua/managua,Managua,Managua,59,53,see,Paseo de las Iglesias,0.7,candidate,has coordinates; has description; high-value type,12.15732,-86.26797,Old Cathedral of Managua,northamerica/nicaragua/managua/old_cathedral,0.634,0.366,2.942,needs_external_source,,https://en.wikivoyage.org/wiki/Managua
asia/iraq/mosul,Mosul,Mosul,11,34,see,Mausoleum of Yahya Abu al-Qasim,0.7,candidate,has coordinates; has description; high-value type,36.354552,43.122704,Qara Saray,asia/iraq/mosul/qara_saray,0.668,0.332,2.387,needs_external_source,,https://en.wikivoyage.org/wiki/Mosul
europe/spain/andalucia/ronda,Ronda,Ronda,6,37,see,Puerta de Almocábar,0.7,candidate,has coordinates; has description; high-value type,36.7346,-5.164456,Arab Baths,europe/spain/andalucia/ronda/arab_baths,0.594,0.406,0.856,needs_external_source,,https://en.wikivoyage.org/wiki/Ronda
asia/lebanon/tyre,Tyre,Tyre,10,7,see,Tyre Hippodrome,0.7,candidate,has coordinates; has description; high-value type,33.269089,35.209704,Al-Bass Archaeological Site,asia/lebanon/tyre/al-bass-archaeological-site,0.675,0.325,1.282,needs_external_source,,https://en.wikivoyage.org/wiki/Tyre
europe/russia/nizhnynovgorod,Nizhny Novgorod,Nizhny Novgorod,11,65,see,Ilyinskaya st.,0.7,candidate,has coordinates; has description; high-value type,56.323891,43.991275,Stroganov Church,europe/russia/nizhnynovgorod/stroganov_church,0.562,0.438,0.768,needs_external_source,,https://en.wikivoyage.org/wiki/Nizhny_Novgorod
europe/unitedkingdom/england/leicester_nottingham_and_east_midlands/nottingham,Nottingham,Nottingham,16,76,do,Nottingham Activity Centre,0.7,candidate,has coordinates; has description; high-value type,53.081519,-1.082768,Nottingham Castle,europe/unitedkingdom/england/leicester_nottingham_and_east_midlands/nottingham/nottingham_castle,0.651,15.297,14.933,needs_external_source,,https://en.wikivoyage.org/wiki/Nottingham
europe/hungary/budapest,Budapest,Budapest,57,94,see,Elisabeth Bridge,0.7,candidate,has coordinates; has description; high-value type,47.4905,19.04808,Danube Promenade,europe/hungary/budapest/danube_promenade,0.555,0.445,1.014,needs_external_source,,https://en.wikivoyage.org/wiki/Budapest
southamerica/brazil/ouropreto,Ouro Preto,Ouro Preto,15,48,see,Mina Fonte Meu Bem Querer,0.7,candidate,has coordinates; has description; high-value type,-20.38789,-43.49145,Capela do Padre Faria,southamerica/brazil/ouropreto/capela_padre_faria,0.605,0.395,1.292,needs_external_source,,https://en.wikivoyage.org/wiki/Ouro_Preto
europe/netherlands/thehague,The Hague,The Hague,16,165,see,Denneweg,0.7,candidate,has coordinates; has description; high-value type,52.0851,4.31248,Escher in the Palace,europe/netherlands/thehague/escher_museum,0.629,0.371,3.135,needs_external_source,,https://en.wikivoyage.org/wiki/The_Hague
europe/poland/lodz,Łódź,Łódź,7,114,see,PWN Bookshop,0.7,candidate,has coordinates; has description; high-value type,51.77249,19.45258,Museum of Art (ms1),europe/poland/lodz/ms1,0.696,0.304,0.407,needs_external_source,,https://en.wikivoyage.org/wiki/%C5%81%C3%B3d%C5%BA
