world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
australiaandpacific/newzealand/canterbury/christchurch,Christchurch,Christchurch,13,85,do,Awaroa-Godley Head Loop Track,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Cardboard Cathedral,australiaandpacific/newzealand/canterbury/christchurch/cardboard_cathedral,0.375,,,missing_coordinates; has_external_url,https://ccc.govt.nz/parks-and-gardens/explore-parks/port-hills/godley-head/godley-head-track,https://en.wikivoyage.org/wiki/Christchurch
europe/unitedkingdom/england/birmingham_and_west_midlands/stokeontrent_st,Stoke-on-Trent,Stoke-on-Trent,12,28,do,Port Vale FC,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Middleport Pottery,europe/unitedkingdom/england/birmingham_and_west_midlands/stokeontrent_st/middleport_pottery,0.4,,,missing_coordinates; has_external_url,https://www.port-vale.co.uk/,https://en.wikivoyage.org/wiki/Stoke-on-Trent
northamerica/unitedstates/washington/mtrainiernp,Mt. Rainier National Park,Mount Rainier National Park,0,61,do,Narada Falls Trail,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,,,0.0,,,missing_coordinates; has_external_url,https://www.nps.gov/mora/planyourvisit/narada-falls.htm,https://en.wikivoyage.org/wiki/Mount_Rainier_National_Park
europe/germany/badenwrttemberg/konstanz,Konstanz,Konstanz,9,55,see,Wessenburg Gallery,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Niederburg Bar Cluster,europe/germany/badenwrttemberg/konstanz/niederburg_bars,0.5,,,missing_coordinates; has_external_url,http://www.konstanz.de/wessenberg,https://en.wikivoyage.org/wiki/Konstanz
europe/denmark/roskilde,Roskilde,Roskilde,20,59,do,Sagnlandet Lejre,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Roskilde Fjord,europe/denmark/roskilde/roskilde_fjord,0.467,,,missing_coordinates; has_external_url,http://www.sagnlandet.dk/en/,https://en.wikivoyage.org/wiki/Roskilde
europe/unitedkingdom/wales/caernarfon,Caernarfon,Caernarfon,13,15,do,Gypsy Wood Park,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Anglesey Arms,europe/unitedkingdom/wales/caernarfon/anglesey_arms,0.429,,,missing_coordinates; has_external_url,http://www.gypsywood.co.uk,https://en.wikivoyage.org/wiki/Caernarfon
europe/hungary/budapest,Budapest,Budapest,57,94,see,30px H6 (Közvágóhíd–Ráckeve) line,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Városliget (City Park),europe/hungary/budapest/varosliget,0.364,,,missing_coordinates; has_external_url,http://www.bkk.hu/en/timetables/#H6,https://en.wikivoyage.org/wiki/Budapest
africa/southafrica/gardenroute/knysna,Knysna,Knysna,7,26,do,Knysna Elephant Park,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Knysna Oyster Company,africa/southafrica/gardenroute/knysna/knysna_oyster_company,0.537,,,missing_coordinates; has_external_url,http://www.knysnaelephantpark.co.za/,https://en.wikivoyage.org/wiki/Knysna
europe/spain/spanishcostas/benidorm,Benidorm,Benidorm,6,34,see,Tossal de la Cala,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Terra Mitica,europe/spain/spanishcostas/benidorm/terra_mitica,0.435,,,missing_coordinates; has_external_url,https://www.visitbenidorm.es/ver/5742/tossal-de-la-cala-benidorm.html,https://en.wikivoyage.org/wiki/Benidorm
northamerica/unitedstates/oklahoma/guthrie,Guthrie,Guthrie (Oklahoma),4,7,see,State Capitol Publishing Museum,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Guthrie Scottish Rite Masonic Temple,northamerica/unitedstates/oklahoma/guthrie/scottish_rite_temple,0.418,,,missing_coordinates; has_external_url,https://publishingmuseum.org/,https://en.wikivoyage.org/wiki/Guthrie_%28Oklahoma%29
australiaandpacific/newzealand/north_island/auckland_region/devonport,Devonport,Devonport (New Zealand),4,12,do,Walk the North Shore section of Te Araroa Trail,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,North Head / Maungauika,australiaandpacific/newzealand/north_island/auckland_region/devonport/north_head,0.375,,,missing_coordinates; has_external_url,https://www.teararoa.org.nz/auckland/,https://en.wikivoyage.org/wiki/Devonport_%28New_Zealand%29
northamerica/unitedstates/connecticut/danbury,Danbury,Danbury,7,19,do,City Center Danbury:,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Danbury Railway Museum,northamerica/unitedstates/connecticut/danbury/danbury_railway_museum,0.341,,,missing_coordinates; has_external_url,https://citycenterdanbury.com/,https://en.wikivoyage.org/wiki/Danbury
europe/macedonia/tetovo,Tetovo,Tetovo,4,37,do,Listen to Glasoečko Singing,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Sharena Mosque (Painted Mosque),europe/macedonia/tetovo/sharena_mosque,0.341,,,missing_coordinates; has_external_url,https://ich.unesco.org/en/USL/glasoechko-male-two-part-singing-in-dolni-polog-01104,https://en.wikivoyage.org/wiki/Tetovo
northamerica/unitedstates/washington/olympia,Olympia,Olympia (Washington),12,29,do,South Sound Wine Trail,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Mima Mounds Natural Area,northamerica/unitedstates/washington/olympia/mima_mounds,0.478,,,missing_coordinates; has_external_url,https://www.experienceolympia.com/blog/south-sound-wine-trail/,https://en.wikivoyage.org/wiki/Olympia_%28Washington%29
europe/macedonia/ohrid,Ohrid,Ohrid,13,52,do,Ohrid Summer Festival,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Boat to Sveti Naum,europe/macedonia/ohrid/sveti_naum_boat_trip,0.359,,,missing_coordinates; has_external_url,http://ohridskoleto.com.mk/en/,https://en.wikivoyage.org/wiki/Ohrid
