world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
europe/finland/kuopio,Kuopio,Kuopio,6,104,see,Riistavesi Local History Museum,0.81,candidate,has coordinates; high-value type; strong travel term,62.915854,28.150115,Kuopio Museum,europe/finland/kuopio/kuopio_museum,0.455,23.608,24.034,needs_external_source,,https://en.wikivoyage.org/wiki/Kuopio
europe/ireland/bray,Bray,Bray (Ireland),5,15,see,Oldcourt Castle,0.81,candidate,has coordinates; high-value type; strong travel term,53.193,-6.115,Killruddery House and Gardens,europe/ireland/bray/killruddery_house,0.273,1.535,0.987,needs_external_source,,https://en.wikivoyage.org/wiki/Bray_%28Ireland%29
europe/spain/centralspain/salamanca,Salamanca,Salamanca,7,26,see,Church of San Marcos,0.81,candidate,has coordinates; high-value type; strong travel term,40.9696,-5.6638,University of Salamanca,europe/spain/centralspain/salamanca/university_of_salamanca,0.512,0.741,0.527,needs_external_source,,https://en.wikivoyage.org/wiki/Salamanca
europe/unitedkingdom/england/manchester_liverpool_and_north_west/preston,Preston,Preston,19,19,see,Church Cottage,0.81,candidate,has coordinates; high-value type; strong travel term,53.8038,-2.7164,Preston Cenotaph,europe/unitedkingdom/england/manchester_liverpool_and_north_west/preston/preston_cenotaph,0.4,5.062,5.071,needs_external_source,,https://en.wikivoyage.org/wiki/Preston
europe/unitedkingdom/northernireland/newry,Newry,Newry,10,32,see,Moyry Castle,0.81,candidate,has coordinates; high-value type; strong travel term,54.0703,-6.3853,Newry Cathedral,europe/unitedkingdom/northernireland/newry/newry_cathedral,0.519,12.016,12.323,needs_external_source,,https://en.wikivoyage.org/wiki/Newry
europe/germany/bavaria/rothenburg,Rothenburg ob der Tauber,Rothenburg ob der Tauber,7,21,see,Market Square,0.81,candidate,has coordinates; high-value type; strong travel term,49.37699,10.17908,Zum Pulverer,europe/germany/bavaria/rothenburg/zum_pulverer,0.24,,0.16,needs_external_source,,https://en.wikivoyage.org/wiki/Rothenburg_ob_der_Tauber
asia/china/hebei/cangzhou,Cangzhou,Cangzhou,3,63,do,Zoo playground,0.81,candidate,has coordinates; high-value type; strong travel term,38.26904,116.89113,Cangzhou Iron Lion,asia/china/hebei/cangzhou/cangzhou_iron_lion,0.312,5.959,5.959,needs_external_source,,https://en.wikivoyage.org/wiki/Cangzhou
northamerica/mexico/sanluispotosi,San Luis Potosí,San Luis Potosi,15,51,do,trail to Cerro de la Pepsi,0.81,candidate,has coordinates; high-value type; strong travel term,22.113439,-100.988959,Templo del Carmen,northamerica/mexico/sanluispotosi/templo_del_carmen,0.424,4.029,4.801,needs_external_source,,https://en.wikivoyage.org/wiki/San_Luis_Potosi
asia/indonesia/java/karimunjawa,Karimunjawa,Karimunjawa,12,26,see,Alano Beach,0.81,candidate,has coordinates; high-value type; strong travel term,-5.841312,110.473438,Pulau Menjangan Besar,asia/indonesia/java/karimunjawa/menjangan_besar,0.438,6.174,6.183,needs_external_source,,https://en.wikivoyage.org/wiki/Karimunjawa
europe/greece/vergina,Vergina,Vergina,3,6,see,Church of Saint Demetrius,0.81,candidate,has coordinates; high-value type; strong travel term,40.47851,22.33747,Ancient Theatre of Aigai,europe/greece/vergina/ancient_theatre,0.408,1.392,1.955,needs_external_source,,https://en.wikivoyage.org/wiki/Vergina
asia/india/uttarpradesh/agra,Agra,Agra,28,60,see,Chhatrapati Shivaji Maharaj Museum,0.81,candidate,has coordinates; high-value type; strong travel term,27.163896,78.057391,Chini ka Rauza,asia/india/uttarpradesh/agra/chini_ka_rauza,0.375,4.701,4.873,needs_external_source,,https://en.wikivoyage.org/wiki/Agra
europe/ireland/sligo,Sligo,Sligo,17,38,see,Cottage Island,0.81,candidate,has coordinates; high-value type; strong travel term,54.244,-8.425,The Glen,europe/ireland/sligo/the_glen,0.333,9.353,4.511,needs_external_source,,https://en.wikivoyage.org/wiki/Sligo
europe/unitedkingdom/scotland/falkirk,Falkirk,Falkirk,6,40,see,Old Parish Church,0.81,candidate,has coordinates; high-value type; strong travel term,55.99443,-3.7061,Callendar House,europe/unitedkingdom/scotland/falkirk/callendar_house,0.438,3.806,4.935,needs_external_source,,https://en.wikivoyage.org/wiki/Falkirk
northamerica/unitedstates/missouri/stlouis,St. Louis,St. Louis,59,106,see,Stan Musial Veterans Memorial Bridge,0.81,candidate,has coordinates; high-value type; strong travel term,38.6464,-90.17668,Soldiers Memorial,northamerica/unitedstates/missouri/stlouis/soldiers_memorial,0.528,2.701,2.924,needs_external_source,,https://en.wikivoyage.org/wiki/St._Louis
northamerica/mexico/juarez,Juarez,Juarez,4,23,see,San Agustín Regional Museum,0.81,candidate,has coordinates; high-value type; strong travel term,31.739937,-106.523595,Avenida Juárez,northamerica/mexico/juarez/avenida_juarez,0.341,3.556,10.783,needs_external_source,,https://en.wikivoyage.org/wiki/Juarez
northamerica/unitedstates/california/centralvalley/fresno,Fresno,Fresno,7,59,see,Woodward Park,0.81,candidate,has coordinates; high-value type; strong travel term,36.8708,-119.785,Warnors Theatre,northamerica/unitedstates/california/centralvalley/fresno/warnors_theatre,0.286,14.779,14.611,needs_external_source,,https://en.wikivoyage.org/wiki/Fresno
europe/unitedkingdom/england/lancashire/burnley,Burnley,Burnley,6,27,see,St Peter's Church,0.81,candidate,has coordinates; high-value type; strong travel term,53.7927,-2.24,Burnley Embankment,europe/unitedkingdom/england/lancashire/burnley/burnley_embankment,0.516,0.484,0.338,needs_external_source,,https://en.wikivoyage.org/wiki/Burnley
northamerica/unitedstates/florida/marcoisland,Marco Island,Marco Island,0,7,see,Marco Island beach,0.81,candidate,has coordinates; high-value type; strong travel term,25.9396,-81.7383,,,0.0,,2.272,needs_external_source,,https://en.wikivoyage.org/wiki/Marco_Island
asia/mongolia/ulaanbaatar,Ulaanbaatar,Ulaanbaatar,8,112,do,Ganzam Palace,0.81,candidate,has coordinates; high-value type; strong travel term,47.915134,106.885202,Naadam Festival,asia/mongolia/ulaanbaatar/naadam_festival,0.429,2.729,2.449,needs_external_source,,https://en.wikivoyage.org/wiki/Ulaanbaatar
asia/india/maharashtra/nagpur,Nagpur,Nagpur,8,31,see,Japanese Garden,0.81,candidate,has coordinates; high-value type; strong travel term,21.16214,79.06583,Ambazari Lake and Garden,asia/india/maharashtra/nagpur/ambazari_lake,0.513,4.774,2.17,needs_external_source,,https://en.wikivoyage.org/wiki/Nagpur
europe/greece/kavala,Kavala,Kavala,14,95,do,Cuba Beach Bar,0.81,candidate,has coordinates; high-value type; strong travel term,40.7971,24.2556,Ammolofoi Beach,europe/greece/kavala/ammolofoi_beach,0.483,14.153,20.378,needs_external_source,,https://en.wikivoyage.org/wiki/Kavala
europe/unitedkingdom/wales/porthcawl,Porthcawl,Porthcawl,10,7,see,Kenfig National Nature Reserve,0.81,candidate,has coordinates; high-value type; strong travel term,51.5194,-3.7362,Porthcawl Elvis Festival,europe/unitedkingdom/wales/porthcawl/elvis_festival,0.333,5.201,4.957,needs_external_source,,https://en.wikivoyage.org/wiki/Porthcawl
asia/india/westbengal/darjeeling,Darjeeling,Darjeeling,15,45,see,Ghum Museum,0.81,candidate,has coordinates; high-value type; strong travel term,27.008168,88.253882,Ghoom Monastery,asia/india/westbengal/darjeeling/ghoom_monastery,0.538,1.957,3.852,needs_external_source,,https://en.wikivoyage.org/wiki/Darjeeling
europe/georgia/kutaisi,Kutaisi,Kutaisi,8,48,do,Park of Culture and Rest,0.81,candidate,has coordinates; high-value type; strong travel term,42.271,42.6964,Sataplia Nature Reserve,europe/georgia/kutaisi/sataplia_nature_reserve,0.426,5.154,0.747,needs_external_source,,https://en.wikivoyage.org/wiki/Kutaisi
asia/china/zhejiang/yiwu,Yiwu,Yiwu,3,10,see,Yiwu Museum,0.81,candidate,has coordinates; high-value type; strong travel term,29.31633,120.083669,Binwang Muslim Quarter,asia/china/zhejiang/yiwu/binwang_muslim_quarter,0.424,1.141,0.503,needs_external_source,,https://en.wikivoyage.org/wiki/Yiwu
northamerica/unitedstates/california/malibu,Malibu,Malibu,0,18,do,Zuma Beach,0.81,candidate,has coordinates; high-value type; strong travel term,34.0201,-118.8293,,,0.0,,4.607,needs_external_source,,https://en.wikivoyage.org/wiki/Malibu
europe/ireland/sligo,Sligo,Sligo,17,38,do,Markievicz Park,0.81,candidate,has coordinates; high-value type; strong travel term,54.2571,-8.4659,Medb's Cairn,europe/ireland/sligo/medbs_cairn,0.37,6.693,1.769,needs_external_source,,https://en.wikivoyage.org/wiki/Sligo
