world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
asia/india/uttarpradesh/lucknow,Lucknow,Lucknow,27,97,see,Lal Baradari,0.62,candidate,has coordinates; high-value type,26.857927,80.930847,Royal Cafe,asia/india/uttarpradesh/lucknow/royal_cafe,0.64,0.36,2.236,needs_external_source,,https://en.wikivoyage.org/wiki/Lucknow
southamerica/bolivia/lapaz,La Paz,La Paz,50,86,see,Estación Teleférico Central,0.62,candidate,has coordinates; high-value type,-16.491,-68.1445,Mi Teleférico (Cable Car Network),southamerica/bolivia/lapaz/teleferico,0.6,2.349,1.265,needs_external_source,,https://en.wikivoyage.org/wiki/La_Paz
europe/france/midi/languedoc/toulouse,Toulouse,Toulouse,8,49,see,Pont Saint-Pierre,0.62,candidate,has coordinates; high-value type,43.6025,1.4349,Canal du Midi,europe/france/midi/languedoc/toulouse/canal_du_midi,0.671,0.329,0.788,needs_external_source,,https://en.wikivoyage.org/wiki/Toulouse
africa/capeverde/saotiago/praia,Praia,Praia,9,65,do,Praia Negra,0.62,candidate,has coordinates; high-value type,14.9172,-23.5057,Prainha Beach,africa/capeverde/saotiago/praia/prainha_beach,0.667,1.862,0.422,needs_external_source,,https://en.wikivoyage.org/wiki/Praia
europe/poland/szczecin,Szczecin,Szczecin,9,62,do,dancing fountain,0.62,candidate,has coordinates; high-value type,53.43678,14.54836,Szczecin Philharmonic,europe/poland/szczecin/szczecin_philharmonic,0.696,0.304,0.754,needs_external_source,,https://en.wikivoyage.org/wiki/Szczecin
asia/turkey/ankara,Ankara,Ankara,13,116,see,Column of Julianus,0.62,candidate,has coordinates; high-value type,39.9433,32.856,Ulus,asia/turkey/ankara/ulus,0.638,0.362,2.51,needs_external_source,,https://en.wikivoyage.org/wiki/Ankara
southamerica/brazil/florianopolis,Florianópolis,Florianopolis,7,57,see,Praia Mole,0.62,candidate,has coordinates; high-value type,-27.60251,-48.4328,Praia dos Ingleses,southamerica/brazil/florianopolis/praia_dos_ingleses,0.643,19.126,11.525,needs_external_source,,https://en.wikivoyage.org/wiki/Florianopolis
northamerica/mexico/mexicali,Mexicali,Mexicali,10,68,do,IMAX Theater,0.62,candidate,has coordinates; high-value type,32.65233,-115.47314,Plaza de los Tres Poderes,northamerica/mexico/mexicali/plaza_tres_poderes,0.562,0.438,3.64,needs_external_source,,https://en.wikivoyage.org/wiki/Mexicali
europe/unitedkingdom/england/newcastle_and_north_east/durham,Durham,Durham (England),7,40,see,The Count's House,0.62,candidate,has coordinates; high-value type,54.7702,-1.5772,Durham Cathedral,europe/unitedkingdom/england/newcastle_and_north_east/durham/durham_cathedral,0.679,0.321,15.991,needs_external_source,,https://en.wikivoyage.org/wiki/Durham_%28England%29
europe/germany/bavaria/lindau,Lindau,Lindau,10,26,see,Pulverturm,0.62,candidate,has coordinates; high-value type,47.5458,9.67539,Mangturm,europe/germany/bavaria/lindau/mangturm,0.57,0.43,1.408,needs_external_source,,https://en.wikivoyage.org/wiki/Lindau
europe/finland/rovaniemi,Rovaniemi,Rovaniemi,8,183,see,Alaruokanen house,0.62,candidate,has coordinates; high-value type,66.49955,25.73409,Lordi's Square,europe/finland/rovaniemi/lordi_square,0.625,0.375,0.372,needs_external_source,,https://en.wikivoyage.org/wiki/Rovaniemi
southamerica/brazil/florianopolis,Florianópolis,Florianopolis,7,57,see,Praia do Moçambique,0.62,candidate,has coordinates; high-value type,-27.501192,-48.4019,Praia dos Ingleses,southamerica/brazil/florianopolis/praia_dos_ingleses,0.595,7.458,18.063,needs_external_source,,https://en.wikivoyage.org/wiki/Florianopolis
asia/palestinianauthority/nablus,Nablus,Nablus,7,17,do,Hammam al-Hana,0.62,candidate,has coordinates; high-value type,32.2183,35.2584,Al-Aqsa Sweets,asia/palestinianauthority/nablus/al_aqsa_sweets,0.653,0.347,0.488,needs_external_source,,https://en.wikivoyage.org/wiki/Nablus
northamerica/unitedstates/utah/saltlakecity,Salt Lake City,Salt Lake City,62,174,see,Ice Haus,0.62,candidate,has coordinates; high-value type,40.667176,-111.8911617,The Beehive House,northamerica/unitedstates/utah/saltlakecity/thebeehivehouse,0.571,11.407,10.286,needs_external_source,,https://en.wikivoyage.org/wiki/Salt_Lake_City
northamerica/unitedstates/rhodeisland/newport,Newport,Newport (Rhode Island),10,111,see,Brenton Cove Moorings,0.62,candidate,has coordinates; high-value type,41.48937,-71.31833,Thames Street and the Waterfront,northamerica/unitedstates/rhodeisland/newport/thames_street,0.557,0.443,0.778,needs_external_source,,https://en.wikivoyage.org/wiki/Newport_%28Rhode_Island%29
europe/france/normandybrittany/nantes,Nantes,Nantes,11,41,see,Jardin Extraordinaire,0.62,candidate,has coordinates; high-value type,47.2003,-1.5808,Jardin des Plantes,europe/france/normandybrittany/nantes/jardin_des_plantes,0.571,3.575,2.866,needs_external_source,,https://en.wikivoyage.org/wiki/Nantes
europe/unitedkingdom/england/leeds_sheffield_and_yorkshire/doncaster,Doncaster,Doncaster,5,48,do,Savoy,0.62,candidate,has coordinates; high-value type,53.51984,-1.13183,"Danum Gallery, Library and Museum",europe/unitedkingdom/england/leeds_sheffield_and_yorkshire/doncaster/danum_gallery,0.692,0.308,0.347,needs_external_source,,https://en.wikivoyage.org/wiki/Doncaster
europe/france/paris,Paris,Paris,82,90,do,Paris Saint-Germain,0.62,candidate,has coordinates; high-value type,48.8414,2.253,Saint-Germain-des-Prés,europe/france/paris/saint_germain,0.703,6.074,7.453,needs_external_source,,https://en.wikivoyage.org/wiki/Paris
europe/unitedkingdom/northernireland/belfast,Belfast,Belfast,25,97,see,Peace Wall,0.62,candidate,has coordinates; high-value type,54.6,-5.955,Murals and Peace Walls,europe/unitedkingdom/northernireland/belfast/murals_and_peace_walls,0.625,1.265,1.779,needs_external_source,,https://en.wikivoyage.org/wiki/Belfast
asia/thailand/sukhothai,Sukhothai,Sukhothai,12,72,see,Wat Tao Thu Riang,0.62,candidate,has coordinates; high-value type,17.032376,99.698714,Wat Phra Phai Luang,asia/thailand/sukhothai/wat_phra_phai_luang,0.685,0.315,1.623,needs_external_source,,https://en.wikivoyage.org/wiki/Sukhothai
southamerica/chile/easterisland,Easter Island,Easter Island,20,55,see,Ahu Aka Hanga,0.62,candidate,has coordinates; high-value type,-27.1491,-109.3364,Ahu Tahai,southamerica/chile/easterisland/ahu_tahai,0.636,9.029,4.256,needs_external_source,,https://en.wikivoyage.org/wiki/Easter_Island
europe/spain/spanishcostas/alicante,Alicante,Alicante,8,74,see,Plaça de la Muntanyeta,0.62,candidate,has coordinates; high-value type,38.34425,-0.48801,Explanada de España,europe/spain/spanishcostas/alicante/explanada_de_espana,0.626,0.374,0.07,needs_external_source,,https://en.wikivoyage.org/wiki/Alicante
australiaandpacific/australia/westernaustralia/kalbarri,Kalbarri,Kalbarri,5,13,see,Eagle Gorge,0.62,candidate,has coordinates; high-value type,-27.769,114.129,Z Bend Gorge,australiaandpacific/australia/westernaustralia/kalbarri/z_bend_gorge,0.609,34.692,7.303,needs_external_source,,https://en.wikivoyage.org/wiki/Kalbarri
southamerica/brazil/florianopolis,Florianópolis,Florianopolis,7,57,see,Praia da Galheta,0.62,candidate,has coordinates; high-value type,-27.59274,-48.42546,Praia da Joaquina,southamerica/brazil/florianopolis/praia_da_joaquina,0.667,6.056,12.245,needs_external_source,,https://en.wikivoyage.org/wiki/Florianopolis
europe/serbia/kosovoprovince/vushtrri,Vushtrri,Vushtrri,1,10,see,Mahmut Gjinolli House,0.62,candidate,has coordinates; high-value type,42.8198,20.96433,Muzeu Historik-Etnografik Vushtrri,europe/serbia/kosovoprovince/vushtrri/muzeu_historiketn,0.551,0.449,0.449,needs_external_source,,https://en.wikivoyage.org/wiki/Vushtrri
europe/spain/canaryislands/isla_graciosa,La Graciosa,Graciosa (Canary Islands),3,18,do,Playa del Salado,0.62,candidate,has coordinates; high-value type,29.2266,-13.5143,Playa Francesa,europe/spain/canaryislands/isla_graciosa/playa_francesa,0.615,1.288,1.371,needs_external_source,,https://en.wikivoyage.org/wiki/Graciosa_%28Canary_Islands%29
europe/ireland/aranislands/inismor,Inis Mór,Inis Mór,10,17,see,Serpent's Hole,0.62,candidate,has coordinates; high-value type,53.1216,-9.7548,Kilmurvey Beach,europe/ireland/aranislands/inismor/kilmurvey_beach,0.661,0.339,3.286,needs_external_source,,https://en.wikivoyage.org/wiki/Inis_M%C3%B3r
europe/switzerland/martigny,Martigny,Martigny,5,7,see,Forum Claudii Vallensium,0.62,candidate,has coordinates; high-value type,46.100278,7.072778,Roman Amphitheatre,europe/switzerland/martigny/roman_amphitheatre,0.68,0.32,0.314,needs_external_source,,https://en.wikivoyage.org/wiki/Martigny
africa/tunisia/sidibousaid,Sidi bou said,Sidi Bou Said,5,10,see,Port Plaisance,0.62,candidate,has coordinates; high-value type,36.86711,10.35191,Ennejma Ezzahra Palace,africa/tunisia/sidibousaid/ennejma_ezzahra,0.596,0.404,0.511,needs_external_source,,https://en.wikivoyage.org/wiki/Sidi_Bou_Said
europe/austria/wels,Wels,Wels,9,14,see,St. Josefskirche,0.62,candidate,has coordinates; high-value type,48.1682,14.05279,Stadtpfarrkirche,europe/austria/wels/stadtpfarrkirche,0.581,2.086,2.474,needs_external_source,,https://en.wikivoyage.org/wiki/Wels
asia/india/gujarat/patan,Patan,Patan (Gujarat),13,23,see,Shantinath ni Pol,0.62,candidate,has coordinates; high-value type,23.849093,72.116723,Trikam Barot ni Vav,asia/india/gujarat/patan/trikam_barot_ni_vav,0.652,0.348,0.848,needs_external_source,,https://en.wikivoyage.org/wiki/Patan_%28Gujarat%29
