world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
northamerica/unitedstates/newyorkstate/saranac_lake,Saranac Lake,Saranac Lake,9,34,see,Visitor Interpretive Center and Wildlife Sanctuary,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Cure Cottage Walking Tour,northamerica/unitedstates/newyorkstate/saranac_lake/cure_cottage_walk,0.347,,,missing_coordinates; has_external_url,http://www.adirondackvic.org,https://en.wikivoyage.org/wiki/Saranac_Lake
asia/malaysia/perhentianislands,Perhentian Islands,Perhentian Islands,9,35,do,Bubbles Dive Centre,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Tiga Ruang Dive Site,asia/malaysia/perhentianislands/tiga_ruang,0.462,,,missing_coordinates; has_external_url,http://www.bubblesdc.com/,https://en.wikivoyage.org/wiki/Perhentian_Islands
northamerica/canada/ontario/ottawa,Ottawa,Ottawa,23,271,do,The Fringe Festival,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Wellington West,northamerica/canada/ontario/ottawa/wellington_west,0.467,,,missing_coordinates; has_external_url,http://ottawafringe.com/,https://en.wikivoyage.org/wiki/Ottawa
europe/denmark/roskilde,Roskilde,Roskilde,20,59,do,The Path of the Gods,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Lejre Land of Legends,europe/denmark/roskilde/lejre_land_of_legends,0.485,,,missing_coordinates; has_external_url,http://gudernesstraede.dk/index2.htm,https://en.wikivoyage.org/wiki/Roskilde
northamerica/unitedstates/washington/mtrainiernp,Mt. Rainier National Park,Mount Rainier National Park,0,61,do,Burroughs Mountain Trail,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,,,0.0,,,missing_coordinates; has_external_url,https://www.nps.gov/mora/planyourvisit/burroughs-mountain.htm,https://en.wikivoyage.org/wiki/Mount_Rainier_National_Park
northamerica/unitedstates/newyorkstate/utica,Utica,Utica,6,46,see,"Children's Museum of History, Natural History, Science & Technology",0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Munson-Williams-Proctor Arts Institute,northamerica/unitedstates/newyorkstate/utica/munson_williams_proctor,0.286,,,missing_coordinates; has_external_url,http://uticacm.org/,https://en.wikivoyage.org/wiki/Utica
australiaandpacific/newzealand/south_island/otago/queenstown,Queenstown,Queenstown (New Zealand),53,57,do,Off the Rails,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Queenstown Trail,australiaandpacific/newzealand/south_island/otago/queenstown/queenstown_trail,0.48,,,missing_coordinates; has_external_url,http://www.offtherails.co.nz,https://en.wikivoyage.org/wiki/Queenstown_%28New_Zealand%29
africa/kenya/thecoast/malindi,Malindi,Malindi,5,38,see,Malindi Museum Society,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Malindi Marine National Park,africa/kenya/thecoast/malindi/malindi_marine_national_park,0.48,,,missing_coordinates; has_external_url,https://www.museums.or.ke/malindi-museum/,https://en.wikivoyage.org/wiki/Malindi
europe/ireland/dun_laoghaire,Dun Laoghaire,Dún Laoghaire,8,18,do,Pavilion Theatre,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Joyce's Tower (Sandycove Martello Tower),europe/ireland/dun_laoghaire/joyces_tower,0.345,,,missing_coordinates; has_external_url,https://www.paviliontheatre.ie/,https://en.wikivoyage.org/wiki/D%C3%BAn_Laoghaire
northamerica/unitedstates/florida/gainesville,Gainesville,Gainesville (Florida),8,43,see,Matheson Museum complex,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Samuel P. Harn Museum of Art,northamerica/unitedstates/florida/gainesville/harn_museum_of_art,0.44,,,missing_coordinates; has_external_url,http://www.mathesonmuseum.org,https://en.wikivoyage.org/wiki/Gainesville_%28Florida%29
asia/japan/honshu/yokohama,Yokohama,Yokohama,7,98,do,Zoo Nogeyama,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Motomachi and Yamate: Cafes and Bars,asia/japan/honshu/yokohama/motomachi_cafes,0.34,,,missing_coordinates; has_external_url,http://www2.nogeyama-zoo.org/,https://en.wikivoyage.org/wiki/Yokohama
europe/france/corsica/ajaccio,Ajaccio,Ajaccio,13,16,do,Take the train to Bocognano,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Maison Bonaparte,europe/france/corsica/ajaccio/maison_bonaparte,0.41,,,missing_coordinates; has_external_url,https://cf-corse.corsica/,https://en.wikivoyage.org/wiki/Ajaccio
australiaandpacific/newzealand/north_island/bay_of_plenty/rotorua,Rotorua,Rotorua,10,32,see,Bibleworld Museum & Discovery Centre,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Government Gardens,australiaandpacific/newzealand/north_island/bay_of_plenty/rotorua/government_gardens,0.321,,,missing_coordinates; has_external_url,http://www.bibleworld.org.nz,https://en.wikivoyage.org/wiki/Rotorua
northamerica/unitedstates/wisconsin/milwaukee,Milwaukee,Milwaukee,10,127,do,Bastille Days,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Pabst Mansion,northamerica/unitedstates/wisconsin/milwaukee/pabst_mansion,0.462,,,missing_coordinates; has_external_url,https://www.easttown.com/bastille-days/,https://en.wikivoyage.org/wiki/Milwaukee
northamerica/unitedstates/ohio/delaware,Delaware,Delaware (Ohio),7,20,see,Olentangy Indian Caverns,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Ohio Wesleyan University,northamerica/unitedstates/ohio/delaware/ohio_wesleyan_university,0.458,,,missing_coordinates; has_external_url,http://www.olentangyindiancaverns.com,https://en.wikivoyage.org/wiki/Delaware_%28Ohio%29
northamerica/unitedstates/delaware/rehobothbeach,Rehoboth Beach,Rehoboth Beach,9,43,see,DART First State Beach Bus,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Thrasher's French Fries,northamerica/unitedstates/delaware/rehobothbeach/thrashers_fries,0.449,,,missing_coordinates; has_external_url,http://www.dartfirststate.com/information/programs/beachbus/index.shtml,https://en.wikivoyage.org/wiki/Rehoboth_Beach
northamerica/unitedstates/wisconsin/eau_claire,Eau Claire,Eau Claire (Wisconsin),5,87,do,Chippewa River State Trail,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,State Theatre,northamerica/unitedstates/wisconsin/eau_claire/state_theatre,0.41,,,missing_coordinates; has_external_url,http://www.chippewa-river-trail.com/,https://en.wikivoyage.org/wiki/Eau_Claire_%28Wisconsin%29
northamerica/unitedstates/california/losangeles,Los Angeles,Los Angeles,71,77,see,Las Vegas Shuttle,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Olvera Street,northamerica/unitedstates/california/losangeles/olvera_street,0.538,,,missing_coordinates; has_external_url,https://lvshuttles.com,https://en.wikivoyage.org/wiki/Los_Angeles
northamerica/unitedstates/oklahoma/norman,Norman,Norman (Oklahoma),11,47,do,Tribes Gallery,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Bizzell Memorial Library,northamerica/unitedstates/oklahoma/norman/bizzell_library,0.368,,,missing_coordinates; has_external_url,https://www.tribes131.com/,https://en.wikivoyage.org/wiki/Norman_%28Oklahoma%29
northamerica/unitedstates/georgia/helen,Helen,Helen,9,29,do,Ana Ruby Falls,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Raven Cliff Falls Trail,northamerica/unitedstates/georgia/helen/raven_cliff_falls,0.378,,,missing_coordinates; has_external_url,http://www.unicoistatepark.org/anna-ruby-falls.html,https://en.wikivoyage.org/wiki/Helen
northamerica/unitedstates/southcarolina/greenville,Greenville,Greenville (South Carolina),10,71,do,Table Rock State Park,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Peace Center,northamerica/unitedstates/southcarolina/greenville/peace_center,0.424,,,missing_coordinates; has_external_url,https://southcarolinaparks.com/table-rock,https://en.wikivoyage.org/wiki/Greenville_%28South_Carolina%29
australiaandpacific/australia/australiancapitalterritory/canberra,Canberra,Canberra,42,34,do,Share a Bike,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,The Shine Dome,australiaandpacific/australia/australiancapitalterritory/canberra/shine_dome,0.5,,,missing_coordinates; has_external_url,http://www.shareabike.com.au/,https://en.wikivoyage.org/wiki/Canberra
europe/ireland/limerick,Limerick,Limerick,15,43,do,Belltable,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,O'Connell Street,europe/ireland/limerick/oconnell_street,0.4,,,missing_coordinates; has_external_url,https://www.limetreetheatre.ie/,https://en.wikivoyage.org/wiki/Limerick
europe/germany/badenwrttemberg/karlsruhe,Karlsruhe,Karlsruhe,12,41,do,Schloss in Flammen,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Karlsruher Schloss and Badisches Landesmuseum,europe/germany/badenwrttemberg/karlsruhe/ducal_palace,0.413,,,missing_coordinates; has_external_url,http://www.schlossinflammen.de/,https://en.wikivoyage.org/wiki/Karlsruhe
australiaandpacific/australia/tasmania/northwest/devonport_tasmania,Devonport,Devonport,9,10,see,Don Village and Don River Railway,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Providore at Home Hill,australiaandpacific/australia/tasmania/northwest/devonport_tasmania/providore,0.436,,,missing_coordinates; has_external_url,http://www.donriverrailway.com.au/,https://en.wikivoyage.org/wiki/Devonport
asia/china/jiangxi/ruijin,Ruijin,Ruijin,4,24,do,Ruijin Folk Culture Festival,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Ruijin Revolutionary History Museum,asia/china/jiangxi/ruijin/ruijin_revolutionary_museum,0.381,,,missing_coordinates; has_external_url,https://mp.weixin.qq.com/s/LCTzhkzSWnbhtj80Bd-xVQ,https://en.wikivoyage.org/wiki/Ruijin
northamerica/unitedstates/utah/hurricane,Hurricane,Hurricane (Utah),6,8,do,Skydive Zion,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Hurricane Canal,northamerica/unitedstates/utah/hurricane/hurricane_canal,0.296,,,missing_coordinates; has_external_url,http://www.skydivezion.com/,https://en.wikivoyage.org/wiki/Hurricane_%28Utah%29
