world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
europe/slovakia/bardejov,Bardejov,Bardejov,5,13,see,Church of St. Francis of Assisi,0.89,candidate,has coordinates; has description; high-value type; strong travel term,49.2466,21.2036,Basilica of St. Egidius,europe/slovakia/bardejov/st_egidius_basilica,0.423,7.467,7.319,needs_external_source,,https://en.wikivoyage.org/wiki/Bardejov
asia/china/shandong_province/jinan,Jinan,Jinan,65,109,see,Jiangshui Scenic Area,0.89,candidate,has coordinates; has description; high-value type; strong travel term,36.633364,117.079804,Jinan City Wall Remains,asia/china/shandong_province/jinan/jinan_city_wall,0.545,7.455,6.139,needs_external_source,,https://en.wikivoyage.org/wiki/Jinan
asia/indonesia/kalimantan/palangka_raya,Palangka Raya,Palangka Raya,14,20,see,Dermaga Kereng Bangkirai,0.89,candidate,has coordinates; has description; high-value type; strong travel term,-2.29624,113.9064,Pasar Besar,asia/indonesia/kalimantan/palangka_raya/pasar_besar,0.4,9.416,9.952,needs_external_source,,https://en.wikivoyage.org/wiki/Palangka_Raya
northamerica/unitedstates/oklahoma/tulsa,Tulsa,Tulsa,16,92,do,Woodward Park,0.89,candidate,has coordinates; has description; high-value type; strong travel term,36.13171,-95.97411,India Palace,northamerica/unitedstates/oklahoma/tulsa/india_palace,0.4,7.943,3.207,needs_external_source,,https://en.wikivoyage.org/wiki/Tulsa
northamerica/mexico/naucalpan,Naucalpan,Naucalpan,5,12,see,Catedral Metropolitana de la Santa Sabiduría de Dios,0.89,candidate,has coordinates; has description; high-value type; strong travel term,19.434047668932045,-99.23137487791193,Torres de Satélite,northamerica/mexico/naucalpan/torres_de_satelite,0.286,7.279,4.982,needs_external_source,,https://en.wikivoyage.org/wiki/Naucalpan
asia/india/kerala/thrissur,Thrissur,Thrissur,5,58,see,Our Lady of Lourdes Metropolitan Cathedral,0.89,candidate,has coordinates; has description; high-value type; strong travel term,10.49186,76.21414,Vadakkunnathan Temple,asia/india/kerala/thrissur/vadakkunnathan_temple,0.286,3.618,3.909,needs_external_source,,https://en.wikivoyage.org/wiki/Thrissur
europe/netherlands/eindhoven,Eindhoven,Eindhoven,15,91,see,Oude Toren,0.89,candidate,has coordinates; has description; high-value type; strong travel term,51.4549,5.48098,Museum Kempenland,europe/netherlands/eindhoven/museum_kempenland,0.37,1.756,1.673,needs_external_source,,https://en.wikivoyage.org/wiki/Eindhoven
europe/ukraine/lviv,Lviv,Lviv,12,176,do,Horikhovyi hai Park,0.89,candidate,has coordinates; has description; high-value type; strong travel term,49.8183,24.0115,Gasova Lampa,europe/ukraine/lviv/gasova_lampa,0.387,3.184,3.004,needs_external_source,,https://en.wikivoyage.org/wiki/Lviv
northamerica/elsalvador/santaana,Santa Ana,Santa Ana (El Salvador),10,110,do,Cerro Verde,0.89,candidate,has coordinates; has description; high-value type; strong travel term,13.827,-89.6246,Mercado Central,northamerica/elsalvador/santaana/mercado_central,0.462,19.868,19.868,needs_external_source,,https://en.wikivoyage.org/wiki/Santa_Ana_%28El_Salvador%29
northamerica/honduras/tegucigalpa,Tegucigalpa,Tegucigalpa,6,30,see,Presidential Palace of the Republic of Honduras,0.89,candidate,has coordinates; has description; high-value type; strong travel term,14.08871,-87.1878,National Gallery of Art,northamerica/honduras/tegucigalpa/national_gallery_of_art,0.424,2.49,2.189,needs_external_source,,https://en.wikivoyage.org/wiki/Tegucigalpa
europe/ukraine/lviv,Lviv,Lviv,12,176,do,Park the name of the 700year of Lviv,0.89,candidate,has coordinates; has description; high-value type; strong travel term,49.8649,24.0194,Pharmacy Museum,europe/ukraine/lviv/pharmacy_museum,0.279,2.64,2.692,needs_external_source,,https://en.wikivoyage.org/wiki/Lviv
asia/nepal/pokhara,Pokhara,Pokhara,31,49,see,Kahun Dharahara,0.89,candidate,has coordinates; has description; high-value type; strong travel term,28.23806,84.0136,Mahendra Cave,asia/nepal/pokhara/mahendra_cave,0.5,3.379,3.846,needs_external_source,,https://en.wikivoyage.org/wiki/Pokhara
asia/india/orissa/bhubaneswar,Bhubaneswar,Bhubaneswar,4,59,see,Purbeswara Temple,0.89,candidate,has coordinates; has description; high-value type; strong travel term,20.237024,85.8383301,"Kichakeswari Temple, Khiching",asia/india/orissa/bhubaneswar/karanjia__similip/khiching_temple,0.533,153.441,6.726,needs_external_source,,https://en.wikivoyage.org/wiki/Bhubaneswar
asia/philippines/samarisland/borongan,Borongan,Borongan,3,22,do,Ando Island or Andis Island,0.89,candidate,has coordinates; has description; high-value type; strong travel term,11.640552467443925,125.48243498229965,Rawis Beach,asia/philippines/samarisland/borongan/rawis_beach,0.316,7.871,6.56,needs_external_source,,https://en.wikivoyage.org/wiki/Borongan
europe/serbia/kosovoprovince/prizren,Prizren,Prizren,7,50,see,Namazgah,0.89,candidate,has coordinates; has description; high-value type; strong travel term,42.214149,20.731014,Bajrakli Gazi Mehmet Pasha Mosque,europe/serbia/kosovoprovince/prizren/gazi_mehmet_pasha_mosque,0.379,0.621,0.692,needs_external_source,,https://en.wikivoyage.org/wiki/Prizren
asia/india/orissa/konark,Konark,Konark,6,6,see,Ramachandi Temple,0.89,candidate,has coordinates; has description; high-value type; strong travel term,19.85453,86.05934,Konark Sun Temple,asia/india/orissa/konark/sun_temple,0.471,6.036,10.457,needs_external_source,,https://en.wikivoyage.org/wiki/Konark
europe/macedonia/ohrid,Ohrid,Ohrid,13,52,see,Zaum Monastery,0.89,candidate,has coordinates; has description; high-value type; strong travel term,40.948889,20.774444,National Museum (Robevci House Annexe),europe/macedonia/ohrid/national_museum,0.414,18.336,18.835,needs_external_source,,https://en.wikivoyage.org/wiki/Ohrid
africa/sierraleone/freetown,Freetown,Freetown,35,49,see,No. 2 River Beach,0.89,candidate,has coordinates; has description; high-value type; strong travel term,8.3343,-13.2047,Lumley Beach,africa/sierraleone/freetown/lumley_beach,0.5,16.671,17.532,needs_external_source,,https://en.wikivoyage.org/wiki/Freetown
africa/benin/cotonou,Cotonou,Cotonou,8,44,do,Air de Jeux Plage Erevan,0.89,candidate,has coordinates; has description; high-value type; strong travel term,6.34786,2.37849,Etoile Rouge,africa/benin/cotonou/etoile_rouge,0.364,4.337,5.624,needs_external_source,,https://en.wikivoyage.org/wiki/Cotonou
southamerica/brazil/curitiba,Curitiba,Curitiba,10,62,see,São Francisco Ruins,0.89,candidate,has coordinates; has description; high-value type; strong travel term,-25.42705,-49.27567,Largo da Ordem & the Historic Centre,southamerica/brazil/curitiba/largo_da_ordem,0.538,0.462,0.522,needs_external_source,,https://en.wikivoyage.org/wiki/Curitiba
asia/vietnam/danang,Da Nang,Da Nang,4,80,see,Linh Ung Temple,0.89,candidate,has coordinates; has description; high-value type; strong travel term,16.10032,108.27799,"Lady Buddha, Son Tra",asia/vietnam/danang/lady_buddha,0.353,1.747,7.914,needs_external_source,,https://en.wikivoyage.org/wiki/Da_Nang
asia/china/anhui/huaibei,Huaibei,Huaibei,5,33,see,Han Dynasty gate tower ruins and shuiniu tombs,0.89,candidate,has coordinates; has description; high-value type; strong travel term,33.96,116.79,Xiangshan Park and Temple,asia/china/anhui/huaibei/xiangshan_park,0.366,2.641,1.445,needs_external_source,,https://en.wikivoyage.org/wiki/Huaibei
asia/saudiarabia/taif,Ta’if,Ta'if,12,31,do,Samnan and Samnin Park,0.89,candidate,has coordinates; has description; high-value type; strong travel term,21.220808,40.526992,Al Rudaf Park,asia/saudiarabia/taif/al_rudaf_park,0.514,10.642,12.766,needs_external_source,,https://en.wikivoyage.org/wiki/Ta%27if
europe/greece/thassos_island,Thassos,Thasos,14,112,do,Kinira,0.89,candidate,has coordinates; has description; high-value type; strong travel term,40.6718,24.7624,Kastro,europe/greece/thassos_island/kastro_village,0.333,9.009,9.482,needs_external_source,,https://en.wikivoyage.org/wiki/Thasos
asia/japan/honshu/nagoya,Nagoya,Nagoya,50,66,see,Shiroyama Hakusan Shrine,0.89,candidate,has coordinates; has description; high-value type; strong travel term,35.1675,136.959722,Atsuta Shrine,asia/japan/honshu/nagoya/atsuta_shrine,0.541,6.437,5.784,needs_external_source,,https://en.wikivoyage.org/wiki/Nagoya
northamerica/unitedstates/oklahoma/muskogee,Muskogee,Muskogee,10,9,see,USS Batfish,0.89,candidate,has coordinates; has description; high-value type; strong travel term,35.79454,-95.31083,USS Batfish and Muskogee War Memorial Park,northamerica/unitedstates/oklahoma/muskogee/uss_batfish,0.415,3.64,7.385,needs_external_source,,https://en.wikivoyage.org/wiki/Muskogee
asia/vietnam/nhatrang,Nha Trang,Nha Trang,10,66,see,Diên Khánh Citadel,0.89,candidate,has coordinates; has description; high-value type; strong travel term,12.2555984,109.0952105,Quán 37 Bún Cá,asia/vietnam/nhatrang/quan_37_bun_ca,0.452,11.043,21.502,needs_external_source,,https://en.wikivoyage.org/wiki/Nha_Trang
europe/hungary/godollo,Gödöllő,Gödöllő,3,60,see,Arboretum,0.89,candidate,has coordinates; has description; high-value type; strong travel term,47.564,19.3864,Queen Elisabeth Park,europe/hungary/godollo/queen_elisabeth_park,0.276,4.56,4.788,needs_external_source,,https://en.wikivoyage.org/wiki/G%C3%B6d%C3%B6ll%C5%91
asia/indonesia/java/surabaya,Surabaya,Surabaya,12,138,see,"Museum Kesehatan dr. Adhyatma, MPH",0.89,candidate,has coordinates; has description; high-value type; strong travel term,-7.239955,112.732064,Jembatan Merah (Red Bridge),asia/indonesia/java/surabaya/jembatan_merah,0.435,1.413,0.948,needs_external_source,,https://en.wikivoyage.org/wiki/Surabaya
europe/latvia/valka,Valka,Valka,0,10,see,The War Cemetery Memorial,0.89,candidate,has coordinates; has description; high-value type; strong travel term,57.7693,26.0165,,,0.0,,0.657,needs_external_source,,https://en.wikivoyage.org/wiki/Valka
asia/syria/aleppo,Aleppo,Aleppo,5,29,see,Cathedral of Saint Ephrem the Syrian,0.89,candidate,has coordinates; has description; high-value type; strong travel term,36.2123,37.1577,Citadel of Aleppo,asia/syria/aleppo/citadel,0.449,1.451,1.553,needs_external_source,,https://en.wikivoyage.org/wiki/Aleppo
europe/greece/drama,Drama,Drama,6,25,see,Castle ruin of Adriani,0.89,candidate,has coordinates; has description; high-value type; strong travel term,41.1907,24.2685,Folklore Museum of Drama,europe/greece/drama/folklore_museum,0.478,11.332,11.147,needs_external_source,,https://en.wikivoyage.org/wiki/Drama
