world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
asia/srilanka/colombo,Colombo,Colombo,25,116,see,Thailand,0.51,candidate,high-value type; has external URL,,,Hotel de Pilawoos,asia/srilanka/colombo/kottu_roti_experience,0.364,,,missing_coordinates; has_external_url,http://www.thaiembassy.org/colombo/en/home,https://en.wikivoyage.org/wiki/Colombo
northamerica/unitedstates/texas/arlington,Arlington,Arlington (Texas),7,29,do,Putt-Putt Entertainment,0.51,candidate,high-value type; has external URL,,,AT&T Stadium,northamerica/unitedstates/texas/arlington/att_stadium,0.41,,,missing_coordinates; has_external_url,http://www.putt-puttgolf.com/,https://en.wikivoyage.org/wiki/Arlington_%28Texas%29
asia/cambodia/phnompenh,Phnom Penh,Phnom Penh,50,79,see,Singapore,0.51,candidate,high-value type; has external URL,,,Dosa Corner,asia/cambodia/phnompenh/dosa_corner,0.5,,,missing_coordinates; has_external_url,http://mfa.gov.sg,https://en.wikivoyage.org/wiki/Phnom_Penh
europe/france/normandybrittany/lesandelys,Les Andelys,Les Andelys,4,9,see,Half timbered house and belfry of la Madeleine,0.51,candidate,high-value type; has external URL,,,Château Gaillard,europe/france/normandybrittany/lesandelys/chateau_gaillard,0.271,,,missing_coordinates; has_external_url,http://givernews.com/?2006/07/12/89-le-beffroi-des-andelys,https://en.wikivoyage.org/wiki/Les_Andelys
asia/china/beijing,Beijing,Beijing,50,94,see,Macau,0.51,candidate,high-value type; has external URL,,,Water Cube (National Aquatics Centre),asia/china/beijing/water_cube,0.4,,,missing_coordinates; has_external_url,http://www.draemp.gov.mo/,https://en.wikivoyage.org/wiki/Beijing
northamerica/unitedstates/colorado/denver,Denver,Denver,71,146,see,Sweden,0.51,candidate,high-value type; has external URL,,,Sushi Den,northamerica/unitedstates/colorado/denver/sushi_den,0.533,,,missing_coordinates; has_external_url,https://www.swedenabroad.se/en/embassies/usa-washington/,https://en.wikivoyage.org/wiki/Denver
northamerica/canada/ontario/sudbury,Sudbury,Sudbury (Ontario),18,65,see,Lockerby Transportation Group,0.51,candidate,high-value type; has external URL,,,Lake Laurentian Conservation Area,northamerica/canada/ontario/sudbury/lake_laurentian_conservation_area,0.516,,,missing_coordinates; has_external_url,https://www.lockerbytransportation.com/,https://en.wikivoyage.org/wiki/Sudbury_%28Ontario%29
asia/china/macau,Macau,Macau,12,16,see,Portugal,0.51,candidate,high-value type; has external URL,,,Monte Fort,asia/china/macau/monte_fort,0.333,,,missing_coordinates; has_external_url,https://www.cgportugal.org/,https://en.wikivoyage.org/wiki/Macau
australiaandpacific/newzealand/north_island/greater_wellington/wellington,Wellington,Wellington,16,21,see,Fiji,0.51,candidate,high-value type; has external URL,,,Museum of Wellington City and Sea,australiaandpacific/newzealand/north_island/greater_wellington/wellington/museum_of_wellington,0.162,,,missing_coordinates; has_external_url,http://www.fiji.org.nz/,https://en.wikivoyage.org/wiki/Wellington
asia/turkey/istanbul,Istanbul,Istanbul,55,47,see,Republic of Korea,0.51,candidate,high-value type; has external URL,,,Çiya Sofrası,asia/turkey/istanbul/ciya_sofrasi,0.444,,,missing_coordinates; has_external_url,http://www.korekonsoloslugu.com/istanbul-baskonsoloslugu/,https://en.wikivoyage.org/wiki/Istanbul
