world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
northamerica/unitedstates/montana/glaciernp,Glacier National Park,Glacier National Park (Montana),0,22,see,St Mary Lakes,0.67,candidate,has coordinates; high-value type,48.7523,-113.4356,,,0.0,,25.773,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Glacier_National_Park_%28Montana%29
asia/china/shaanxi/hanzhong,Hanzhong,Hanzhong,4,9,see,Mianxian Hot Springs（勉县温泉）,0.67,candidate,has coordinates; high-value type,33.1531,106.745,Zhang Qian Memorial Hall,asia/china/shaanxi/hanzhong/zhang_qian_memorial,0.409,50.137,27.423,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Hanzhong
europe/greece/kavala,Kavala,Kavala,14,95,do,Loutra Elefteron,0.67,candidate,has coordinates; high-value type,40.7216,24.0792,Harbour-Front Ouzeris,europe/greece/kavala/waterfront_ouzeris,0.432,36.584,36.859,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Kavala
asia/vietnam/phu_quoc,Phu Quoc,Phu Quoc,13,28,see,An Thoi town,0.67,candidate,has coordinates; high-value type,10.0422923260729,104.01256274502948,An Thoi Archipelago,asia/vietnam/phu_quoc/an_thoi_islands,0.48,6.706,27.71,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Phu_Quoc
asia/china/yunnanprovince/deqin,Deqin,Deqin,5,7,see,Shenping,0.67,candidate,has coordinates; high-value type,28.482,98.482,Meili Snow Mountain,asia/china/yunnanprovince/deqin/meili_snow_mountain,0.296,20.371,40.899,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Deqin
europe/spain/centralspain/zamora,Zamora,Zamora (Spain),5,28,see,Las Aceñas de Olivares,0.67,candidate,has coordinates; high-value type,41.4975,-5.7542,Zamora Cathedral,europe/spain/centralspain/zamora/zamora_cathedral,0.258,26.902,26.134,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Zamora_%28Spain%29
asia/thailand/surat_thani,Surat Thani,Surat Thani,3,147,see,Raja Coach Station (Sirraja 1),0.67,candidate,has coordinates; high-value type,9.120762,99.309726,Tapee River Waterfront,asia/thailand/surat_thani/tapee_river_waterfront,0.25,,65.246,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Surat_Thani
europe/spain/palencia,Palencia,Palencia,6,13,see,Venta de Baños,0.67,candidate,has coordinates; high-value type,41.9208,-4.4724,Calle Mayor,europe/spain/palencia/calle_mayor,0.364,11.298,55.631,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Palencia
asia/thailand/huahin,Hua Hin,Hua Hin,41,98,see,Wa Ko,0.67,candidate,has coordinates; has description; high-value type; strong travel term,11.716764,99.754103,Railway Hotel (Centara Grand),asia/thailand/huahin/railway_hotel,0.444,97.33,97.407,needs_external_source; far_from_parent,,https://en.wikivoyage.org/wiki/Hua_Hin
europe/greece/kavala,Kavala,Kavala,14,95,do,Sarakina,0.67,candidate,has coordinates; high-value type,40.756,24.168,Tavernas in Panagia,europe/greece/kavala/taverna_panagia,0.296,28.944,28.756,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Kavala
southamerica/chile/sanpedrodeatacama,San Pedro de Atacama,San Pedro de Atacama,5,29,do,Volcán Lascar (5510 m),0.67,candidate,has coordinates; high-value type,-23.368,-67.7273,Church of San Pedro de Atacama,southamerica/chile/sanpedrodeatacama/church_san_pedro,0.35,69.673,70.19,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/San_Pedro_de_Atacama
