world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
northamerica/canada/britishcolumbia/hope,Hope,Hope (British Columbia),8,22,do,Thacker Mountain,0.77,candidate,has coordinates; high-value type,49.39327,-121.42071,Othello Tunnels,northamerica/canada/britishcolumbia/hope/othello-tunnels,0.452,4.344,2.113,needs_external_source,,https://en.wikivoyage.org/wiki/Hope_%28British_Columbia%29
europe/italy/lombardia/varese,Varese,Varese,7,35,see,Castello di Masnago e Parco Mantegazza,0.77,candidate,has coordinates; high-value type,45.82858,8.80245,Campo dei Fiori Regional Park,europe/italy/lombardia/varese/campo_dei_fiori,0.388,4.305,3.943,needs_external_source,,https://en.wikivoyage.org/wiki/Varese
europe/spain/balearicislands/mallorca/calaratjada,Cala Ratjada,Cala Ratjada,5,6,see,Capdepera Lighthouse,0.77,candidate,has coordinates; high-value type,39.7158,3.4775,Castle of Capdepera,europe/spain/balearicislands/mallorca/calaratjada/castle_of_capdepera,0.462,5.49,1.586,needs_external_source,,https://en.wikivoyage.org/wiki/Cala_Ratjada
europe/italy/lombardia/mantua,Mantua,Mantua,10,44,see,Viale Isonzo,0.77,candidate,has coordinates; high-value type,45.147803,10.791983,Palazzo Te,europe/italy/lombardia/mantua/palazzo_te,0.471,0.529,9.794,needs_external_source,,https://en.wikivoyage.org/wiki/Mantua
europe/ireland/bray,Bray,Bray (Ireland),5,15,see,Bray Harbour,0.77,candidate,has coordinates; high-value type,53.208,-6.1,Bray Head and Cliff Walk,europe/ireland/bray/bray_head,0.389,2.211,1.009,needs_external_source,,https://en.wikivoyage.org/wiki/Bray_%28Ireland%29
europe/italy/lazio/gaeta__ulysses_ri,Gaeta,Gaeta,10,10,do,St. Agostino,0.77,candidate,has coordinates; high-value type,41.2317,13.4958,Castello Aragonese,europe/italy/lazio/gaeta__ulysses_ri/castello_aragonese,0.483,6.302,6.706,needs_external_source,,https://en.wikivoyage.org/wiki/Gaeta
europe/estonia/toila,Toila,Toila,3,6,see,Ontika precipice,0.77,candidate,has coordinates; high-value type,59.436134,27.46042,Toila-Oru Park,europe/estonia/toila/toila_oru_park,0.4,3.601,3.437,needs_external_source,,https://en.wikivoyage.org/wiki/Toila
asia/china/jiangxi/pingxiang,Pingxiang,Pingxiang (Jiangxi),7,9,see,Mt. Yangqi,0.77,candidate,has coordinates; high-value type,27.8431,113.8536,Luxi Ancient Town,asia/china/jiangxi/pingxiang/luxi_ancient_town,0.308,21.911,23.698,needs_external_source,,https://en.wikivoyage.org/wiki/Pingxiang_%28Jiangxi%29
southamerica/venezuela/maracaibo,Maracaibo,Maracaibo,5,32,do,Vereda del Lago,0.77,candidate,has coordinates; high-value type,10.65593,-71.594,Sinamaica Lagoon,southamerica/venezuela/maracaibo/sinamaica,0.444,64.606,5.545,needs_external_source,,https://en.wikivoyage.org/wiki/Maracaibo
europe/germany/hessen/limburg,Limburg an der Lahn,Limburg an der Lahn,10,10,do,pier,0.77,candidate,has coordinates; high-value type,50.38798,8.07404,Limburg Castle,europe/germany/hessen/limburg/limburg_castle,0.531,0.469,0.745,needs_external_source,,https://en.wikivoyage.org/wiki/Limburg_an_der_Lahn
asia/indonesia/kalimantan/banjamarsin,Banjamarsin,Banjarmasin,10,10,see,Banjarmasin Police HQ,0.77,candidate,has coordinates; high-value type,-3.329063,114.610563,Lok Baintan Floating Market,asia/indonesia/kalimantan/banjamarsin/lok_baintan_floating_market,0.333,17.952,2.138,needs_external_source,,https://en.wikivoyage.org/wiki/Banjarmasin
northamerica/unitedstates/california/centralvalley/merced,Merced,Merced,4,16,see,Merced County Courthouse Museum,0.75,candidate,has coordinates; high-value type; has external URL; strong travel term,37.30649,-120.484,George Hicks Fancher Monument,northamerica/unitedstates/california/centralvalley/merced/george_hicks_fancher_monument,0.526,0.474,29.698,has_external_url; day_trip_review,http://www.mercedmuseum.org,https://en.wikivoyage.org/wiki/Merced
europe/finland/kuopio,Kuopio,Kuopio,6,104,see,Nilsiä Church,0.75,candidate,has coordinates; high-value type; has external URL; strong travel term,63.203219,28.081048,Kuopio Cathedral,europe/finland/kuopio/kuopio_cathedral,0.357,40.064,40.074,has_external_url; day_trip_review,https://www.kuopionseurakunnat.fi/kirkot-ja-tilat/kirkot/nilsian-kirkko,https://en.wikivoyage.org/wiki/Kuopio
asia/pakistan/karachi,Karachi,Karachi,50,197,do,Cosy Water Park,0.75,candidate,has coordinates; high-value type; has external URL; strong travel term,25.05823,67.19204,Cafe Mist at Arena,asia/pakistan/karachi/cafe_mist_at_arena,0.424,24.961,28.471,has_external_url; day_trip_review,http://cosywaterpark.com,https://en.wikivoyage.org/wiki/Karachi
asia/pakistan/karachi,Karachi,Karachi,50,197,do,The Great Fiesta Water Park,0.75,candidate,has coordinates; high-value type; has external URL; strong travel term,25.01941,67.38827,Pakistan Air Force Museum,asia/pakistan/karachi/pakistan_airforce,0.417,28.509,41.34,has_external_url; day_trip_review,http://www.thegreatfiesta.com,https://en.wikivoyage.org/wiki/Karachi
northamerica/unitedstates/nevada/elko,Elko,Elko,6,19,see,California Trail Interpretive Center,0.75,candidate,has coordinates; high-value type; has external URL; strong travel term,40.83012,-115.78051,Western Folklife Center,northamerica/unitedstates/nevada/elko/western_folklife_center,0.407,55.555,55.674,has_external_url; day_trip_review,http://www.californiatrailcenter.org/,https://en.wikivoyage.org/wiki/Elko
europe/finland/kuopio,Kuopio,Kuopio,6,104,see,Muuruvesi Church,0.75,candidate,has coordinates; high-value type; has external URL; strong travel term,63.015739,28.204926,Kuopio Cathedral,europe/finland/kuopio/kuopio_cathedral,0.375,29.767,29.945,has_external_url; day_trip_review,https://www.kuopionseurakunnat.fi/kirkot-ja-tilat/kirkot/muuruveden-kirkko,https://en.wikivoyage.org/wiki/Kuopio
northamerica/unitedstates/florida/thepanhandle/tallahassee,Tallahassee,Tallahassee,8,53,see,Letchworth-Love Mounds Archaeological State Park,0.75,candidate,has coordinates; high-value type; has external URL; strong travel term,30.5177,-83.9916,Florida State Capitol,northamerica/unitedstates/florida/thepanhandle/tallahassee/florida_state_capitol,0.377,29.099,29.084,has_external_url; day_trip_review,https://www.floridastateparks.org/park/Letchworth,https://en.wikivoyage.org/wiki/Tallahassee
europe/finland/kuopio,Kuopio,Kuopio,6,104,see,Maaninka Church,0.75,candidate,has coordinates; high-value type; has external URL; strong travel term,63.154361,27.298959,Kuopio Cathedral,europe/finland/kuopio/kuopio_cathedral,0.323,35.128,34.847,has_external_url; day_trip_review,https://www.kuopionseurakunnat.fi/kirkot-ja-tilat/kirkot/maaningan-kirkko,https://en.wikivoyage.org/wiki/Kuopio
europe/finland/kuopio,Kuopio,Kuopio,6,104,see,Karttula Church,0.75,candidate,has coordinates; high-value type; has external URL; strong travel term,62.8876,26.9673,Kuopio Market Square,europe/finland/kuopio/kuopio_market_square,0.4,36.031,36.034,has_external_url; day_trip_review,https://www.kuopionseurakunnat.fi/kirkot-ja-tilat/kirkot/karttulan-kirkko,https://en.wikivoyage.org/wiki/Kuopio
northamerica/unitedstates/virginia/lynchburg,Lynchburg,Lynchburg,6,54,do,National D-Day Memorial,0.75,candidate,has coordinates; high-value type; has external URL; strong travel term,37.330556,-79.536111,Old City Cemetery,northamerica/unitedstates/virginia/lynchburg/old_city_cemetery,0.45,35.726,36.013,has_external_url; day_trip_review,https://www.dday.org/,https://en.wikivoyage.org/wiki/Lynchburg
northamerica/canada/britishcolumbia/nelson,Nelson,Nelson (British Columbia),13,43,do,Valhalla Provincial Park,0.75,candidate,has coordinates; high-value type; has external URL; strong travel term,49.8831,-117.5681,Lakeside Park,northamerica/canada/britishcolumbia/nelson/lakeside_park,0.432,47.673,47.576,has_external_url; day_trip_review,https://bcparks.ca/valhalla-park/,https://en.wikivoyage.org/wiki/Nelson_%28British_Columbia%29
asia/china/shandong_province/weihai,Weihai,Weihai,4,37,see,Weihai Motianling Cableway,0.75,candidate,has coordinates; has description; high-value type,37.42,122.68,Weihai Swan Lake,asia/china/shandong_province/weihai/weihai_swan_lake,0.429,62.57,50.822,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Weihai
southamerica/bolivia/salar_of_uyuni,Salar de Uyuni,Salar de Uyuni,0,24,see,Tunupa Volcano,0.75,candidate,has coordinates; has description; high-value type,-19.83,-67.64,,,0.0,,43.621,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Salar_de_Uyuni
asia/thailand/surat_thani,Surat Thani,Surat Thani,3,147,see,Wat Phanom's Fishes River,0.75,candidate,has coordinates; has description; high-value type,8.819879,98.821366,Tapee River Waterfront,asia/thailand/surat_thani/tapee_river_waterfront,0.383,,72.015,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Surat_Thani
asia/china/shandong_province/linyi,Linyi,Linyi,7,13,see,Underground Grand Canyon in Shandong,0.75,candidate,has coordinates; has description; high-value type,35.728194,118.540389,Yimeng Mountain Scenic Area,asia/china/shandong_province/linyi/yimeng_mountains,0.349,48.098,76.389,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Linyi
europe/greece/delphi,Delphi,Delphi,7,9,see,Thermopylae,0.75,candidate,has coordinates; has description; high-value type,38.7999,22.5476,Temple of Apollo,europe/greece/delphi/temple_of_apollo,0.444,35.537,35.678,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Delphi
northamerica/mexico/mexicali,Mexicali,Mexicali,10,68,see,Sand Dunes,0.75,candidate,has coordinates; has description; high-value type,32.68812,-114.82413,Museo Universitario,northamerica/mexico/mexicali/museo_universitario,0.414,58.398,59.26,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Mexicali
europe/ukraine/poltava,Poltava,Poltava,7,54,see,Brewery,0.75,candidate,has coordinates; has description; high-value type,49.58501,34.56652,Shevchenko Park,europe/ukraine/poltava/shevchenko_park,0.273,2.445,66.231,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Poltava
asia/thailand/nakhon_pathom,Nakhon Pathom,Nakhon Pathom,6,15,see,Wat Samphran,0.75,candidate,has coordinates; has description; high-value type,13.735,100.215,Sanam Chandra Palace,asia/thailand/nakhon_pathom/sanam_chandra_palace,0.375,20.33,27.627,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Nakhon_Pathom
asia/india/orissa/chilika,Chilika Lake,Chilika Lake,2,10,see,Rambha,0.75,candidate,has coordinates; has description; high-value type,19.51271,85.08864,Kalijai Island,asia/india/orissa/chilika/kalijai_island,0.2,21.48,32.941,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Chilika_Lake
europe/ukraine/poltava,Poltava,Poltava,7,54,see,Former State Bank,0.75,candidate,has coordinates; has description; high-value type,49.58619,34.55696,Assumption Cathedral,europe/ukraine/poltava/assumption_cathedral,0.324,1.218,65.561,needs_external_source; day_trip_review,,https://en.wikivoyage.org/wiki/Poltava
