world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
northamerica/unitedstates/wisconsin/eau_claire,Eau Claire,Eau Claire (Wisconsin),5,87,see,Crystal Cave,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,State Theatre,northamerica/unitedstates/wisconsin/eau_claire/state_theatre,0.32,,,missing_coordinates; has_external_url,http://www.acoolcave.com/,https://en.wikivoyage.org/wiki/Eau_Claire_%28Wisconsin%29
europe/sweden/kiruna,Kiruna,Kiruna,9,23,see,Sámi theatre,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Sámi Culture and Heritage,europe/sweden/kiruna/sami_culture,0.432,,,missing_coordinates; has_external_url,http://www.samiteahter.org/eng,https://en.wikivoyage.org/wiki/Kiruna
australiaandpacific/australia/newsouthwales/newcastle,Newcastle,Newcastle (New South Wales),16,75,do,Surfest,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,East End,australiaandpacific/australia/newsouthwales/newcastle/east_end,0.4,,,missing_coordinates; has_external_url,http://www.surfest.com,https://en.wikivoyage.org/wiki/Newcastle_%28New_South_Wales%29
europe/unitedkingdom/england/south_east/ramsgate,Ramsgate,Ramsgate,6,29,do,Pegwell Bay Coastal Park and Kent Wildlife Trust Nature Reserve,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,The Grange and St Augustine's Church,europe/unitedkingdom/england/south_east/ramsgate/the_grange_pugin,0.337,,,missing_coordinates; has_external_url,http://www.kentwildlifetrust.org.uk/reserves/sandwich-and-pegwell-bay,https://en.wikivoyage.org/wiki/Ramsgate
europe/spain/centralspain/avila,Ávila,Ávila,15,9,see,Palacio Polentinos,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Convento de San José,europe/spain/centralspain/avila/convento_san_jose,0.471,,,missing_coordinates; has_external_url,https://patrimoniocultural.defensa.gob.es/es/centros/archivo-general-avila/portada,https://en.wikivoyage.org/wiki/%C3%81vila
northamerica/canada/quebec/hull,Gatineau (Hull),Gatineau,4,33,see,Transcollines,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Mackenzie King Estate,northamerica/canada/quebec/hull/mackenzie_king_estate,0.353,,,missing_coordinates; has_external_url,https://transcollines.ca/schedules-routes/,https://en.wikivoyage.org/wiki/Gatineau
northamerica/canada/manitoba/winnipeg,Winnipeg,Winnipeg,22,164,do,Shakespeare in the Ruins,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,VJ's Drive Inn,northamerica/canada/manitoba/winnipeg/vjs_drive_inn,0.412,,,missing_coordinates; has_external_url,http://www.shakespeareintheruins.com/,https://en.wikivoyage.org/wiki/Winnipeg
northamerica/unitedstates/wyoming/casper,Casper,Casper,11,20,do,Historic Trails West,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,National Historic Trails Interpretive Center,northamerica/unitedstates/wyoming/casper/national_historic_trails_center,0.531,,,missing_coordinates; has_external_url,https://www.historictrailswest.com/,https://en.wikivoyage.org/wiki/Casper
northamerica/thecaribbean/saintmartin,Saint-Martin,Saint Martin,12,9,do,Twin Island Excursions,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Grand Case Lolos,northamerica/thecaribbean/saintmartin/grand_case_lolos,0.421,,,missing_coordinates; has_external_url,https://www.twinislandexcursions.com/,https://en.wikivoyage.org/wiki/Saint_Martin
northamerica/canada/britishcolumbia/parksville,Parksville,Parksville,4,16,do,Parksville Beach Festival,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Rathtrevor Beach Provincial Park,northamerica/canada/britishcolumbia/parksville/rathtrevor_beach,0.421,,,missing_coordinates; has_external_url,https://www.parksvillebeachfest.ca/,https://en.wikivoyage.org/wiki/Parksville
africa/ghana/capecoast,Cape Coast,Cape Coast,13,7,do,The Haven Workspace,0.63,candidate,has description; high-value type; has external URL; strong travel term,,,Mfantsipim School,africa/ghana/capecoast/mfantsipim_school,0.312,,,missing_coordinates; has_external_url,http://www.thehavenwork.com,https://en.wikivoyage.org/wiki/Cape_Coast
