world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
northamerica/unitedstates/massachusetts/provincetown,Provincetown,Provincetown,1,89,do,Dolphin Fleet Whale Watch,0.59,candidate,has description; high-value type; has external URL,,,Lobster Pot,northamerica/unitedstates/massachusetts/provincetown/lobster_pot,0.278,,,missing_coordinates; has_external_url,http://whalewatch.com/index.php,https://en.wikivoyage.org/wiki/Provincetown
europe/norway/oslo,Oslo,Oslo,26,88,do,by:Larm,0.59,candidate,has description; high-value type; has external URL,,,Blå,europe/norway/oslo/blaa,0.444,,,missing_coordinates; has_external_url,https://bylarm.no,https://en.wikivoyage.org/wiki/Oslo
northamerica/unitedstates/idaho/sunvalley,Sun Valley,Sun Valley (Idaho),13,34,see,Walk and bike,0.59,candidate,has description; high-value type; strong travel term,,,Bald Mountain,northamerica/unitedstates/idaho/sunvalley/bald_mountain,0.385,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Sun_Valley_%28Idaho%29
northamerica/unitedstates/idaho/boise,Boise,Boise,14,73,do,Hull's Gulch Nature Trail,0.59,candidate,has description; high-value type; strong travel term,,,Idaho State Capitol,northamerica/unitedstates/idaho/boise/idaho_state_capitol,0.455,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Boise
europe/georgia/kutaisi,Kutaisi,Kutaisi,8,48,see,David Kakabadze Fine Art Gallery,0.59,candidate,has description; high-value type; strong travel term,,,Sataplia Nature Reserve,europe/georgia/kutaisi/sataplia_nature_reserve,0.327,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Kutaisi
asia/myanmar/ngapali,Ngapali,Ngapali,3,16,do,Massage,0.59,candidate,has description; high-value type; strong travel term,,,Jade Taw Fishing Village,asia/myanmar/ngapali/jade_taw_village,0.323,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Ngapali
asia/thailand/kanchanaburi,Kanchanaburi,Kanchanaburi,7,41,do,Thong Pha Phum National Park,0.59,candidate,has description; high-value type; strong travel term,,,Chong Kai War Cemetery,asia/thailand/kanchanaburi/chongkaiwarcemetery,0.4,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Kanchanaburi
europe/romania/sibiu,Sibiu,Sibiu,11,16,see,St Mary's Lutheran Cathedral,0.59,candidate,has description; high-value type; strong travel term,,,Stairs Passage (Pasajul Scarilor),europe/romania/sibiu/stairs_passage,0.429,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Sibiu
europe/germany/bavaria/nuremberg,Nuremberg,Nuremberg,26,125,do,Old Town Festival (Altstadtfest),0.59,candidate,has description; high-value type; strong travel term,,,Germanisches Nationalmuseum,europe/germany/bavaria/nuremberg/germanische_nation,0.318,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Nuremberg
europe/slovenia/ptuj,Ptuj,Ptuj,7,12,see,Mihelic Gallery,0.59,candidate,has description; high-value type; strong travel term,,,Dominican Monastery,europe/slovenia/ptuj/dominican_monastery,0.471,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Ptuj
southamerica/brazil/guratuba,Guaratuba,Guaratuba,7,14,see,Boguaçu State Park,0.59,candidate,has description; high-value type; strong travel term,,,Cristo Statue and Morro do Cristo,southamerica/brazil/guratuba/cristo_statue,0.392,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Guaratuba
northamerica/unitedstates/montana/butte,Butte,Butte,14,42,do,Saint Patrick's Day,0.59,candidate,has description; high-value type; strong travel term,,,Mai Wah Museum,northamerica/unitedstates/montana/butte/mai_wah_museum,0.364,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Butte
