world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
africa/southafrica/pretoria,Pretoria,Pretoria,12,120,see,Cameroon,0.51,candidate,high-value type; has external URL,,,Melrose House,africa/southafrica/pretoria/melrose_house,0.476,,,missing_coordinates; has_external_url,http://www.camhicom.co.za,https://en.wikivoyage.org/wiki/Pretoria
europe/poland/lublin,Lublin,Lublin,10,68,do,Lublin Juggling Carnival,0.51,candidate,high-value type; has external URL,,,Lublin Castle,europe/poland/lublin/lublin_castle,0.541,,,missing_coordinates; has_external_url,http://www.sztukmistrze.pl,https://en.wikivoyage.org/wiki/Lublin
europe/unitedkingdom/england/london,London,London,76,205,see,Kenya,0.51,candidate,high-value type; has external URL,,,Sky Garden,europe/unitedkingdom/england/london/sky_garden,0.4,,,missing_coordinates; has_external_url,http://kenyahighcom.org.uk/,https://en.wikivoyage.org/wiki/London
europe/germany/rhinelandpalatinate/mosel/cochem,Cochem,Cochem,5,39,do,Calmont-Klettersteig,0.51,candidate,high-value type; has external URL,,,Mosel Boat Trips,europe/germany/rhinelandpalatinate/mosel/cochem/mosel_boat_trips,0.389,,,missing_coordinates; has_external_url,http://www.calmont-klettersteig.com/,https://en.wikivoyage.org/wiki/Cochem
northamerica/unitedstates/california/losangeles,Los Angeles,Los Angeles,71,77,see,Bangladesh,0.51,candidate,high-value type; has external URL,,,West Los Angeles,northamerica/unitedstates/california/losangeles/westlosangeles,0.545,,,missing_coordinates; has_external_url,https://losangeles.mofa.gov.bd/,https://en.wikivoyage.org/wiki/Los_Angeles
asia/china/beijing,Beijing,Beijing,50,94,see,Iraq,0.51,candidate,high-value type; has external URL,,,Tiananmen Square,asia/china/beijing/tiananmen_square,0.3,,,missing_coordinates; has_external_url,https://mofa.gov.iq/beijing/?lang=en,https://en.wikivoyage.org/wiki/Beijing
northamerica/unitedstates/massachusetts/boston,Boston,Boston,64,72,see,Portugal,0.51,candidate,high-value type; has external URL,,,Freedom Trail,northamerica/unitedstates/massachusetts/boston/freedom_trail,0.381,,,missing_coordinates; has_external_url,http://www.un.int/portugal/visainfo.htm,https://en.wikivoyage.org/wiki/Boston
africa/ghana/accra,Accra,Accra,35,73,see,Cuba,0.51,candidate,high-value type; has external URL,,,Bloombar,africa/ghana/accra/bloombar,0.333,,,missing_coordinates; has_external_url,http://misiones.minrex.gob.cu/es/ghana,https://en.wikivoyage.org/wiki/Accra
asia/papuanewguinea/portmoresby,Port Moresby,Port Moresby,10,39,see,Taiwan,0.51,candidate,high-value type; has external URL,,,Ela Beach,asia/papuanewguinea/portmoresby/ela_beach,0.267,,,missing_coordinates; has_external_url,http://www.roc-taiwan.org/pg_en/index.html,https://en.wikivoyage.org/wiki/Port_Moresby
northamerica/unitedstates/washingtondc,Washington D.C.,"Washington, D.C.",48,211,see,Congo (Democratic Rep),0.51,candidate,high-value type; has external URL,,,Lincoln Memorial,northamerica/unitedstates/washingtondc/lincoln_memorial,0.381,,,missing_coordinates; has_external_url,https://www.ambardcusa.org/,https://en.wikivoyage.org/wiki/Washington%2C_D.C.
asia/india/maharashtra/pune,Pune,Pune,25,11,see,CabX,0.51,candidate,high-value type; has external URL,,,Kasba Peth,asia/india/maharashtra/pune/kasba_peth,0.286,,,missing_coordinates; has_external_url,http://www.cabx.ind.in/,https://en.wikivoyage.org/wiki/Pune
asia/india/karnataka/bangalore,Bangalore,Bangalore,36,54,do,PVR Cinemas,0.51,candidate,high-value type; has external URL,,,Jumma Masjid,asia/india/karnataka/bangalore/fridaymosque,0.348,,,missing_coordinates; has_external_url,http://www.pvrcinemas.com/,https://en.wikivoyage.org/wiki/Bangalore
asia/china/hongkong,Hong Kong,Hong Kong,64,81,see,Thailand,0.51,candidate,high-value type; has external URL,,,Hong Kong Island,asia/china/hongkong/hongkongisland,0.5,,,missing_coordinates; has_external_url,https://hongkong.thaiembassy.org/en/index,https://en.wikivoyage.org/wiki/Hong_Kong
europe/unitedkingdom/england/london,London,London,76,205,see,Congo-Brazzaville,0.51,candidate,high-value type; has external URL,,,Notting Hill,europe/unitedkingdom/england/london/notting_hill,0.483,,,missing_coordinates; has_external_url,http://consulateofthecongobrazzaville.webs.com/,https://en.wikivoyage.org/wiki/London
northamerica/canada/ontario/kingston,Kingston,Kingston (Ontario),8,106,see,Uber,0.51,candidate,high-value type; has external URL,,,Queen's University,northamerica/canada/ontario/kingston/queens_university,0.273,,,missing_coordinates; has_external_url,https://www.uber.com/global/en/cities/kingston/,https://en.wikivoyage.org/wiki/Kingston_%28Ontario%29
northamerica/unitedstates/washingtondc,Washington D.C.,"Washington, D.C.",48,211,see,Micronesia,0.51,candidate,high-value type; has external URL,,,Union Station,northamerica/unitedstates/washingtondc/union_station,0.435,,,missing_coordinates; has_external_url,http://fsmembassydc.org/,https://en.wikivoyage.org/wiki/Washington%2C_D.C.
europe/netherlands/eindhoven,Eindhoven,Eindhoven,15,91,see,Police Station Eindhoven Mathildelaan,0.51,candidate,high-value type; has external URL,,,Liberation Monuments,europe/netherlands/eindhoven/liberation_monuments,0.456,,,missing_coordinates; has_external_url,https://www.politie.nl/mijn-buurt/politiebureaus/09/eindhoven-mathildelaan.html,https://en.wikivoyage.org/wiki/Eindhoven
