world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
africa/southafrica/pretoria,Pretoria,Pretoria,12,120,see,City Lodge,0.55,candidate,has description; high-value type,,,National Zoological Gardens,africa/southafrica/pretoria/national_zoological_gardens,0.324,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Pretoria
northamerica/unitedstates/tennessee/chattanooga,Chattanooga,Chattanooga,20,86,see,Hamilton County Jail,0.55,candidate,has description; high-value type,,,Lookout Mountain,northamerica/unitedstates/tennessee/chattanooga/lookout_mountain,0.5,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Chattanooga
europe/hungary/satoraljaujhely,Sátoraljaújhely,Sátoraljaújhely,4,94,do,Zemplén Majorette Festival,0.55,candidate,has description; high-value type,,,Tokaj-Hegyalja Wine Country,europe/hungary/satoraljaujhely/tokaj_wine_route,0.226,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/S%C3%A1toralja%C3%BAjhely
southamerica/bolivia/cochabamba,Cochabamba,Cochabamba,5,48,do,Renacer,0.55,candidate,has description; high-value type,,,Palacio Portales,southamerica/bolivia/cochabamba/palacio_portales,0.261,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Cochabamba
northamerica/unitedstates/texas/midland,Midland,Midland (Texas),4,33,do,Celebration of the Arts,0.55,candidate,has description; high-value type,,,Museum of the Southwest,northamerica/unitedstates/texas/midland/museum_of_the_southwest,0.316,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Midland_%28Texas%29
asia/india/maharashtra/mumbai,Mumbai,Mumbai,93,62,see,ST Buses,0.55,candidate,has description; high-value type,,,Versova Beach,asia/india/maharashtra/mumbai/andheri_versova,0.381,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Mumbai
northamerica/canada/quebec/montreal,Montreal,Montreal,50,59,do,Festival du Monde Arabe,0.55,candidate,has description; high-value type,,,Old Montréal,northamerica/canada/quebec/montreal/old_montreal,0.438,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Montreal
asia/malaysia/sarawak/kuching,Kuching,Kuching,13,75,do,Qhumang-Balai Ringin Wild Adventure,0.55,candidate,has description; high-value type,,,Hong San Si Temple,asia/malaysia/sarawak/kuching/hong_san_si_temple,0.415,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Kuching
asia/china/xinjiangprovince/tashkorgan,Tashkorgan,Tashkurgan,5,7,do,Eat and stay with Tajik families,0.55,candidate,has description; high-value type,,,Tajik Cultural Park,asia/china/xinjiangprovince/tashkorgan/tajik_cultural_park,0.275,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Tashkurgan
europe/czechrepublic/karlovyvary,Karlovy Vary,Karlovy Vary,13,32,see,Jazzfest Karlovy Vary,0.55,candidate,has description; high-value type,,,Becherovka Bar,europe/czechrepublic/karlovyvary/becherovka_bar,0.4,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Karlovy_Vary
northamerica/unitedstates/alaska/fairbanks,Fairbanks,Fairbanks,17,56,do,Fairbanks Golden Days,0.55,candidate,has description; high-value type,,,Chatanika Gold Dredge No. 3,northamerica/unitedstates/alaska/fairbanks/chatanika_gold_dredge,0.468,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Fairbanks
europe/spain/spanishcostas/elche,Elche,Elche,8,42,do,Nit de l'Albà,0.55,candidate,has description; high-value type,,,Misteri d'Elx,europe/spain/spanishcostas/elche/misteri_delx,0.455,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Elche
northamerica/thecaribbean/cuba/havana,Havana,Havana,77,61,do,Bertolt Brecht Cultural Center,0.55,candidate,has description; high-value type,,,Regla Cemetery,northamerica/thecaribbean/cuba/havana/regla_cemetery,0.455,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Havana
australiaandpacific/australia/queensland/brisbane,Brisbane,Brisbane,21,164,do,May Day March,0.55,candidate,has description; high-value type,,,West End Markets,australiaandpacific/australia/queensland/brisbane/west_end_markets,0.414,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Brisbane
asia/china/shanxiprovince/jincheng,Jincheng,Jincheng,8,29,do,Ceramics Shanxi,0.55,candidate,has description; high-value type,,,Taihang Mountain Scenery,asia/china/shanxiprovince/jincheng/taihang_mountain_scenery,0.308,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Jincheng
asia/thailand/kohphiphi,Koh Phi Phi,Ko Phi Phi,8,70,see,Ko Mai Phai,0.55,candidate,has description; high-value type,,,Tonsai Village,asia/thailand/kohphiphi/tonsai_village,0.4,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Ko_Phi_Phi
asia/japan/honshu/shimonoseki,Shimonoseki,Shimonoseki,10,33,do,Bakan Festival,0.55,candidate,has description; high-value type,,,Kanmon Pedestrian Tunnel,asia/japan/honshu/shimonoseki/kanmon_pedestrian_tunnel,0.526,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Shimonoseki
asia/thailand/pattaya,Pattaya,Pattaya,9,124,do,Video games,0.55,candidate,has description; high-value type,,,Mini Siam,asia/thailand/pattaya/mini_siam,0.4,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Pattaya
asia/china/liaoning/shenyang,Shenyang,Shenyang,6,59,see,Russian Federation,0.55,candidate,has description; high-value type,,,Zhang Xueliang Mansion,asia/china/liaoning/shenyang/zhang_xueliang_mansion,0.45,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Shenyang
asia/india/orissa/konark,Konark,Konark,6,6,see,Kuruma,0.55,candidate,has description; high-value type,,,Konark Archaeological Museum,asia/india/orissa/konark/konark_museum,0.235,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Konark
