world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
southamerica/argentina/patagonia/calafate,El Calafate,El Calafate,6,22,see,Centro de Interpretación Histórica Calafate,0.59,candidate,has description; high-value type; strong travel term,,,Perito Moreno Glacier,southamerica/argentina/patagonia/calafate/perito_moreno_glacier,0.262,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/El_Calafate
africa/tanzania/mafiaisland,Mafia Island,Mafia Island,3,14,do,North Mafia Island,0.59,candidate,has description; high-value type; strong travel term,,,"Kua Ruins, Juani Island",africa/tanzania/mafiaisland/kua_ruins,0.5,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Mafia_Island
asia/turkey/edirne,Edirne,Edirne,15,40,see,The palace,0.59,candidate,has description; high-value type; strong travel term,,,New Palace Ruins (Saray-ı Cedid),asia/turkey/edirne/new_palace_ruins,0.545,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Edirne
northamerica/unitedstates/oklahoma/enid,Enid,Enid,4,9,do,Kiwanitrain at Meadowlake Park,0.59,candidate,has description; high-value type; strong travel term,,,Railroad Museum of Oklahoma,northamerica/unitedstates/oklahoma/enid/railroad_museum_oklahoma,0.316,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Enid
europe/hungary/gyor,Győr,Győr,13,201,do,Rába free beach,0.59,candidate,has description; high-value type; strong travel term,,,Rába Kávéház,europe/hungary/gyor/raba_kaveház,0.519,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Gy%C5%91r
asia/palestinianauthority/ramallah,Ramallah,Ramallah,5,44,see,Church of Transfiguration,0.59,candidate,has description; high-value type; strong travel term,,,Mahmoud Darwish Museum,asia/palestinianauthority/ramallah/mahmoud_darwish_museum,0.255,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Ramallah
europe/croatia/opatija,Opatija,Opatija,17,7,see,Fountain of Helios and Serena,0.59,candidate,has description; high-value type; strong travel term,,,Hotel Kvarner,europe/croatia/opatija/hotel_kvarner,0.381,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Opatija
southamerica/brazil/guratuba,Guaratuba,Guaratuba,7,14,see,Morro do Brejatuba,0.59,candidate,has description; high-value type; strong travel term,,,Cristo Statue and Morro do Cristo,southamerica/brazil/guratuba/cristo_statue,0.431,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Guaratuba
northamerica/unitedstates/california/orangecounty/huntingtonbeach,Huntington Beach,Huntington Beach,19,33,do,Surfing,0.59,candidate,has description; high-value type; strong travel term,,,International Surfing Museum,northamerica/unitedstates/california/orangecounty/huntingtonbeach/international_surfing_museum,0.4,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Huntington_Beach
northamerica/unitedstates/california/sanjose,San Jose,San Jose (California),6,114,do,5 de Mayo,0.59,candidate,has description; high-value type; strong travel term,,,Eating Out,northamerica/unitedstates/california/sanjose/eating_out,0.25,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/San_Jose_%28California%29
