world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
northamerica/unitedstates/texas/houston,Houston,Houston,7,75,see,Canada Trade Commissioner (Honorary),0.51,candidate,high-value type; has external URL,,,Menil Collection,northamerica/unitedstates/texas/houston/menil_collection,0.341,,,missing_coordinates; has_external_url,http://tradecommissioner.gc.ca/united-states-of-america-etats-unis-amerique/office-bureau/index.aspx?lang=eng&office=HSTON,https://en.wikivoyage.org/wiki/Houston
northamerica/mexico/mexicocity,Mexico City,Mexico City,52,141,see,El Salvador,0.51,candidate,high-value type; has external URL,,,Alameda Central,northamerica/mexico/mexicocity/alameda_central,0.435,,,missing_coordinates; has_external_url,http://www.embajadaelsalvador.org,https://en.wikivoyage.org/wiki/Mexico_City
europe/netherlands/thehague,The Hague,The Hague,16,165,see,Venezuela,0.51,candidate,high-value type; has external URL,,,Scheveningen Beach,europe/netherlands/thehague/scheveningen,0.444,,,missing_coordinates; has_external_url,http://paisesbajos.embajada.gob.ve/index.php?lang=es-ES,https://en.wikivoyage.org/wiki/The_Hague
europe/norway/oslo,Oslo,Oslo,26,88,see,Bosnia and Herzegovina,0.51,candidate,high-value type; has external URL,,,Vigeland Park (Frognerparken),europe/norway/oslo/the_vigeland_park,0.343,,,missing_coordinates; has_external_url,http://www.bhembassy.no/,https://en.wikivoyage.org/wiki/Oslo
northamerica/unitedstates/california/losangeles,Los Angeles,Los Angeles,71,77,see,Armenia,0.51,candidate,high-value type; has external URL,,,Marina del Rey,northamerica/unitedstates/california/losangeles/marinadelrey,0.471,,,missing_coordinates; has_external_url,https://la.mfa.am/en/,https://en.wikivoyage.org/wiki/Los_Angeles
northamerica/unitedstates/georgia/atlanta,Atlanta,Atlanta,42,53,see,Colombia,0.51,candidate,high-value type; has external URL,,,Old Fourth Ward,northamerica/unitedstates/georgia/atlanta/old_fourth_ward,0.348,,,missing_coordinates; has_external_url,https://atlanta.consulado.gov.co/,https://en.wikivoyage.org/wiki/Atlanta
northamerica/unitedstates/california/santaclara,Santa Clara,Santa Clara (California),6,30,do,Tai Ji Men Qigong Academy - Santa Clara Branch,0.51,candidate,high-value type; has external URL,,,Mission Santa Clara de Asís,northamerica/unitedstates/california/santaclara/mission_santa_clara,0.529,,,missing_coordinates; has_external_url,https://www.taijimen.org/TJM2016G_ENG/index.php?site=A1&did=17,https://en.wikivoyage.org/wiki/Santa_Clara_%28California%29
europe/germany/northrhinewestphalia/essen,Essen,Essen,11,74,do,Städt. Galerie im Schloss Borbeck,0.51,candidate,high-value type; has external URL,,,Zollverein Coal Mine Industrial Complex,europe/germany/northrhinewestphalia/essen/zollverein,0.282,,,missing_coordinates; has_external_url,http://www.schloss-borbeck.essen.de/galerie.htm,https://en.wikivoyage.org/wiki/Essen
asia/malaysia/kualalumpur,Kuala Lumpur,Kuala Lumpur,102,107,see,Jordan,0.51,candidate,high-value type; has external URL,,,Orchid Garden,asia/malaysia/kualalumpur/orchidgarden,0.526,,,missing_coordinates; has_external_url,http://www.jordanembassy.org.my/,https://en.wikivoyage.org/wiki/Kuala_Lumpur
asia/china/hongkong,Hong Kong,Hong Kong,64,81,see,Chile,0.51,candidate,high-value type; has external URL,,,Wan Chai,asia/china/hongkong/wan_chai,0.462,,,missing_coordinates; has_external_url,http://chileabroad.gov.cl/hong-kong/,https://en.wikivoyage.org/wiki/Hong_Kong
europe/greece/athens,Athens,Athens,48,150,see,Norway,0.51,candidate,high-value type; has external URL,,,Roman Agora,europe/greece/athens/roman_agora,0.471,,,missing_coordinates; has_external_url,https://www.norway.no/en/Greece/,https://en.wikivoyage.org/wiki/Athens
europe/russia/moscow,Moscow,Moscow,32,143,see,Kenya,0.51,candidate,high-value type; has external URL,,,The Kremlin,europe/russia/moscow/the_kremlin,0.5,,,missing_coordinates; has_external_url,http://www.kenemb.ru,https://en.wikivoyage.org/wiki/Moscow
northamerica/mexico/manzanillo,Manzanillo,Manzanillo,11,9,see,ETN; Turistar,0.51,candidate,high-value type; has external URL,,,Los Naranjos,northamerica/mexico/manzanillo/los_naranjos,0.3,,,missing_coordinates; has_external_url,https://etn.com.mx/,https://en.wikivoyage.org/wiki/Manzanillo
africa/guineabissau/bissau,Bissau,Bissau,7,7,see,Nigeria,0.51,candidate,high-value type; has external URL,,,Pidjiguiti Docks,africa/guineabissau/bissau/pidjiguiti_docks,0.261,,,missing_coordinates; has_external_url,https://bissau.foreignaffairs.gov.ng/,https://en.wikivoyage.org/wiki/Bissau
northamerica/unitedstates/washingtondc,Washington D.C.,"Washington, D.C.",48,211,see,Thailand,0.51,candidate,high-value type; has external URL,,,National Air and Space Museum,northamerica/unitedstates/washingtondc/national_air_and_s,0.324,,,missing_coordinates; has_external_url,https://washingtondc.thaiembassy.org/en/index,https://en.wikivoyage.org/wiki/Washington%2C_D.C.
europe/netherlands/hilversum,Hilversum,Hilversum,16,69,see,Parkeergarage Gooische Brink,0.51,candidate,high-value type; has external URL,,,Spandershoeve,europe/netherlands/hilversum/spandershoeve,0.341,,,missing_coordinates; has_external_url,https://www.parkeren-hilversum.nl/parkeergarage-gooische-brink,https://en.wikivoyage.org/wiki/Hilversum
europe/ukraine/vinnista,Vinnytsia,Vinnytsia,7,92,see,Uklon,0.51,candidate,high-value type; has external URL,,,Werwolf Bunker (Strizhavka),europe/ukraine/vinnista/werwolf_bunker,0.211,,,missing_coordinates; has_external_url,https://uklon.com.ua/en/,https://en.wikivoyage.org/wiki/Vinnytsia
northamerica/unitedstates/illinois/chicago,Chicago,Chicago,152,132,see,Portugal (Honorary),0.51,candidate,high-value type; has external URL,,,Cloud Gate,northamerica/unitedstates/illinois/chicago/cloud_gate,0.444,,,missing_coordinates; has_external_url,http://www.portugalconsulatechicago.com/,https://en.wikivoyage.org/wiki/Chicago
asia/thailand/bangkok,Bangkok,Bangkok,108,116,see,Chao Phraya Express Boat,0.51,candidate,high-value type; has external URL,,,Wat Phra Kaew,asia/thailand/bangkok/wat_phra_kaew,0.432,,,missing_coordinates; has_external_url,http://www.chaophrayaexpressboat.com/en/home/,https://en.wikivoyage.org/wiki/Bangkok
northamerica/unitedstates/california/centralvalley/fresno,Fresno,Fresno,7,59,see,Mexico,0.51,candidate,high-value type; has external URL,,,Meux Home Museum,northamerica/unitedstates/california/centralvalley/fresno/meux_home,0.364,,,missing_coordinates; has_external_url,http://consulmex.sre.gob.mx/fresno/,https://en.wikivoyage.org/wiki/Fresno
northamerica/unitedstates/alabama/mobile,Mobile,Mobile,6,32,see,Denmark (Honorary),0.51,candidate,high-value type; has external URL,,,Bienville Square,northamerica/unitedstates/alabama/mobile/bienville_square,0.348,,,missing_coordinates; has_external_url,https://usa.um.dk/en/about-us/list-of-danish-honorary-consulates-in-the-us/mobile-alabama,https://en.wikivoyage.org/wiki/Mobile
southamerica/colombia/bogota,Bogota,Bogotá,58,52,see,🇲🇦 Kingdom of Morroco (Maruecos),0.51,candidate,high-value type; has external URL,,,Museo Botero,southamerica/colombia/bogota/museo_botero,0.4,,,missing_coordinates; has_external_url,https://www.embassy-worldwide.com/embassy/embassy-of-the-kingdom-of-morocco-in-bogota-colombia/,https://en.wikivoyage.org/wiki/Bogot%C3%A1
europe/italy/puglia/brindisi,Brindisi,Brindisi,15,26,see,Hertz,0.51,candidate,high-value type; has external URL,,,Porta Lecce,europe/italy/puglia/brindisi/porta_lecce,0.25,,,missing_coordinates; has_external_url,https://www.hertz.it/p/noleggio-auto/italia/brindisi/brindisi-aeroporto,https://en.wikivoyage.org/wiki/Brindisi
northamerica/unitedstates/florida/winterhaven,Winter Haven,Winter Haven,10,45,see,Winter Haven Chamber of Commerce,0.51,candidate,high-value type; has external URL,,,Haven Coffee Roasters,northamerica/unitedstates/florida/winterhaven/haven_coffee,0.491,,,missing_coordinates; has_external_url,https://www.winterhavenchamber.com/,https://en.wikivoyage.org/wiki/Winter_Haven
europe/netherlands/thehague,The Hague,The Hague,16,165,see,Lithuania,0.51,candidate,high-value type; has external URL,,,Mauritshuis,europe/netherlands/thehague/mauritshuis,0.5,,,missing_coordinates; has_external_url,http://www.kln.gov.my/web/nld_the-hague/home,https://en.wikivoyage.org/wiki/The_Hague
northamerica/unitedstates/ohio/coshocton,Coshocton,Coshocton,2,13,do,Triple Locks Theater,0.51,candidate,high-value type; has external URL,,,Roscoe Village,northamerica/unitedstates/ohio/coshocton/roscoe_village,0.353,,,missing_coordinates; has_external_url,http://www.footlightplayers.com/,https://en.wikivoyage.org/wiki/Coshocton
northamerica/canada/ontario/ottawa,Ottawa,Ottawa,23,271,see,Costa Rica,0.51,candidate,high-value type; has external URL,,,Central Experimental Farm,northamerica/canada/ontario/ottawa/central_experimental_farm,0.4,,,missing_coordinates; has_external_url,https://costaricaembassy.com/,https://en.wikivoyage.org/wiki/Ottawa
asia/turkey/ankara,Ankara,Ankara,13,116,see,Bangladesh,0.51,candidate,high-value type; has external URL,,,Ankara Castle (Ankara Kalesi),asia/turkey/ankara/ankara_castle,0.348,,,missing_coordinates; has_external_url,https://ankara.mofa.gov.bd/,https://en.wikivoyage.org/wiki/Ankara
northamerica/unitedstates/colorado/black_hawk,Black Hawk,Black Hawk,3,9,do,Saratoga Casino,0.51,candidate,high-value type; has external URL,,,Clear Creek Canyon,northamerica/unitedstates/colorado/black_hawk/clear_creek_canyon,0.424,,,missing_coordinates; has_external_url,http://www.saratogacasinobh.com/,https://en.wikivoyage.org/wiki/Black_Hawk
asia/china/shanghai,Shanghai,Shanghai,151,47,see,Pakistan,0.51,candidate,high-value type; has external URL,,,Xintiandi,asia/china/shanghai/xintiandi,0.471,,,missing_coordinates; has_external_url,http://www.mofa.gov.pk/shanghai/,https://en.wikivoyage.org/wiki/Shanghai
southamerica/colombia/bogota,Bogota,Bogotá,58,52,see,Sweden (Suecia),0.51,candidate,high-value type; has external URL,,,Casa de la Moneda,southamerica/colombia/bogota/casa_de_la_moneda,0.353,,,missing_coordinates; has_external_url,https://www.swedenabroad.se/bogota,https://en.wikivoyage.org/wiki/Bogot%C3%A1
