world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
europe/italy/veneto/cortina_dampezzo,Cortina d'Ampezzo,Cortina d'Ampezzo,10,66,see,Marmolada mountain massif,0.77,candidate,has coordinates; high-value type,46.4463,11.8683,Mount Faloria,europe/italy/veneto/cortina_dampezzo/faloria,0.368,27.443,22.999,needs_external_source,,https://en.wikivoyage.org/wiki/Cortina_d%27Ampezzo
northamerica/unitedstates/montana/glaciernp,Glacier National Park,Glacier National Park (Montana),0,22,see,Lake McDonald,0.77,candidate,has coordinates; high-value type,48.593,-113.91,,,0.0,,20.609,needs_external_source,,https://en.wikivoyage.org/wiki/Glacier_National_Park_%28Montana%29
europe/finland/rovaniemi,Rovaniemi,Rovaniemi,8,183,see,Lappi Areena,0.77,candidate,has coordinates; high-value type,66.49626,25.77152,Lordi's Square,europe/finland/rovaniemi/lordi_square,0.462,1.967,1.953,needs_external_source,,https://en.wikivoyage.org/wiki/Rovaniemi
europe/unitedkingdom/northernireland/portrush,Portrush,Portrush,6,9,see,The Skerries,0.77,candidate,has coordinates; high-value type,55.223,-6.628,North West 200,europe/unitedkingdom/northernireland/portrush/north_west_200,0.273,5.534,2.508,needs_external_source,,https://en.wikivoyage.org/wiki/Portrush
europe/ireland/tullamore,Tullamore,Tullamore,5,27,see,Rahan,0.77,candidate,has coordinates; high-value type,53.28,-7.616,Grand Canal Towpath,europe/ireland/tullamore/grand_canal,0.333,8.222,8.222,needs_external_source,,https://en.wikivoyage.org/wiki/Tullamore
northamerica/elsalvador/santaana,Santa Ana,Santa Ana (El Salvador),10,110,see,La Ceiba,0.77,candidate,has coordinates; high-value type,13.97335,-89.58574,Parque Libertad,northamerica/elsalvador/santaana/parque_libertad,0.4,3.992,3.643,needs_external_source,,https://en.wikivoyage.org/wiki/Santa_Ana_%28El_Salvador%29
europe/unitedkingdom/scotland/elgin,Elgin,Elgin,8,17,see,Fochabers,0.77,candidate,has coordinates; high-value type,57.612,-3.097,Pluscarden Abbey,europe/unitedkingdom/scotland/elgin/pluscarden_abbey,0.32,19.859,13.596,needs_external_source,,https://en.wikivoyage.org/wiki/Elgin
northamerica/unitedstates/missouri/stlouis,St. Louis,St. Louis,59,106,see,Poplar Street Bridge,0.77,candidate,has coordinates; high-value type,38.61806,-90.1826,Eads Bridge,northamerica/unitedstates/missouri/stlouis/eads_bridge,0.516,1.275,1.766,needs_external_source,,https://en.wikivoyage.org/wiki/St._Louis
europe/poland/sandomierz,Sandomierz,Sandomierz,6,10,see,Soviet Soldiers Cemetery,0.77,candidate,has coordinates; high-value type,50.690321,21.723227,Sandomierz Cathedral,europe/poland/sandomierz/sandomierz_cathedral,0.455,2.361,2.22,needs_external_source,,https://en.wikivoyage.org/wiki/Sandomierz
asia/india/maharashtra/ellora,Ellora,Ellora,0,9,see,Dashawatara,0.77,candidate,has coordinates; high-value type,20.0228,75.1793,,,0.0,,1.695,needs_external_source,,https://en.wikivoyage.org/wiki/Ellora
asia/philippines/negrosisland/bacolod,Bacolod,Bacolod,27,97,see,Locomotive (La Herencia Subdivision entrance),0.77,candidate,has coordinates; high-value type,10.6913,122.9871,Carmelite Monastery,asia/philippines/negrosisland/bacolod/carmelite_monaster,0.345,4.685,4.245,needs_external_source,,https://en.wikivoyage.org/wiki/Bacolod
asia/china/guizhou/libo,Libo County,Libo County,4,27,see,Libo Ancient Town,0.77,candidate,has coordinates; high-value type,25.416,107.9,Xiaoqikong Ancient Bridge,asia/china/guizhou/libo/xiaoqikong_bridge,0.524,3.799,5.398,needs_external_source,,https://en.wikivoyage.org/wiki/Libo_County
europe/sweden/gvle,Gävle,Gävle,5,44,do,Gasklockorna,0.77,candidate,has coordinates; high-value type,60.678,17.177,Gävle Goat,europe/sweden/gvle/gavle_goat,0.364,1.759,1.683,needs_external_source,,https://en.wikivoyage.org/wiki/G%C3%A4vle
asia/china/hunan/zhangjiajie,Zhangjiajie,Zhangjiajie,8,49,see,Baofeng Lake,0.77,candidate,has coordinates; high-value type,29.327349,110.548894,Zhangjiajie Glass Bridge,asia/china/hunan/zhangjiajie/zhangjiajie_glass_bridge,0.389,16.506,23.301,needs_external_source,,https://en.wikivoyage.org/wiki/Zhangjiajie
northamerica/unitedstates/colorado/mesaverde,Mesa Verde National Park,Mesa Verde National Park,12,29,see,Montezuma Valley Overlook,0.77,candidate,has coordinates; high-value type,37.2965,-108.4416,Park Point Overlook,northamerica/unitedstates/colorado/mesaverde/park_point,0.545,5.624,7.51,needs_external_source,,https://en.wikivoyage.org/wiki/Mesa_Verde_National_Park
europe/unitedkingdom/scotland/skye/elgol,Elgol,Elgol,2,10,see,Torrin,0.77,candidate,has coordinates; high-value type,57.215,-6.015,Loch Coruisk Boat Trip,europe/unitedkingdom/scotland/skye/elgol/loch_coruisk_boat_trip,0.286,11.271,8.978,needs_external_source,,https://en.wikivoyage.org/wiki/Elgol
northamerica/canada/britishcolumbia/nelson,Nelson,Nelson (British Columbia),13,43,do,Svoboda Trailhead (Svoboda Rd),0.77,candidate,has coordinates; high-value type,49.50413,-117.26501,Baker Street Heritage District,northamerica/canada/britishcolumbia/nelson/baker_street,0.383,2.276,2.076,needs_external_source,,https://en.wikivoyage.org/wiki/Nelson_%28British_Columbia%29
europe/denmark/aarhus,Aarhus,Aarhus,12,232,see,Hungary,0.77,candidate,has coordinates; high-value type,56.154031,10.170991,Den Gamle By,europe/denmark/aarhus/den_gamle_by,0.421,1.87,2.672,needs_external_source,,https://en.wikivoyage.org/wiki/Aarhus
