world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
europe/unitedkingdom/england/leeds_sheffield_and_yorkshire/york,York,York,51,165,do,York Early Music Christmas Festival,0.59,candidate,has description; high-value type; has external URL,,,York Art Gallery,europe/unitedkingdom/england/leeds_sheffield_and_yorkshire/york/york_art_gallery,0.431,,,missing_coordinates; has_external_url,https://www.ncem.co.uk/whats-on/york-early-music-christmas-festival/,https://en.wikivoyage.org/wiki/York
northamerica/nicaragua/granada,Granada,Granada (Nicaragua),11,15,see,Mi Museo,0.59,candidate,has description; high-value type; has external URL,,,Museo de Granada,northamerica/nicaragua/granada/museo_granada,0.476,,,missing_coordinates; has_external_url,http://www.mimuseo.org,https://en.wikivoyage.org/wiki/Granada_%28Nicaragua%29
asia/thailand/kohphiphi,Koh Phi Phi,Ko Phi Phi,8,70,do,Paradise Diving,0.59,candidate,has description; high-value type; has external URL,,,Phi Phi Viewpoint,asia/thailand/kohphiphi/phi_phi_viewpoint,0.438,,,missing_coordinates; has_external_url,http://www.paradiseresort.co.th,https://en.wikivoyage.org/wiki/Ko_Phi_Phi
northamerica/unitedstates/arizona/tempe,Tempe,Tempe,15,51,do,Ironman Arizona,0.59,candidate,has description; high-value type; has external URL,,,Old Main,northamerica/unitedstates/arizona/tempe/old_main,0.435,,,missing_coordinates; has_external_url,http://www.ironmanarizona.com,https://en.wikivoyage.org/wiki/Tempe
northamerica/unitedstates/newjersey/freehold,Freehold,Freehold,6,32,do,Battleview Orchards,0.59,candidate,has description; high-value type; has external URL,,,Monmouth Battlefield State Park,northamerica/unitedstates/newjersey/freehold/monmouth_battlefield,0.44,,,missing_coordinates; has_external_url,https://www.battlevieworchards.com/,https://en.wikivoyage.org/wiki/Freehold
europe/austria/vienna,Vienna,Vienna,67,134,see,"Tourbus, a.s.",0.59,candidate,has description; high-value type; has external URL,,,Mozarthaus,europe/austria/vienna/mozarthaus,0.421,,,missing_coordinates; has_external_url,http://www.tourbus.cz/,https://en.wikivoyage.org/wiki/Vienna
northamerica/unitedstates/southcarolina/beaufort,Beaufort,Beaufort (South Carolina),15,16,do,ARTworks,0.59,candidate,has description; high-value type; has external URL,,,Haint Blue Porches,northamerica/unitedstates/southcarolina/beaufort/haint_blue_porches,0.385,,,missing_coordinates; has_external_url,https://www.beaufort.com/events/event/artworks-community-art-center/,https://en.wikivoyage.org/wiki/Beaufort_%28South_Carolina%29
northamerica/canada/newfoundland/stjohns,St. John's,St. John's,9,76,see,PAL Airlines,0.59,candidate,has description; high-value type; has external URL,,,Signal Hill,northamerica/canada/newfoundland/stjohns/signal_hill,0.435,,,missing_coordinates; has_external_url,https://www.palairlines.ca,https://en.wikivoyage.org/wiki/St._John%27s
northamerica/unitedstates/california/centralcoast/oxnard,Oxnard,Oxnard,8,20,see,Amtrak,0.59,candidate,has description; high-value type; has external URL,,,Carnegie Art Museum,northamerica/unitedstates/california/centralcoast/oxnard/carnegie_art_museum,0.24,,,missing_coordinates; has_external_url,https://www.amtrak.com/,https://en.wikivoyage.org/wiki/Oxnard
southamerica/suriname/paramaribo,Paramaribo,Paramaribo,34,54,do,Enterprise,0.59,candidate,has description; high-value type; has external URL,,,Central Market,southamerica/suriname/paramaribo/central_market,0.5,,,missing_coordinates; has_external_url,http://www.enterprizeautos.com/,https://en.wikivoyage.org/wiki/Paramaribo
