world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
asia/turkey/amasya,Amasya,Amasya,9,29,see,Mirror Cave,0.89,candidate,has coordinates; has description; high-value type; strong travel term,40.6725,35.8493,Amasya Castle,asia/turkey/amasya/amasya_castle,0.417,2.661,2.802,needs_external_source,,https://en.wikivoyage.org/wiki/Amasya
asia/turkey/izmir,Izmir,Izmir,58,34,see,Church of St Vukolos,0.89,candidate,has coordinates; has description; high-value type; strong travel term,38.4214,27.1476,"Temple of Artemis, Selçuk",asia/turkey/izmir/selcuk_temple_artemis,0.364,55.737,1.684,needs_external_source,,https://en.wikivoyage.org/wiki/Izmir
asia/china/jiangsu_province/suqian,Suqian,Suqian,5,23,see,Lakeside Park,0.89,candidate,has coordinates; has description; high-value type; strong travel term,34.05643,118.272749,Luoma Lake,asia/china/jiangsu_province/suqian/luoma_lake,0.348,22.716,10.393,needs_external_source,,https://en.wikivoyage.org/wiki/Suqian
asia/pakistan/lahore,Lahore,Lahore,68,87,see,Javed Manzil,0.89,candidate,has coordinates; has description; high-value type; strong travel term,31.568569,74.340489,Heera Mandi,asia/pakistan/lahore/heera_mandi,0.522,3.506,2.513,needs_external_source,,https://en.wikivoyage.org/wiki/Lahore
europe/ukraine/ivanofrankivsk,Ivano-Frankivsk,Ivano-Frankivsk,9,103,do,Pryvokzalny park,0.89,candidate,has coordinates; has description; high-value type; strong travel term,48.9243,24.7228,Sheptytsky Square,europe/ukraine/ivanofrankivsk/sheptytsky_square,0.424,1.024,0.907,needs_external_source,,https://en.wikivoyage.org/wiki/Ivano-Frankivsk
africa/morocco/fez,Fez,Fez,57,41,do,Sofitel Palais Jamai terrace,0.89,candidate,has coordinates; has description; high-value type; strong travel term,34.0624226,-5.0025841,The Voices of Marrakesh,africa/morocco/fez/the_voice_of_marrakesh,0.468,,4.952,needs_external_source,,https://en.wikivoyage.org/wiki/Fez
asia/israel/tiberias,Tiberias,Tiberias,11,25,see,Roman theater,0.89,candidate,has coordinates; has description; high-value type; strong travel term,32.773611,35.544167,Maimonides Heritage Center,asia/israel/tiberias/maimonides_heritage_center,0.513,1.922,1.642,needs_external_source,,https://en.wikivoyage.org/wiki/Tiberias
asia/indonesia/maluku/ternate,Ternate,Ternate,5,27,see,Taman Moya Mabuku,0.89,candidate,has coordinates; has description; high-value type; strong travel term,0.799813,127.368938,Gunung Gamalama,asia/indonesia/maluku/ternate/gunung_gamalama,0.375,4.015,2.273,needs_external_source,,https://en.wikivoyage.org/wiki/Ternate
europe/finland/savonlinna,Savonlinna,Savonlinna,10,43,do,Sulosaari,0.89,candidate,has coordinates; has description; high-value type; strong travel term,61.8744,28.8913,Kauppatori (Market Square),europe/finland/savonlinna/kauppatori,0.421,0.624,0.775,needs_external_source,,https://en.wikivoyage.org/wiki/Savonlinna
asia/uzbekistan/samarkand,Samarkand,Samarkand,19,61,see,Orthodox Church of St. George the Victorious,0.89,candidate,has coordinates; has description; high-value type; strong travel term,39.6622,66.9596,Ulugh Beg Observatory,asia/uzbekistan/samarkand/ulugh_beg_observatory,0.333,1.919,0.89,needs_external_source,,https://en.wikivoyage.org/wiki/Samarkand
australiaandpacific/australia/queensland/townsville,Townsville,Townsville,7,65,see,Saunders Beach,0.89,candidate,has coordinates; has description; high-value type; strong travel term,-19.158333,146.610278,The Strand,australiaandpacific/australia/queensland/townsville/the_strand,0.4,25.045,24.975,needs_external_source,,https://en.wikivoyage.org/wiki/Townsville
asia/northkorea/pyongyang,Pyongyang,Pyongyang,6,67,see,Workers Party Monument,0.89,candidate,has coordinates; has description; high-value type; strong travel term,39.028,125.775,Mansudae Grand Monument,asia/northkorea/pyongyang/mansudae_monument,0.489,2.714,3.328,needs_external_source,,https://en.wikivoyage.org/wiki/Pyongyang
northamerica/unitedstates/california/centralcoast/santabarbara,Santa Barbara,Santa Barbara,28,107,do,Shoreline Park,0.89,candidate,has coordinates; has description; high-value type; strong travel term,34.3967,-119.7071,Arlington Theatre,northamerica/unitedstates/california/centralcoast/santabarbara/arlington_theatre,0.452,2.533,2.857,needs_external_source,,https://en.wikivoyage.org/wiki/Santa_Barbara
europe/ireland/monaghan,Monaghan,Monaghan,6,14,see,Castleshane Demesne,0.89,candidate,has coordinates; has description; high-value type; strong travel term,54.232,-6.8775,Monaghan Courthouse,europe/ireland/monaghan/monaghan_courthouse,0.368,6.262,6.217,needs_external_source,,https://en.wikivoyage.org/wiki/Monaghan
europe/italy/sicily/agrigento,Agrigento,Agrigento,11,19,do,Villa Bonfiglio,0.89,candidate,has coordinates; has description; high-value type; strong travel term,37.306438,13.59088,Valle dei Templi (Valley of the Temples),europe/italy/sicily/agrigento/valle_dei_templi,0.452,1.871,1.572,needs_external_source,,https://en.wikivoyage.org/wiki/Agrigento
asia/india/tamilnadu/kanya_kumari,Kanyakumari,Kanyakumari,4,14,see,Vattakottai Fort,0.89,candidate,has coordinates; has description; high-value type; strong travel term,8.125855,77.564828,Kumari Amman Temple,asia/india/tamilnadu/kanya_kumari/kumari_amman_temple,0.286,5.527,5.548,needs_external_source,,https://en.wikivoyage.org/wiki/Kanyakumari
