world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
europe/finland/rauma,Rauma,Rauma,5,63,see,Observation tower,0.89,candidate,has coordinates; has description; high-value type; strong travel term,61.12198,21.5183,Old Town Hall,europe/finland/rauma/old_town_hall,0.333,0.758,1.091,needs_external_source,,https://en.wikivoyage.org/wiki/Rauma
asia/philippines/butuan,Butuan,Butuan,5,16,see,Magellan's Landing Site,0.89,candidate,has coordinates; has description; high-value type; strong travel term,8.99949,125.48423,Balangay Shrine Museum,asia/philippines/butuan/balangay_shrine_museum,0.4,10.966,8.682,needs_external_source,,https://en.wikivoyage.org/wiki/Butuan
asia/northkorea/pyongyang,Pyongyang,Pyongyang,6,67,see,Korean Revolution Museum,0.89,candidate,has coordinates; has description; high-value type; strong travel term,39.03234,125.75205,Victorious Fatherland Liberation War Museum,asia/northkorea/pyongyang/victorious_fatherland_liberation_war_museum,0.537,0.558,1.877,needs_external_source,,https://en.wikivoyage.org/wiki/Pyongyang
asia/philippines/samarisland/borongan,Borongan,Borongan,3,22,see,Hebacong Sea of Clouds and Nature Park,0.89,candidate,has coordinates; has description; high-value type; strong travel term,11.500841887314861,125.40158486097955,Borongan Cathedral,asia/philippines/samarisland/borongan/borongan_cathedral,0.393,12.299,12.373,needs_external_source,,https://en.wikivoyage.org/wiki/Borongan
europe/italy/liguria/italianriviera/finaleligure,Finale Ligure,Finale Ligure,7,21,see,Castel Gavone,0.89,candidate,has coordinates; has description; high-value type; strong travel term,44.181044,8.320108,Arene Candide Cave,europe/italy/liguria/italianriviera/finaleligure/arene_candide,0.258,2.198,2.31,needs_external_source,,https://en.wikivoyage.org/wiki/Finale_Ligure
northamerica/mexico/mexicali,Mexicali,Mexicali,10,68,see,Museo Wok,0.89,candidate,has coordinates; has description; high-value type; strong travel term,32.663765,-115.493255,Museo Universitario,northamerica/mexico/mexicali/museo_universitario,0.5,5.766,5.79,needs_external_source,,https://en.wikivoyage.org/wiki/Mexicali
europe/greece/xanthi,Xanthi,Xanthi,5,26,do,Walk along the river,0.89,candidate,has coordinates; has description; high-value type; strong travel term,41.14511,24.89026,Xanthi Old Town,europe/greece/xanthi/old_town,0.413,0.587,0.844,needs_external_source,,https://en.wikivoyage.org/wiki/Xanthi
europe/estonia/paldiski,Paldiski,Paldiski,1,29,see,Petrovskaya fortress,0.89,candidate,has coordinates; has description; high-value type; strong travel term,59.35599,24.04787,Eating Out,europe/estonia/paldiski/eating_out,0.2,0.882,0.834,needs_external_source,,https://en.wikivoyage.org/wiki/Paldiski
europe/ukraine/crimea/simferopol,Simferopol,Simferopol,10,6,see,Aquarium,0.89,candidate,has coordinates; has description; high-value type; strong travel term,44.9563014,34.1081734,Salgir River Embankment,europe/ukraine/crimea/simferopol/salgir_embankment,0.356,0.644,0.644,needs_external_source,,https://en.wikivoyage.org/wiki/Simferopol
northamerica/unitedstates/massachusetts/concord,Concord,Concord (Massachusetts),7,55,see,Wright's Tavern,0.89,candidate,has coordinates; has description; high-value type; strong travel term,42.46,-71.349167,Ralph Waldo Emerson House,northamerica/unitedstates/massachusetts/concord/emerson_house,0.507,0.493,0.05,needs_external_source,,https://en.wikivoyage.org/wiki/Concord_%28Massachusetts%29
australiaandpacific/australia/northernterritory/darwin,Darwin,Darwin,22,61,do,Casuarina Coastal Reserve,0.89,candidate,has coordinates; has description; high-value type; strong travel term,-12.330762,130.895749,The Victoria Hotel (The Vic),australiaandpacific/australia/northernterritory/darwin/victoria_hotel,0.41,15.693,15.595,needs_external_source,,https://en.wikivoyage.org/wiki/Darwin
europe/slovakia/kremnica,Kremnica,Kremnica,6,20,see,Kalvária,0.89,candidate,has coordinates; has description; high-value type; strong travel term,48.70462,18.90818,Kremnica Mint,europe/slovakia/kremnica/kremnica_mint,0.42,0.58,0.686,needs_external_source,,https://en.wikivoyage.org/wiki/Kremnica
europe/unitedkingdom/england/south_east/portsmouth,Portsmouth,Portsmouth,46,77,see,The Royal Armouries at Fort Nelson,0.89,candidate,has coordinates; has description; high-value type; strong travel term,50.8609,-1.1388,Fort Nelson,europe/unitedkingdom/england/south_east/portsmouth/fort_nelson,0.537,1.116,7.568,needs_external_source,,https://en.wikivoyage.org/wiki/Portsmouth
asia/china/shandong_province/qingdao,Qingdao,Qingdao,12,108,see,Catholic Church,0.89,candidate,has coordinates; has description; high-value type; strong travel term,36.06777,120.3162,Protestant Church (Evangelical Church),asia/china/shandong_province/qingdao/protestant_church,0.5,6.106,5.536,needs_external_source,,https://en.wikivoyage.org/wiki/Qingdao
asia/iran/tabriz,Tabriz,Tabriz,25,46,do,Hike in Mt Eynali and its artificial forest,0.89,candidate,has coordinates; has description; high-value type; strong travel term,38.096613,46.325752,Haj Ali Darvish Teahouse,asia/iran/tabriz/haj_ali_darvish_teahouse,0.358,3.37,3.51,needs_external_source,,https://en.wikivoyage.org/wiki/Tabriz
europe/hungary/kalocsa,Kalocsa,Kalocsa,2,7,see,Tompa,0.89,candidate,has coordinates; has description; high-value type; strong travel term,46.444,19.031,Archbishop's Palace and Library,europe/hungary/kalocsa/archbishops_palace,0.167,10.52,9.54,needs_external_source,,https://en.wikivoyage.org/wiki/Kalocsa
asia/thailand/huahin,Hua Hin,Hua Hin,41,98,see,Wat Huay Mongkol,0.89,candidate,has coordinates; has description; high-value type; strong travel term,12.553231,99.823847,Sala Monsoon,asia/thailand/huahin/sala_monsoon,0.5,,14.607,needs_external_source,,https://en.wikivoyage.org/wiki/Hua_Hin
asia/japan/honshu/sendai,Sendai,Sendai,10,51,see,Bansui Sōdō,0.89,candidate,has coordinates; has description; high-value type; strong travel term,38.259461,140.86935,Aoba Castle Ruins,asia/japan/honshu/sendai/aobajo,0.444,1.671,0.922,needs_external_source,,https://en.wikivoyage.org/wiki/Sendai
europe/greece/thessaloniki,Thessaloniki,Thessaloniki,37,92,see,Thessaloniki Zoological Garden,0.89,candidate,has coordinates; has description; high-value type; strong travel term,40.63597,22.9666373,Thessaloniki Train Cemetery,europe/greece/thessaloniki/thessaloniki_train_cemetery,0.526,5.078,1.932,needs_external_source,,https://en.wikivoyage.org/wiki/Thessaloniki
asia/thailand/sukhothai,Sukhothai,Sukhothai,12,72,see,The Holy Heart Land,0.89,candidate,has coordinates; has description; high-value type; strong travel term,17.0501712,99.7929725,Wat Chang Lom,asia/thailand/sukhothai/wat_chang_lom,0.357,42.206,9.842,needs_external_source,,https://en.wikivoyage.org/wiki/Sukhothai
northamerica/dominicanrepublic/santodomingo,Santo Domingo,Santo Domingo,24,55,see,Naval Museum of the Atarazanas,0.89,candidate,has coordinates; has description; high-value type; strong travel term,18.4780874,-69.8853687,Memorial Museum of Dominican Resistance,northamerica/dominicanrepublic/santodomingo/museo_memorial_resistencia,0.492,0.693,4.915,needs_external_source,,https://en.wikivoyage.org/wiki/Santo_Domingo
asia/china/hubei/xiangyang,Xiangyang,Xiangyang,5,22,see,Zhuge Liang thatched hut,0.89,candidate,has coordinates; has description; high-value type; strong travel term,31.9904146,112.0305064,Xiangyang Museum,asia/china/hubei/xiangyang/xiangyang_museum,0.35,11.221,14.251,needs_external_source,,https://en.wikivoyage.org/wiki/Xiangyang
asia/philippines/vigan,Vigan,Vigan,7,42,see,Saint Catherine of Alexandria Parish Church,0.89,candidate,has coordinates; has description; high-value type; strong travel term,17.589029,120.362752,Café Leona,asia/philippines/vigan/cafe_leona,0.308,,3.006,needs_external_source,,https://en.wikivoyage.org/wiki/Vigan
northamerica/unitedstates/indiana/bedford,Bedford,Bedford (Indiana),9,27,see,Thornton Park,0.89,candidate,has coordinates; has description; high-value type; strong travel term,38.85999,-86.49584,C.S. Norton Mansion,northamerica/unitedstates/indiana/bedford/cs_norton_mansion,0.504,0.496,0.735,needs_external_source,,https://en.wikivoyage.org/wiki/Bedford_%28Indiana%29
europe/spain/aragon/zaragoza,Zaragoza,Zaragoza,12,57,see,Parque Grande José Antonio Labordeta,0.89,candidate,has coordinates; has description; high-value type; strong travel term,41.6338,-0.8936,Roman Theatre of Caesaraugusta,europe/spain/aragon/zaragoza/roman_theatre,0.338,2.431,2.294,needs_external_source,,https://en.wikivoyage.org/wiki/Zaragoza
