world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
asia/china/jiangsu_province/nanjing,Nanjing,Nanjing,51,72,see,Nanjing Memorial Hall to Aviation Martyrs Killed in the War of Resistance Against Japan,0.89,candidate,has coordinates; has description; high-value type; strong travel term,32.0913688885,118.8412119211,Nanjing Massacre Memorial Hall,asia/china/jiangsu_province/nanjing/nanjing_massacre_memorial,0.372,10.612,7.903,needs_external_source,,https://en.wikivoyage.org/wiki/Nanjing
asia/malaysia/johorbahru,Johor Bahru,Johor Bahru,8,205,see,Austin Perdana Park,0.89,candidate,has coordinates; has description; high-value type; strong travel term,1.544167,103.783778,Johor Bahru Chinese Heritage Museum,asia/malaysia/johorbahru/jb_chinese_heritage_museum,0.333,10.056,9.787,needs_external_source,,https://en.wikivoyage.org/wiki/Johor_Bahru
northamerica/canada/quebec/longueuil,Longueuil,Longueuil,3,38,do,Longueuil municipal beach,0.89,candidate,has coordinates; has description; high-value type; strong travel term,45.5786,-73.48966,Vieux-Longueuil,northamerica/canada/quebec/longueuil/vieux_longueuil,0.45,6.308,6.602,needs_external_source,,https://en.wikivoyage.org/wiki/Longueuil
southamerica/colombia/barranquilla,Barranquilla,Barranquilla,9,8,see,Castillo de Salgar,0.89,candidate,has coordinates; has description; high-value type; strong travel term,11.018999,-74.940512,Calle 70 — Zona Norte,southamerica/colombia/barranquilla/calle_70,0.412,13.996,12.844,needs_external_source,,https://en.wikivoyage.org/wiki/Barranquilla
europe/poland/poznan,Poznan,Poznań,12,96,see,Citadel Park,0.89,candidate,has coordinates; has description; high-value type; strong travel term,52.4192,16.9327,Stary Browar,europe/poland/poznan/stary_browar,0.417,1.939,1.511,needs_external_source,,https://en.wikivoyage.org/wiki/Pozna%C5%84
asia/japan/kyushu/kumamoto,Kumamoto,Kumamoto,23,49,see,Mt. Kinpō,0.89,candidate,has coordinates; has description; high-value type; strong travel term,32.814056,130.639111,Izumi Shrine,asia/japan/kyushu/kumamoto/izumi_shrine,0.421,9.44,6.53,needs_external_source,,https://en.wikivoyage.org/wiki/Kumamoto
asia/china/zhejiang/mount-putuo,Mount Putuo,Mount Putuo,6,24,see,Miaozhan Pagoda,0.89,candidate,has coordinates; has description; high-value type; strong travel term,29.9717,122.4445,Chaoyin Cave,asia/china/zhejiang/mount-putuo/chaoyin_cave,0.37,6.396,7.12,needs_external_source,,https://en.wikivoyage.org/wiki/Mount_Putuo
europe/finland/turku,Turku,Turku,5,262,see,St Catherine's Church,0.89,candidate,has coordinates; has description; high-value type; strong travel term,60.46221,22.29355,Turku Cathedral,europe/finland/turku/turku_cathedral,0.444,1.69,1.874,needs_external_source,,https://en.wikivoyage.org/wiki/Turku
europe/finland/kotka,Kotka,Kotka,3,31,do,Cruises to Kaunissaari and other islands,0.89,candidate,has coordinates; has description; high-value type; strong travel term,60.46034,26.95044,Maretarium,europe/finland/kotka/maretarium,0.28,0.72,0.813,needs_external_source,,https://en.wikivoyage.org/wiki/Kotka
europe/georgia/kutaisi,Kutaisi,Kutaisi,8,48,see,Geguti Palace,0.89,candidate,has coordinates; has description; high-value type; strong travel term,42.171944,42.681111,Gelati Monastery,europe/georgia/kutaisi/gelati_monastery,0.483,15.477,11.262,needs_external_source,,https://en.wikivoyage.org/wiki/Kutaisi
