world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
europe/spain/spanishcostas/valencia,Valencia,Valencia,42,222,do,Bullfighting,0.55,candidate,has description; high-value type,,,Plaza de la Virgen,europe/spain/spanishcostas/valencia/plaza_de_la_virgen,0.333,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Valencia
europe/france/east/alsace/strasbourg,Strasbourg,Strasbourg,15,55,see,B-line tramway terminus at Hoenheim,0.55,candidate,has description; high-value type,,,Église Saint-Thomas,europe/france/east/alsace/strasbourg/eglise_saint_thomas,0.453,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Strasbourg
europe/portugal/lagos,Lagos,Lagos (Portugal),0,22,see,Forte da Ponta da Bandeira,0.55,candidate,has description; high-value type,,,,,0.0,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Lagos_%28Portugal%29
africa/southafrica/paarl,Paarl,Paarl,9,39,do,Le Bonheur Crocodile Farm,0.55,candidate,has description; high-value type,,,Nederburg Wine Estate,africa/southafrica/paarl/nederburg,0.419,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Paarl
northamerica/unitedstates/california/northcoast/eureka,Eureka,Eureka,17,21,do,Humboats Kayak Adventures,0.55,candidate,has description; high-value type,,,Humboldt Bay Harbor Cruise,northamerica/unitedstates/california/northcoast/eureka/humboldt_bay_harbor_cruise,0.51,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Eureka
asia/unitedarabemirates/dubai,Dubai,Dubai,57,34,see,Neighbouring Sharjah,0.55,candidate,has description; high-value type,,,Burj Nahar,asia/unitedarabemirates/dubai/burj_nahar,0.467,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Dubai
asia/bangladesh/rajshahi,Rajshahi,Rajshahi,5,23,see,Ghoramara,0.55,candidate,has description; high-value type,,,Somapura Mahavihara (Paharpur),asia/bangladesh/rajshahi/paharpur,0.5,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Rajshahi
asia/thailand/maehongson,Mae Hong Son,Mae Hong Son,9,16,see,Ban Rak Thai,0.55,candidate,has description; high-value type,,,Wat Phra That Doi Kong Mu,asia/thailand/maehongson/doi_kong_mu,0.486,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Mae_Hong_Son
asia/india/tamilnadu/ooty,Ooty,Ooty,7,28,see,Pine forest,0.55,candidate,has description; high-value type,,,Coonoor,asia/india/tamilnadu/ooty/coonoor,0.333,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Ooty
europe/unitedkingdom/england/bristol_plymouth_and_the_south_west/swindon,Swindon,Swindon,6,27,do,Mela,0.55,candidate,has description; high-value type,,,Museum & Art Swindon,europe/unitedkingdom/england/bristol_plymouth_and_the_south_west/swindon/museum_and_art_swindon,0.231,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Swindon
