world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
australiaandpacific/australia/victoria/bright,Bright,Bright,9,5,do,Tandem Hang Gliding,0.59,candidate,has description; high-value type; has external URL,,,Mystic Hill Paragliding,australiaandpacific/australia/victoria/bright/mystic_hill_paragliding,0.524,,,missing_coordinates; has_external_url,http://www.visitbright.com.au/airsports,https://en.wikivoyage.org/wiki/Bright
africa/egypt/cairo,Cairo,Cairo,88,50,do,Egyptian Centre for Culture & Art,0.59,candidate,has description; high-value type; has external URL,,,Egyptian Museum,africa/egypt/cairo/egyptian_museum,0.44,,,missing_coordinates; has_external_url,http://www.egyptmusic.org/,https://en.wikivoyage.org/wiki/Cairo
europe/sweden/skara,Skara,Skara,5,5,see,Lake Hornborga,0.59,candidate,has description; high-value type; has external URL,,,Varnhem Abbey,europe/sweden/skara/varnhem_abbey,0.296,,,missing_coordinates; has_external_url,http://www.hornborga.com/eng/,https://en.wikivoyage.org/wiki/Skara
southamerica/falklandislands/stanley,Stanley,Stanley (Falkland Islands),9,29,do,Stanley Marathon,0.59,candidate,has description; high-value type; has external URL,,,Christ Church Cathedral,southamerica/falklandislands/stanley/christ_church_cathedral,0.359,,,missing_coordinates; has_external_url,https://www.falklandislands.com/whats-on/stanley-marathon-p678611,https://en.wikivoyage.org/wiki/Stanley_%28Falkland_Islands%29
europe/italy/trentinoaltoadige/bolzano,Bolzano,Bolzano,10,55,do,Passepartour,0.59,candidate,has description; high-value type; has external URL,,,Piazza Walther,europe/italy/trentinoaltoadige/bolzano/piazza_walther,0.385,,,missing_coordinates; has_external_url,http://www.passepartour.com/,https://en.wikivoyage.org/wiki/Bolzano
northamerica/canada/quebec/montreal,Montreal,Montreal,50,59,see,Autobus Galland,0.59,candidate,has description; high-value type; has external URL,,,Mount Royal,northamerica/canada/quebec/montreal/mount_royal,0.385,,,missing_coordinates; has_external_url,https://www.galland-bus.com/,https://en.wikivoyage.org/wiki/Montreal
europe/germany/northrhinewestphalia/bochum,Bochum,Bochum,12,93,see,Telefonmuseum,0.59,candidate,has description; high-value type; has external URL,,,Deutsches Bergbaumuseum,europe/germany/northrhinewestphalia/bochum/deutsches_bergbaumuseum,0.444,,,missing_coordinates; has_external_url,http://www.telekom-historik.de,https://en.wikivoyage.org/wiki/Bochum
europe/russia/irkutsk,Irkutsk,Irkutsk,10,66,see,Nerpinary,0.59,candidate,has description; high-value type; has external URL,,,Church of the Epiphany,europe/russia/irkutsk/epiphany_church,0.37,,,missing_coordinates; has_external_url,http://www.baikalnerpa.ru/ru/about/welcome,https://en.wikivoyage.org/wiki/Irkutsk
northamerica/unitedstates/kentucky/frankfort,Frankfort,Frankfort (Kentucky),5,47,see,Orlando Brown House,0.59,candidate,has description; high-value type; has external URL,,,Frankfort Cemetery,northamerica/unitedstates/kentucky/frankfort/frankfort_cemetery,0.378,,,missing_coordinates; has_external_url,http://www.libertyhall.org,https://en.wikivoyage.org/wiki/Frankfort_%28Kentucky%29
northamerica/unitedstates/alaska/ketchikan,Ketchikan,Ketchikan,8,22,see,Great Alaskan Lumberjack Show,0.59,candidate,has description; high-value type; has external URL,,,Southeast Alaska Discovery Center,northamerica/unitedstates/alaska/ketchikan/southeast_alaska_discovery_center,0.452,,,missing_coordinates; has_external_url,https://alaskanlumberjackshow.com/,https://en.wikivoyage.org/wiki/Ketchikan
northamerica/unitedstates/florida/ormond_beach,Ormond Beach,Ormond Beach,5,44,do,Blue Moon Yoga and Fitness,0.59,candidate,has description; high-value type; has external URL,,,Ormond Memorial Art Museum and Gardens,northamerica/unitedstates/florida/ormond_beach/ormond_memorial_art_museum,0.406,,,missing_coordinates; has_external_url,http://www.bluemoonyogaandfitness.com/,https://en.wikivoyage.org/wiki/Ormond_Beach
northamerica/unitedstates/texas/houston,Houston,Houston,7,75,see,New Zealand (Honorary),0.59,candidate,has description; high-value type; has external URL,,,Museum of Fine Arts Houston,northamerica/unitedstates/texas/houston/museum_of_fine_arts,0.263,,,missing_coordinates; has_external_url,https://www.mfat.govt.nz/en/countries-and-regions/north-america/united-states-of-america/,https://en.wikivoyage.org/wiki/Houston
northamerica/costarica/jaco,Jacó,Jacó,0,26,do,Del Mar Surf Camp,0.59,candidate,has description; high-value type; has external URL,,,,,0.0,,,missing_coordinates; has_external_url,http://www.delmarsurfcamp.com,https://en.wikivoyage.org/wiki/Jac%C3%B3
