world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
europe/france/normandybrittany/saintmalo,Saint Malo,Saint-Malo,10,16,see,Sainte-Croix,0.77,candidate,has coordinates; high-value type,48.6341,-2.0194,Tour Solidor,europe/france/normandybrittany/saintmalo/solidor_tower,0.507,0.493,1.782,needs_external_source,,https://en.wikivoyage.org/wiki/Saint-Malo
northamerica/unitedstates/california/long_beach,Long Beach,Long Beach,13,97,see,West Station,0.77,candidate,has coordinates; high-value type,33.79129,-118.21601,Naples Island,northamerica/unitedstates/california/long_beach/naples_island,0.4,9.308,3.352,needs_external_source,,https://en.wikivoyage.org/wiki/Long_Beach
asia/china/guizhou/libo,Libo County,Libo County,4,27,see,Libo County Public Security Bureau,0.77,candidate,has coordinates; high-value type,25.418421,107.891606,Daqikong Scenic Area,asia/china/guizhou/libo/daqikong_scenic_area,0.37,5.797,4.884,needs_external_source,,https://en.wikivoyage.org/wiki/Libo_County
europe/unitedkingdom/scotland/dundee,Dundee,Dundee,15,50,see,Broughty Ferry,0.77,candidate,has coordinates; high-value type,56.46288,-2.87023,Caird Hall and City Square,europe/unitedkingdom/scotland/dundee/caird_hall,0.3,6.059,6.147,needs_external_source,,https://en.wikivoyage.org/wiki/Dundee
europe/spain/andalucia/jerezdelafrontera,Jerez de la Frontera,Jerez de la Frontera,6,74,see,Lustau,0.77,candidate,has coordinates; high-value type,36.68415,-6.13084,Church of San Miguel,europe/spain/andalucia/jerezdelafrontera/church_san_miguel,0.308,0.731,0.678,needs_external_source,,https://en.wikivoyage.org/wiki/Jerez_de_la_Frontera
europe/netherlands/alkmaar,Alkmaar,Alkmaar,10,54,see,water tower,0.77,candidate,has coordinates; high-value type,52.63654,4.73651,Stedelijk Museum Alkmaar,europe/netherlands/alkmaar/stedelijk_museum,0.408,0.592,0.925,needs_external_source,,https://en.wikivoyage.org/wiki/Alkmaar
asia/india/westbengal/digha,Digha,Digha,4,20,see,Digha Police Station,0.77,candidate,has coordinates; high-value type,21.623655,87.520401,Digha Beach,asia/india/westbengal/digha/digha_beach,0.516,1.391,1.257,needs_external_source,,https://en.wikivoyage.org/wiki/Digha
northamerica/mexico/guanajuato,Guanajuato,Guanajuato,50,102,do,El Cerro de La Bufa,0.77,candidate,has coordinates; high-value type,20.994407,-101.2532555,Conservatorio de Música,northamerica/mexico/guanajuato/conservatorio_de_musica,0.467,2.595,2.768,needs_external_source,,https://en.wikivoyage.org/wiki/Guanajuato
southamerica/brazil/fernando_de_noronha,Fernando de Noronha,Fernando de Noronha,7,14,see,Pig Bay,0.77,candidate,has coordinates; high-value type,-3.85145,-32.44133,Diving and Snorkelling,southamerica/brazil/fernando_de_noronha/diving,0.276,1.805,1.854,needs_external_source,,https://en.wikivoyage.org/wiki/Fernando_de_Noronha
europe/spain/northernspain/oviedo,Oviedo,Oviedo,13,18,see,San Julián de los Prados,0.77,candidate,has coordinates; high-value type,43.3677,-5.8372,Santa María del Naranco,europe/spain/northernspain/oviedo/santa_maria_del_naranco,0.529,2.651,3.775,needs_external_source,,https://en.wikivoyage.org/wiki/Oviedo
europe/sweden/tanum,Tanum,Tanum,6,20,see,Rock carving area of Aspeberget,0.77,candidate,has coordinates; high-value type,58.69529,11.33885,Vitlycke Rock Carvings and Museum,europe/sweden/tanum/vitlycke,0.531,0.659,7.564,needs_external_source,,https://en.wikivoyage.org/wiki/Tanum
northamerica/canada/manitoba/winnipeg,Winnipeg,Winnipeg,22,164,do,Shooters Family Golf Centre,0.77,candidate,has coordinates; high-value type,49.96036,-97.07867,Forks Market,northamerica/canada/manitoba/winnipeg/forksmarket,0.359,8.972,8.383,needs_external_source,,https://en.wikivoyage.org/wiki/Winnipeg
africa/nigeria/ilorin,Ilorin,Ilorin,5,33,see,Tallest flagpole in west Africa,0.77,candidate,has coordinates; high-value type,8.496033,4.558686,University of Ilorin,africa/nigeria/ilorin/university_of_ilorin,0.353,4.428,1.176,needs_external_source,,https://en.wikivoyage.org/wiki/Ilorin
northamerica/mexico/sanluispotosi,San Luis Potosí,San Luis Potosi,15,51,do,Cerro de San Pedro,0.77,candidate,has coordinates; high-value type,22.2168484,-100.7989627,Centro de las Artes de San Luis Potosí,northamerica/mexico/sanluispotosi/centro_de_las_artes,0.524,19.558,20.345,needs_external_source,,https://en.wikivoyage.org/wiki/San_Luis_Potosi
europe/belgium/arlon,Arlon,Arlon,0,21,see,Source of the Semois river,0.77,candidate,has coordinates; high-value type,49.681818,5.820285,,,0.0,,0.312,needs_external_source,,https://en.wikivoyage.org/wiki/Arlon
europe/channelislands/sark,Sark,Sark,7,15,see,L’Eperquerie,0.77,candidate,has coordinates; high-value type,49.4485,-2.3665,La Seigneurie Gardens,europe/channelislands/sark/la_seigneurie_gardens,0.4,1.226,1.962,needs_external_source,,https://en.wikivoyage.org/wiki/Sark
europe/norway/kirkenes,Kirkenes,Kirkenes,16,12,see,Skafferhullet,0.77,candidate,has coordinates; high-value type,69.669,30.119,Bøkfjorden,europe/norway/kirkenes/bokfjorden,0.348,8.613,7.07,needs_external_source,,https://en.wikivoyage.org/wiki/Kirkenes
europe/unitedkingdom/northernireland/newry,Newry,Newry,10,32,see,Warrenpoint,0.77,candidate,has coordinates; high-value type,54.1,-6.249,The Brass Monkey,europe/unitedkingdom/northernireland/newry/brass_monkey,0.261,10.275,10.371,needs_external_source,,https://en.wikivoyage.org/wiki/Newry
northamerica/canada/britishcolumbia/princegeorge,Prince George,Prince George,5,41,do,Ferguson Lake,0.77,candidate,has coordinates; high-value type,54.0369,-122.8464,Two Rivers Gallery,northamerica/canada/britishcolumbia/princegeorge/two_rivers_gallery,0.387,15.271,15.293,needs_external_source,,https://en.wikivoyage.org/wiki/Prince_George
europe/spain/catalonia/sant_feliu_de_guixols,Sant Feliu de Guíxols,Sant Feliu de Guíxols,10,40,see,Mirador de les Peixateres,0.77,candidate,has coordinates; high-value type,41.7786288,3.0405844,Maritime Rescue Museum,europe/spain/catalonia/sant_feliu_de_guixols/maritime_rescue_museum,0.544,0.456,1.173,needs_external_source,,https://en.wikivoyage.org/wiki/Sant_Feliu_de_Gu%C3%ADxols
asia/india/kolkata,Kolkata,Kolkata,2,57,see,Baranagar Matri Sadan,0.77,candidate,has coordinates; high-value type,22.646,88.3709,Practical Information in Kolkata,asia/india/kolkata/practical_information,0.34,,8.193,needs_external_source,,https://en.wikivoyage.org/wiki/Kolkata
europe/sweden/uppsala,Uppsala,Uppsala,18,180,do,Sandviksbadet,0.77,candidate,has coordinates; high-value type,60.027520696725,17.572551375602,Upplandsmuseet,europe/sweden/uppsala/upplandsmuseet,0.444,19.067,19.141,needs_external_source,,https://en.wikivoyage.org/wiki/Uppsala
northamerica/turksandcaicosislands/southcaicos,South Caicos,South Caicos,5,13,do,Bell Sound,0.77,candidate,has coordinates; high-value type,21.52323,-71.51114,Sail Rock and the South-End Beaches,northamerica/turksandcaicosislands/southcaicos/sail_rock,0.341,8.373,2.741,needs_external_source,,https://en.wikivoyage.org/wiki/South_Caicos
europe/italy/veneto/venice,Venice,Venice,51,53,see,Triestina Tessera stop,0.77,candidate,has coordinates; high-value type,45.504139,12.32827,Osteria alle Testiere,europe/italy/veneto/venice/osteria_alle_testiere,0.465,7.556,7.461,needs_external_source,,https://en.wikivoyage.org/wiki/Venice
asia/turkey/erzincan,Erzincan,Erzincan,7,12,see,Dörtyol,0.77,candidate,has coordinates; high-value type,39.7467,39.491,Kemah and Mengücek Tomb,asia/turkey/erzincan/kemah_castle,0.267,43.967,0.048,needs_external_source,,https://en.wikivoyage.org/wiki/Erzincan
asia/malaysia/kualalumpur,Kuala Lumpur,Kuala Lumpur,102,107,see,Venezuela,0.77,candidate,has coordinates; high-value type,3.156394,101.720778,Sentul Depot,asia/malaysia/kualalumpur/sentuldepot,0.381,4.816,2.993,needs_external_source,,https://en.wikivoyage.org/wiki/Kuala_Lumpur
europe/poland/sosnowiec,Sosnowiec,Sosnowiec,5,51,see,Three Emperors' Corner,0.77,candidate,has coordinates; high-value type,50.229353,19.157722,Zagłębie Sports Park,europe/poland/sosnowiec/zaglebie_sports_park,0.4,6.63,6.212,needs_external_source,,https://en.wikivoyage.org/wiki/Sosnowiec
europe/unitedkingdom/england/bristol_plymouth_and_the_south_west/wells,Wells,Wells,6,27,do,Danny Butterman's house,0.77,candidate,has coordinates; high-value type,51.207813,-2.658806,Vicars' Close,europe/unitedkingdom/england/bristol_plymouth_and_the_south_west/wells/vicars_close,0.4,0.943,0.971,needs_external_source,,https://en.wikivoyage.org/wiki/Wells
asia/india/maharashtra/ellora,Ellora,Ellora,0,9,see,Dhumar Lena,0.77,candidate,has coordinates; high-value type,20.02874,75.1769,,,0.0,,1.572,needs_external_source,,https://en.wikivoyage.org/wiki/Ellora
europe/unitedkingdom/scotland/lochinver,Lochinver,Lochinver,5,16,see,Stoer Lighthouse,0.77,candidate,has coordinates; high-value type,58.2399,-5.4027,Lochinver Larder,europe/unitedkingdom/scotland/lochinver/lochinver_larder,0.375,13.794,13.599,needs_external_source,,https://en.wikivoyage.org/wiki/Lochinver
europe/bosniaandherzegovina/tuzla,Tuzla,Tuzla,7,17,see,Dubrave Aerodrom,0.77,candidate,has coordinates; high-value type,44.46976,18.7164,Behram-Begova Medresa,europe/bosniaandherzegovina/tuzla/behram_begova_medresa,0.432,9.115,8.356,needs_external_source,,https://en.wikivoyage.org/wiki/Tuzla
asia/malaysia/kotakinabalu,Kota Kinabalu,Kota Kinabalu,15,115,see,The Mengkabong water village,0.77,candidate,has coordinates; high-value type,6.136256,116.212188,Mari Mari Cultural Village,asia/malaysia/kotakinabalu/mari_mari_cultural_village,0.44,13.622,23.385,needs_external_source,,https://en.wikivoyage.org/wiki/Kota_Kinabalu
europe/unitedkingdom/northernireland/cookstown,Cookstown,Cookstown,12,26,see,Ardboe,0.77,candidate,has coordinates; high-value type,54.6195,-6.50502,Ardboe High Cross,europe/unitedkingdom/northernireland/cookstown/ardboe_high_cross,0.522,5.796,15.463,needs_external_source,,https://en.wikivoyage.org/wiki/Cookstown
asia/indonesia/java/semarang,Semarang,Semarang,8,164,see,RS. Telogorejo,0.77,candidate,has coordinates; high-value type,-6.987813,110.426687,Tay Kak Sie Temple,asia/indonesia/java/semarang/tay_kak_sie_temple,0.387,1.524,0.507,needs_external_source,,https://en.wikivoyage.org/wiki/Semarang
southamerica/ecuador/guayaquil,Guayaquil,Guayaquil,15,26,see,Patrimonial Cemetery Of The Charity Board Of Guayaquil,0.77,candidate,has coordinates; high-value type,-2.1826,-79.88617,MAAC — Museum of Anthropology and Contemporary Art,southamerica/ecuador/guayaquil/maac_museum,0.408,1.168,0.833,needs_external_source,,https://en.wikivoyage.org/wiki/Guayaquil
