world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
europe/unitedkingdom/scotland/glasgow,Glasgow,Glasgow,32,184,see,Fossil Grove,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,55.8767,-4.3382,Botanic Gardens,europe/unitedkingdom/scotland/glasgow/botanic_gardens,0.444,3.1,5.758,has_external_url,https://fossilgroveglasgow.org/,https://en.wikivoyage.org/wiki/Glasgow
europe/slovakia/kosice,Košice,Košice,7,153,do,Zoo,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,48.78354160285627,21.203952492524312,Executioner's Bastion,europe/slovakia/kosice/executioners_bastion,0.167,7.923,7.975,has_external_url,https://www.zookosice.sk/,https://en.wikivoyage.org/wiki/Ko%C5%A1ice
northamerica/unitedstates/nevada/carsoncity,Carson City,Carson City,8,25,do,Mills Park,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,39.16934,-119.755461,Orion Clemens House,northamerica/unitedstates/nevada/carsoncity/orion_clemens_house,0.276,1.172,1.053,has_external_url,https://www.carson.org/government/departments-g-z/parks-recreation-open-space/parks-and-places/parks-and-open-spaces/mills-park#ad-image-0,https://en.wikivoyage.org/wiki/Carson_City
europe/germany/saxony/leipzig,Leipzig,Leipzig,16,133,see,Exhibition centre,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,51.39667,12.40278,Wave-Gotik-Treffen,europe/germany/saxony/leipzig/wave_gotik_treffen,0.4,6.564,6.528,has_external_url,http://www.leipziger-messe.de/,https://en.wikivoyage.org/wiki/Leipzig
asia/china/hunan/zhuzhou,Zhuzhou,Zhuzhou,4,48,do,Zhuzhou Fantawild adventure theme park,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,27.989037,113.189823,Zhuzhou Television Tower,asia/china/hunan/zhuzhou/zhuzhou_television_tower,0.484,20.089,17.025,has_external_url,http://zhuzhou.fangte.com/,https://en.wikivoyage.org/wiki/Zhuzhou
europe/germany/bavaria/freising,Freising,Freising,9,21,do,Uferlos festival,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,48.40016,11.75586,Bräustüberl Weihenstephan,europe/germany/bavaria/freising/braustuberl_weihenstephan,0.439,2.019,0.882,has_external_url,http://uferlos-festival.de/,https://en.wikivoyage.org/wiki/Freising
northamerica/unitedstates/michigan/grandrapids,Grand Rapids,Grand Rapids,0,52,see,Frederik Meijer Gardens and Sculpture Park,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,42.981,-85.591,,,0.0,,6.571,has_external_url,http://www.meijergardens.org/,https://en.wikivoyage.org/wiki/Grand_Rapids
northamerica/unitedstates/oklahoma/broken_bow,Broken Bow,Broken Bow (Oklahoma),11,8,see,Hochatown Rescue Center & Petting Zoo,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,34.1513,-94.75116,Hochatown Distilling Company,northamerica/unitedstates/oklahoma/broken_bow/hochatown_distilling,0.507,2.644,13.645,has_external_url,https://facebook.com/HochatownPettingZoo,https://en.wikivoyage.org/wiki/Broken_Bow_%28Oklahoma%29
northamerica/unitedstates/massachusetts/salem,Salem,Salem (Massachusetts),11,81,see,Derby Wharf,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,42.516556,-70.883583,Salem Maritime National Historic Site,northamerica/unitedstates/massachusetts/salem/salem_maritime,0.524,0.476,0.916,has_external_url,https://www.nps.gov/places/derby-wharf.htm,https://en.wikivoyage.org/wiki/Salem_%28Massachusetts%29
northamerica/unitedstates/ohio/toledo,Toledo,Toledo (Ohio),13,91,see,Queen of the Most Holy Rosary Cathedral,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,41.6725,-83.5561,Maumee River Waterfront,northamerica/unitedstates/ohio/toledo/maumee_river_waterfront,0.379,3.172,2.655,has_external_url,https://www.rosarycathedral.org/,https://en.wikivoyage.org/wiki/Toledo_%28Ohio%29
europe/spain/santiago_de_compostela,Santiago de Compostela,Santiago de Compostela,8,32,see,Museum of the Galician People,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,42.8828,-8.5389,Monastery of San Martiño Pinario,europe/spain/santiago_de_compostela/monastery_san_martino_pinario,0.541,0.459,0.626,has_external_url,https://www.museodopobo.gal/,https://en.wikivoyage.org/wiki/Santiago_de_Compostela
europe/italy/trentinoaltoadige/bolzano,Bolzano,Bolzano,10,55,see,Maretsch Castle,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,46.503479,11.350459,Renon Plateau and Cable Car,europe/italy/trentinoaltoadige/bolzano/renon_plateau,0.381,13.726,19.284,has_external_url,http://www.maretsch.info/,https://en.wikivoyage.org/wiki/Bolzano
europe/hungary/miskolc,Miskolc,Miskolc,8,82,see,Greek Catholic Church,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,48.10663,20.79045,Széchenyi Street,europe/hungary/miskolc/széchenyi_street,0.535,0.465,0.394,has_external_url,http://www.búza-tér.hu/,https://en.wikivoyage.org/wiki/Miskolc
asia/turkey/antalya,Antalya,Antalya,50,44,see,Sandland,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,36.8489,30.8141,Lara,asia/turkey/antalya/lara,0.333,2.995,10.732,has_external_url,https://www.sandlandantalya.com/en/home/,https://en.wikivoyage.org/wiki/Antalya
