world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
northamerica/unitedstates/tennessee/chattanooga,Chattanooga,Chattanooga,20,86,see,The Pulse,0.59,candidate,has description; high-value type; has external URL,,,Ruby Falls,northamerica/unitedstates/tennessee/chattanooga/ruby_falls,0.4,,,missing_coordinates; has_external_url,http://www.chattanoogapulse.com,https://en.wikivoyage.org/wiki/Chattanooga
northamerica/unitedstates/alabama/florence,Florence,Florence (Alabama),11,25,see,Emergency Number,0.59,candidate,has description; high-value type; has external URL,,,Pope's Tavern Museum,northamerica/unitedstates/alabama/florence/pope_tavern,0.389,,,missing_coordinates; has_external_url,https://www.florencelauderdaleema.org/EMA/index.html,https://en.wikivoyage.org/wiki/Florence_%28Alabama%29
northamerica/nicaragua/jinotega,Jinotega,Jinotega,5,18,see,Association of Volunteers for the Development of Communities,0.59,candidate,has description; high-value type; has external URL,,,Cathedral of San Juan,northamerica/nicaragua/jinotega/cathedral_san_juan,0.312,,,missing_coordinates; has_external_url,http://www.avodec.org/,https://en.wikivoyage.org/wiki/Jinotega
europe/unitedkingdom/wales/swansea,Swansea,Swansea,33,323,do,Gower Festival,0.59,candidate,has description; high-value type; has external URL,,,Tower of the Ecliptic Observatory,europe/unitedkingdom/wales/swansea/tower_of_ecliptic,0.512,,,missing_coordinates; has_external_url,https://www.facebook.com/gowerfestival,https://en.wikivoyage.org/wiki/Swansea
europe/unitedkingdom/england/suffolk/lowestoft,Lowestoft,Lowestoft,7,20,see,National Express,0.59,candidate,has description; high-value type; has external URL,,,Mincarlo,europe/unitedkingdom/england/suffolk/lowestoft/mincarlo,0.333,,,missing_coordinates; has_external_url,https://www.nationalexpress.com/en,https://en.wikivoyage.org/wiki/Lowestoft
northamerica/unitedstates/arizona/grandcanyon,Grand Canyon,Grand Canyon,6,52,do,Serenity Helicopters,0.59,candidate,has description; high-value type; has external URL,,,Desert View Watchtower,northamerica/unitedstates/arizona/grandcanyon/desert_view_watchtower,0.429,,,missing_coordinates; has_external_url,http://www.serenityhelicopters.com/,https://en.wikivoyage.org/wiki/Grand_Canyon
europe/hungary/gyor,Győr,Győr,13,201,do,Gyori Art and Festival Centre,0.59,candidate,has description; high-value type; has external URL,,,ETO Park and River Promenade,europe/hungary/gyor/eto_park,0.526,,,missing_coordinates; has_external_url,http://www.mufegyor.hu,https://en.wikivoyage.org/wiki/Gy%C5%91r
northamerica/unitedstates/california/northcoast/crescentcity,Crescent City,Crescent City,8,7,see,Redwood Coast Transit,0.59,candidate,has description; high-value type; has external URL,,,Jedediah Smith Redwoods State Park,northamerica/unitedstates/california/northcoast/crescentcity/jedediah_smith_redwoods,0.436,,,missing_coordinates; has_external_url,http://redwoodcoasttransit.org,https://en.wikivoyage.org/wiki/Crescent_City
northamerica/unitedstates/michigan/grandrapids,Grand Rapids,Grand Rapids,0,52,do,Celebration on the Grand,0.59,candidate,has description; high-value type; has external URL,,,,,0.0,,,missing_coordinates; has_external_url,http://www.celebrationonthegrand.org/,https://en.wikivoyage.org/wiki/Grand_Rapids
europe/austria/vienna,Vienna,Vienna,67,134,see,Orangeways,0.59,candidate,has description; high-value type; has external URL,,,Rathaus,europe/austria/vienna/rathaus,0.471,,,missing_coordinates; has_external_url,http://www.orangeways.com/,https://en.wikivoyage.org/wiki/Vienna
