world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
southamerica/bolivia/lapaz,La Paz,La Paz,50,86,do,Monje Campero,0.51,candidate,high-value type; has external URL,,,Coca Museum,southamerica/bolivia/lapaz/coca_museum,0.417,,,missing_coordinates; has_external_url,http://monjecampero.com.bo,https://en.wikivoyage.org/wiki/La_Paz
europe/norway/oslo,Oslo,Oslo,26,88,see,Iran,0.51,candidate,high-value type; has external URL,,,Vigeland Park (Frognerparken),europe/norway/oslo/the_vigeland_park,0.353,,,missing_coordinates; has_external_url,http://iranembassy.no/public_html/en/index.htm,https://en.wikivoyage.org/wiki/Oslo
northamerica/mexico/mexicocity,Mexico City,Mexico City,52,141,see,Taiwan (Oficina Económica y Cultural de Taipei en México),0.51,candidate,high-value type; has external URL,,,Café La Habana,northamerica/mexico/mexicocity/cafe_la_habana,0.375,,,missing_coordinates; has_external_url,https://www.roc-taiwan.org/mx_es/index.html,https://en.wikivoyage.org/wiki/Mexico_City
europe/unitedkingdom/scotland/shetland/unst,Unst,Unst,6,20,see,Tourism information,0.51,candidate,high-value type; has external URL,,,Saxa Vord Distillery,europe/unitedkingdom/scotland/shetland/unst/saxa_vord_distillery,0.308,,,missing_coordinates; has_external_url,http://unst.org,https://en.wikivoyage.org/wiki/Unst
asia/turkey/ankara,Ankara,Ankara,13,116,see,Ukraine,0.51,candidate,high-value type; has external URL,,,Anıtkabir (Atatürk Mausoleum),asia/turkey/ankara/anitkabir,0.462,,,missing_coordinates; has_external_url,https://turkey.mfa.gov.ua/,https://en.wikivoyage.org/wiki/Ankara
africa/zimbabwe/harare,Harare,Harare,8,48,see,United States of America,0.51,candidate,high-value type; has external URL,,,Eastgate Centre,africa/zimbabwe/harare/eastgate_centre,0.41,,,missing_coordinates; has_external_url,https://zw.usembassy.gov/,https://en.wikivoyage.org/wiki/Harare
northamerica/unitedstates/arkansas/springdale,Springdale,Springdale (Arkansas),9,6,do,Arts One Presents,0.51,candidate,high-value type; has external URL,,,Arts Center of the Ozarks,northamerica/unitedstates/arkansas/springdale/arts_center_of_the_ozarks,0.474,,,missing_coordinates; has_external_url,https://www.artsonepresents.org/,https://en.wikivoyage.org/wiki/Springdale_%28Arkansas%29
europe/unitedkingdom/england/london,London,London,76,205,see,Peru,0.51,candidate,high-value type; has external URL,,,Hyde Park,europe/unitedkingdom/england/london/hyde_park,0.308,,,missing_coordinates; has_external_url,http://peruembassy-uk.com,https://en.wikivoyage.org/wiki/London
europe/ukraine/kyiv,Kyiv,Kyiv,52,205,see,Shark,0.51,candidate,high-value type; has external URL,,,Khreshchatyk,europe/ukraine/kyiv/khreshchatyk,0.471,,,missing_coordinates; has_external_url,https://shark-taxi.ua/en,https://en.wikivoyage.org/wiki/Kyiv
europe/croatia/split,Split,Split,24,49,see,Uber,0.51,candidate,high-value type; has external URL,,,Kašjuni Beach,europe/croatia/split/kasjuni_beach,0.353,,,missing_coordinates; has_external_url,https://www.uber.com/,https://en.wikivoyage.org/wiki/Split
asia/china/hongkong,Hong Kong,Hong Kong,64,81,see,Czech Republic,0.51,candidate,high-value type; has external URL,,,Repulse Bay,asia/china/hongkong/repulsebay,0.4,,,missing_coordinates; has_external_url,https://www.mzv.cz/hongkong/,https://en.wikivoyage.org/wiki/Hong_Kong
europe/spain/madrid,Madrid,Madrid,116,94,see,Romania,0.51,candidate,high-value type; has external URL,,,Faro de Moncloa,europe/spain/madrid/farodemoncloa,0.526,,,missing_coordinates; has_external_url,http://madrid.mae.ro/,https://en.wikivoyage.org/wiki/Madrid
northamerica/unitedstates/michigan/marquette,Marquette,Marquette (Michigan),7,42,do,Hiawatha Traditional American Music Festival,0.51,candidate,high-value type; has external URL,,,Marquette Maritime Museum,northamerica/unitedstates/michigan/marquette/marquette_maritime_museum,0.377,,,missing_coordinates; has_external_url,https://hiawathamusic.org/,https://en.wikivoyage.org/wiki/Marquette_%28Michigan%29
southamerica/brazil/saopaulo,São Paulo,São Paulo,31,48,see,Colombia,0.51,candidate,high-value type; has external URL,,,Beco do Batman,southamerica/brazil/saopaulo/beco_do_batman,0.455,,,missing_coordinates; has_external_url,http://saopaulo.consulado.gov.co/,https://en.wikivoyage.org/wiki/S%C3%A3o_Paulo
europe/germany/rhinelandpalatinate/mosel/cochem,Cochem,Cochem,5,39,see,Rheinland-Pfalz Bundesland Tourismus GmbH,0.51,candidate,high-value type; has external URL,,,Mosel Boat Trips,europe/germany/rhinelandpalatinate/mosel/cochem/mosel_boat_trips,0.351,,,missing_coordinates; has_external_url,http://www.rlp-info.de,https://en.wikivoyage.org/wiki/Cochem
europe/ukraine/kharkiv,Kharkiv,Kharkiv,13,157,see,Shark,0.51,candidate,high-value type; has external URL,,,Kharkiv Metro,europe/ukraine/kharkiv/kharkiv_metro,0.444,,,missing_coordinates; has_external_url,https://shark-taxi.ua/en,https://en.wikivoyage.org/wiki/Kharkiv
northamerica/canada/britishcolumbia/courtenay,Courtenay,Courtenay,5,30,see,Comox Valley Record,0.51,candidate,high-value type; has external URL,,,Mount Washington Alpine Resort,northamerica/canada/britishcolumbia/courtenay/mount_washington,0.449,,,missing_coordinates; has_external_url,https://www.comoxvalleyrecord.com/,https://en.wikivoyage.org/wiki/Courtenay
northamerica/unitedstates/texas/houston,Houston,Houston,7,75,see,Uruguay (Honorary),0.51,candidate,high-value type; has external URL,,,Hermann Park,northamerica/unitedstates/texas/houston/hermann_park,0.211,,,missing_coordinates; has_external_url,http://www.uruguaymiami.org/,https://en.wikivoyage.org/wiki/Houston
northamerica/unitedstates/indiana/bedford,Bedford,Bedford (Indiana),9,27,see,Holiday Drive-In Theater,0.51,candidate,high-value type; has external URL,,,Green Hill Cemetery,northamerica/unitedstates/indiana/bedford/stone_carvers_cemetery,0.419,,,missing_coordinates; has_external_url,http://www.holidaydrivein.biz,https://en.wikivoyage.org/wiki/Bedford_%28Indiana%29
europe/finland/helsinki,Helsinki,Helsinki,56,99,see,Lithuania,0.51,candidate,high-value type; has external URL,,,Linnanmäki,europe/finland/helsinki/linnanmaki,0.526,,,missing_coordinates; has_external_url,http://fi.mfa.lt/,https://en.wikivoyage.org/wiki/Helsinki
europe/serbia/belgrade,Belgrade,Belgrade,16,93,see,Russia,0.51,candidate,high-value type; has external URL,,,Ružica Church,europe/serbia/belgrade/ruzica_church,0.421,,,missing_coordinates; has_external_url,http://www.ambasadarusije.rs/,https://en.wikivoyage.org/wiki/Belgrade
northamerica/unitedstates/washingtondc,Washington D.C.,"Washington, D.C.",48,211,see,Jordan,0.51,candidate,high-value type; has external URL,,,Ford's Theatre,northamerica/unitedstates/washingtondc/fords_theatre,0.4,,,missing_coordinates; has_external_url,https://mfa.gov.jo/en/embassy/washington,https://en.wikivoyage.org/wiki/Washington%2C_D.C.
northamerica/canada/ontario/toronto,Toronto,Toronto,48,131,see,Antigua and Barbuda,0.51,candidate,high-value type; has external URL,,,Canoe Restaurant and Bar,northamerica/canada/ontario/toronto/canoe_restaurant,0.512,,,missing_coordinates; has_external_url,https://www.antiguabarbudaconsulate.com/,https://en.wikivoyage.org/wiki/Toronto
europe/netherlands/hilversum,Hilversum,Hilversum,16,69,see,City Parking,0.51,candidate,high-value type; has external URL,,,Mediapark,europe/netherlands/hilversum/media_park,0.476,,,missing_coordinates; has_external_url,http://www.city-parking.nl/,https://en.wikivoyage.org/wiki/Hilversum
europe/unitedkingdom/england/london,London,London,76,205,see,Zambia,0.51,candidate,high-value type; has external URL,,,Fabric,europe/unitedkingdom/england/london/fabric,0.5,,,missing_coordinates; has_external_url,http://zambiahc.org.uk/,https://en.wikivoyage.org/wiki/London
northamerica/unitedstates/georgia/helen,Helen,Helen,9,29,do,Wildwood Outfitters,0.51,candidate,high-value type; has external URL,,,Smithgall Woods Conservation Area,northamerica/unitedstates/georgia/helen/smithgall_woods,0.385,,,missing_coordinates; has_external_url,http://www.wildwoodoutfitters.com/,https://en.wikivoyage.org/wiki/Helen
australiaandpacific/australia/queensland/sunshinecoast,Sunshine Coast,Sunshine Coast,7,112,do,Go Karting,0.51,candidate,high-value type; has external URL,,,Noosa National Park,australiaandpacific/australia/queensland/sunshinecoast/noosa_national_park,0.345,,,missing_coordinates; has_external_url,http://www.bigkart.com.au,https://en.wikivoyage.org/wiki/Sunshine_Coast
europe/greece/athens,Athens,Athens,48,150,see,Estonia,0.51,candidate,high-value type; has external URL,,,Erechtheion,europe/greece/athens/erechtheion,0.444,,,missing_coordinates; has_external_url,https://athens.mfa.ee/,https://en.wikivoyage.org/wiki/Athens
northamerica/guatemala/quezaltenango,Quetzaltenango (Xela),Quetzaltenango,3,13,do,Asociación de Mujeres del Altiplano,0.51,candidate,high-value type; has external URL,,,Santa María Volcano,northamerica/guatemala/quezaltenango/santa_maria_volcano,0.444,,,missing_coordinates; has_external_url,https://amaguate.org,https://en.wikivoyage.org/wiki/Quetzaltenango
