world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
europe/unitedkingdom/england/newcastle_and_north_east/consett,Consett,Consett,2,7,see,Derwentcote Steel Furnace,0.77,candidate,has coordinates; high-value type,54.9031,-1.7982,Hownsgill Viaduct,europe/unitedkingdom/england/newcastle_and_north_east/consett/hownsgill_viaduct,0.286,8.271,6.124,needs_external_source,,https://en.wikivoyage.org/wiki/Consett
asia/iran/persepolis,Persepolis,Persepolis,0,17,see,The rock-hewn tomb of Artexerxes III,0.77,candidate,has coordinates; high-value type,29.9333,52.8948,,,0.0,,0.474,needs_external_source,,https://en.wikivoyage.org/wiki/Persepolis
africa/nigeria/abuja,Abuja,Abuja,10,57,see,National Assembly Complex,0.77,candidate,has coordinates; high-value type,9.06806,7.511202,National Christian Centre,africa/nigeria/abuja/national_christian_centre,0.52,2.575,2.441,needs_external_source,,https://en.wikivoyage.org/wiki/Abuja
southamerica/brazil/iguacufalls,Iguaçu Falls,Iguaçu Falls,1,14,see,Sendero Macuco,0.77,candidate,has coordinates; high-value type,-25.6788,-54.4502,Itaipu Dam,southamerica/brazil/iguacufalls/itaipu_dam,0.167,30.598,2.167,needs_external_source,,https://en.wikivoyage.org/wiki/Igua%C3%A7u_Falls
europe/unitedkingdom/scotland/oban,Oban,Oban,6,25,do,Isle of Kerrera,0.77,candidate,has coordinates; high-value type,56.398,-5.544,CalMac Ferry Terminal,europe/unitedkingdom/scotland/oban/calmac_ferry_terminal,0.5,4.72,4.674,needs_external_source,,https://en.wikivoyage.org/wiki/Oban
europe/romania/turda,Turda,Turda,4,9,see,Remeta,0.77,candidate,has coordinates; high-value type,46.45325,23.567445,Reformed Church of Turda,europe/romania/turda/reformed_church_turda,0.4,20.885,21.033,needs_external_source,,https://en.wikivoyage.org/wiki/Turda
asia/turkey/edirne,Edirne,Edirne,15,40,see,Sarayiçi,0.77,candidate,has coordinates; high-value type,41.6906,26.556,Meriç Bridge,asia/turkey/edirne/meric_bridge,0.421,2.648,1.646,needs_external_source,,https://en.wikivoyage.org/wiki/Edirne
europe/netherlands/utrecht,Utrecht,Utrecht,14,77,do,Julianapark,0.77,candidate,has coordinates; high-value type,52.106294,5.08755,Lapjesmarkt,europe/netherlands/utrecht/lapjesmarkt,0.545,2.576,2.899,needs_external_source,,https://en.wikivoyage.org/wiki/Utrecht
northamerica/unitedstates/alaska/anchorage,Anchorage,Anchorage,23,84,see,Findland (Honorary),0.77,candidate,has coordinates; high-value type,61.19777,-149.9524,Kincaid Park,northamerica/unitedstates/alaska/anchorage/kincaid_park,0.4,7.114,3.705,needs_external_source,,https://en.wikivoyage.org/wiki/Anchorage
europe/unitedkingdom/scotland/peterhead,Peterhead,Peterhead,1,30,see,Peterhead Bay,0.77,candidate,has coordinates; high-value type,57.499435,-1.782566,Things to do in Peterhead,europe/unitedkingdom/scotland/peterhead/things_to_do,0.474,,0.598,needs_external_source,,https://en.wikivoyage.org/wiki/Peterhead
