world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
northamerica/unitedstates/massachusetts/pittsfield,Pittsfield,Pittsfield,11,32,do,Berkshire Community Rowing,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Berkshire Museum,northamerica/unitedstates/massachusetts/pittsfield/berkshire_museum,0.571,,,missing_coordinates; has_external_url,https://berkshirecommunityrowing.org/,https://en.wikivoyage.org/wiki/Pittsfield
europe/unitedkingdom/wales/machynlleth,Machynlleth,Machynlleth,6,13,see,Royal House and Parliament buildings,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Owain Glyndŵr Parliament House,europe/unitedkingdom/wales/machynlleth/owain_glyndwr_parliament_house,0.576,,,missing_coordinates; has_external_url,http://www.cpat.org.uk/projects/longer/machyn/machyn.htm,https://en.wikivoyage.org/wiki/Machynlleth
europe/spain/catalonia/sitges,Sitges,Sitges,15,23,see,Cau Ferrat Museum,0.48,candidate,has description; high-value type; has external URL; strong travel term,,41.23487,Museu Cau Ferrat,europe/spain/catalonia/sitges/cau_ferrat,0.606,,,missing_coordinates; has_external_url,https://museusdesitges.cat/en/museum/cau-ferrat/cau-ferrat-museum,https://en.wikivoyage.org/wiki/Sitges
asia/china/shaanxi/xian,Xi'an,Xi'an,27,73,see,City God Temple of Xi'an,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Daci'en Temple,asia/china/shaanxi/xian/daci_en_temple,0.571,,,missing_coordinates; has_external_url,https://weibo.com/xapct?is_all=1,https://en.wikivoyage.org/wiki/Xi%27an
europe/croatia/rijeka,Rijeka,Rijeka,6,40,see,Thesaurus and Gallery of Our Lady of Trsat’s Sanctuary,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Sanctuary of Our Lady of Trsat,europe/croatia/rijeka/our_lady_of_trsat,0.643,,,missing_coordinates; has_external_url,http://www.trsat-svetiste.com.hr/,https://en.wikivoyage.org/wiki/Rijeka
northamerica/unitedstates/wyoming/laramie,Laramie,Laramie,6,15,do,Snowy Range Scenic Byway,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Snowy Range (Medicine Bow Mountains),northamerica/unitedstates/wyoming/laramie/snowy_range,0.629,,,missing_coordinates; has_external_url,https://www.wyomingtourism.org/things-to-do/detail/Snowy-Range-Scenic-Byway/8454,https://en.wikivoyage.org/wiki/Laramie
europe/finland/jyvaskyla,Jyväskylä,Jyväskylä,10,66,do,Jyväskylä Arts Festival,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Jyväskylä Art Museum,europe/finland/jyvaskyla/jyvaskyla_art_museum,0.683,,,missing_coordinates; has_external_url,https://jyvaskylankesa.fi/en/,https://en.wikivoyage.org/wiki/Jyv%C3%A4skyl%C3%A4
europe/france/alpes/grenoble,Grenoble,Grenoble,23,35,see,Musée Champollion,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Musée Dauphinois,europe/france/alpes/grenoble/museedauphinois,0.606,,,missing_coordinates; has_external_url,https://musees.isere.fr/musee/musee-champollion,https://en.wikivoyage.org/wiki/Grenoble
europe/unitedkingdom/england/south_east/brighton,Brighton,Brighton,15,141,see,Sea Life Centre,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,City Centre,europe/unitedkingdom/england/south_east/brighton/city_centre,0.615,,,missing_coordinates; has_external_url,http://www.visitsealife.com/Brighton/,https://en.wikivoyage.org/wiki/Brighton
northamerica/thecaribbean/puertorico/sanjuan,San Juan,San Juan,52,38,see,La Casa del Libro,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Casa Bacardí,northamerica/thecaribbean/puertorico/sanjuan/casa_bacardi,0.667,,,missing_coordinates; has_external_url,https://www.lacasadellibro.org/,https://en.wikivoyage.org/wiki/San_Juan
europe/italy/campania/naples,Naples,Naples,50,160,do,Centro Sub Campi Flegrei,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Campi Flegrei (Phlegraean Fields),europe/italy/campania/naples/the_phlaegrean_fie,0.703,,,missing_coordinates; has_external_url,http://www.napolidivingcenter.it/index.php?id_lingua=en,https://en.wikivoyage.org/wiki/Naples
europe/hungary/mor,Mór,Mór,5,5,see,Castle of Mór,0.48,candidate,has description; high-value type; has external URL; strong travel term,,,Battle of Mór Memorial,europe/hungary/mor/battle_of_mor_memorial,0.629,,,missing_coordinates; has_external_url,http://www.lambergkastely.hu/index-hu/nyitolap-koszonto,https://en.wikivoyage.org/wiki/M%C3%B3r
