world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
europe/france/normandybrittany/caen,Caen,Caen,7,30,do,Parc Festyland,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,49.182778,-0.423056,Château de Caen,europe/france/normandybrittany/caen/chateau_de_caen,0.385,4.398,4.327,has_external_url,http://www.festyland.com/,https://en.wikivoyage.org/wiki/Caen
europe/poland/katowice,Katowice,Katowice,12,77,do,Teatr Żelazny,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,50.2663,18.9883,Silesian Theatre,europe/poland/katowice/silesian_theatre,0.429,2.549,2.528,has_external_url,https://www.teatrzelazny.pl/,https://en.wikivoyage.org/wiki/Katowice
europe/slovakia/kosice,Košice,Košice,7,153,do,Children's Heritage Railway,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,48.749693242192656,21.22832563288061,Hlavná Ulica,europe/slovakia/kosice/hlavna_ulica,0.316,3.745,3.829,has_external_url,https://www.detskazeleznica.sk/,https://en.wikivoyage.org/wiki/Ko%C5%A1ice
northamerica/unitedstates/florida/daytona_beach,Daytona Beach,Daytona Beach,17,102,see,Southeast Museum of Photography,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,29.2,-81.05,South Beach Street Historic District,northamerica/unitedstates/florida/daytona_beach/south_beach_street_historic_district,0.448,3.203,2.9,has_external_url,http://www.smponline.org/,https://en.wikivoyage.org/wiki/Daytona_Beach
northamerica/unitedstates/mississippi/gulfport,Gulfport,Gulfport,3,11,do,Island View Casino Resort,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,30.3636,-89.1022,Jones Park and Small Craft Harbor,northamerica/unitedstates/mississippi/gulfport/jones_park_and_harbor,0.345,0.992,0.995,has_external_url,http://www.islandviewcasino.com/,https://en.wikivoyage.org/wiki/Gulfport
northamerica/unitedstates/georgia/fortoglethorpe,Fort Oglethorpe,Fort Oglethorpe (Georgia),2,7,do,Lake Winnepesaukah Amusement Park,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,34.97658,-85.24595,6th Cavalry Museum,northamerica/unitedstates/georgia/fortoglethorpe/6th_cavalry_museum,0.314,3.156,2.956,has_external_url,http://www.lakewinnie.com/,https://en.wikivoyage.org/wiki/Fort_Oglethorpe_%28Georgia%29
europe/spain/catalonia/castello_de_ampurias,Castello d'Empuries,Castelló d'Empúries,5,13,do,Butterfly Park,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,42.25859,3.08532,Flour Mill and Eco-Museum,europe/spain/catalonia/castello_de_ampurias/flour_mill_ecomuseum,0.306,0.694,0.85,has_external_url,https://www.butterflypark.es/,https://en.wikivoyage.org/wiki/Castell%C3%B3_d%27Emp%C3%BAries
asia/china/jiangsu_province/yangzhou,Yangzhou,Yangzhou,11,19,see,Zhuyuwan Scenic Area and Yangzhou Zoo,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,32.43115,119.485506,Daming Temple and Jianzheng Pagoda,asia/china/jiangsu_province/yangzhou/daming_temple,0.423,7.322,7.978,has_external_url,http://www.yzzyw.com/pindex.asp,https://en.wikivoyage.org/wiki/Yangzhou
europe/hungary/gyor,Győr,Győr,13,201,see,Roman Catholic Church former Camillian Church,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,47.6784,17.6321,Győr Cathedral,europe/hungary/gyor/gyor_cathedral,0.339,1.093,0.591,has_external_url,http://miserend.hu/?templom=136,https://en.wikivoyage.org/wiki/Gy%C5%91r
asia/china/hunan/changsha,Changsha,Changsha,50,47,see,The Geological Museum of Hunan,0.93,candidate,has coordinates; has description; high-value type; has external URL; strong travel term,28.1108383447,112.9766741866,Hunan Provincial Museum,asia/china/hunan/changsha/hunan_provincial_museum,0.49,10.493,9.786,has_external_url,http://www.hndzbwg.com/,https://en.wikivoyage.org/wiki/Changsha
