world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url
europe/russia/krasnodar,Krasnodar,Krasnodar,8,20,see,Krasnodar Regional Showroom of Fine Arts,0.74,candidate,has coordinates; has description; high-value type; has external URL,45.01759,38.9678,Krasnodar Regional History Museum,europe/russia/krasnodar/regional_history_museum,0.603,2.067,2.089,has_external_url,http://artzal.ru/en/,https://en.wikivoyage.org/wiki/Krasnodar
northamerica/unitedstates/colorado/denver,Denver,Denver,71,146,do,Lion's Lair,0.74,candidate,has coordinates; has description; high-value type; has external URL,39.73983,-104.96244,Union Station,northamerica/unitedstates/colorado/denver/denver_union_station,0.583,3.532,1.918,has_external_url,http://lionslairco.com/,https://en.wikivoyage.org/wiki/Denver
northamerica/unitedstates/southcarolina/myrtlebeach,Myrtle Beach,Myrtle Beach,7,27,do,Legends In Concert,0.74,candidate,has coordinates; has description; high-value type; has external URL,33.7211309,-78.881443,Peaches Corner,northamerica/unitedstates/southcarolina/myrtlebeach/peaches_corner,0.562,3.222,2.971,has_external_url,http://www.legendsinconcert.com/myrtle-beach,https://en.wikivoyage.org/wiki/Myrtle_Beach
asia/cambodia/siemreap,Siem Reap,Siem Reap,56,78,see,Angkor Eye,0.74,candidate,has coordinates; has description; high-value type; has external URL,13.3767,103.8334,Angkor Wat,asia/cambodia/siemreap/angkor_wat,0.7,5.355,3.233,has_external_url,https://angkoreye.com/,https://en.wikivoyage.org/wiki/Siem_Reap
northamerica/unitedstates/oklahoma/ada,Ada,Ada (Oklahoma),6,10,do,Ada Gaming Center,0.74,candidate,has coordinates; has description; high-value type; has external URL,34.7862,-96.6523,Ada Arts and Heritage Center,northamerica/unitedstates/oklahoma/ada/ada_arts_and_heritage_center,0.622,2.776,3.008,has_external_url,http://adagaming.com/,https://en.wikivoyage.org/wiki/Ada_%28Oklahoma%29
europe/germany/brandenburg/potsdam,Potsdam,Potsdam,50,62,see,Holländisches Viertel (Dutch Quarter),0.74,candidate,has coordinates; has description; high-value type; has external URL,52.4028,13.0611,Restaurant Juliette,europe/germany/brandenburg/potsdam/restaurant_juliette,0.616,0.384,1.376,has_external_url,https://www.potsdam.de/de/hollaendisches-viertel,https://en.wikivoyage.org/wiki/Potsdam
europe/unitedkingdom/england/birmingham_and_west_midlands/birmingham,Birmingham,Birmingham,16,180,see,Birmingham Peace Pagoda,0.74,candidate,has coordinates; has description; high-value type; has external URL,52.47918,-1.93271,Birmingham Back to Backs,europe/unitedkingdom/england/birmingham_and_west_midlands/birmingham/birmingham_back_to_backs,0.681,2.181,2.033,has_external_url,http://www.chezpaul.org.uk/buddhism/uk/talaka.htm,https://en.wikivoyage.org/wiki/Birmingham
europe/netherlands/utrecht,Utrecht,Utrecht,14,77,do,Skate parade,0.74,candidate,has coordinates; has description; high-value type; has external URL,52.09361,5.12624,De Rechtbank,europe/netherlands/utrecht/de_rechtbank,0.683,0.317,0.455,has_external_url,https://u-skateparade.nl,https://en.wikivoyage.org/wiki/Utrecht
europe/unitedkingdom/wales/tenby,Tenby,Tenby,14,27,do,Tenby Cycles,0.74,candidate,has coordinates; has description; high-value type; has external URL,51.67191,-4.70753,Five Arches Barbican,europe/unitedkingdom/wales/tenby/five_arches,0.588,0.412,0.188,has_external_url,https://www.facebook.com/tenbycycles/,https://en.wikivoyage.org/wiki/Tenby
europe/sweden/gvle,Gävle,Gävle,5,44,do,Gävle Concert Hall,0.74,candidate,has coordinates; has description; high-value type; has external URL,60.6725,17.1336,Gamla Gefle,europe/sweden/gvle/gamla_gefle,0.65,0.35,0.766,has_external_url,https://www.gavlekonserthus.se/,https://en.wikivoyage.org/wiki/G%C3%A4vle
europe/italy/sicily/taormina,Taormina,Taormina,7,23,see,Palazzo dei Duchi di Santo Stefano,0.74,candidate,has coordinates; has description; high-value type; has external URL,37.850834,15.281698,La Dracena,europe/italy/sicily/taormina/la_dracena,0.572,0.428,0.121,has_external_url,http://www.comune.taormina.it/la-citt/monumenti/palazzo-duchi-di-santo-stefano.aspx,https://en.wikivoyage.org/wiki/Taormina
europe/germany/hessen/frankfurt,Frankfurt,Frankfurt,53,24,see,Touristinfo Hauptbahnhof,0.74,candidate,has coordinates; has description; high-value type; has external URL,50.1071,8.66424,Plank,europe/germany/hessen/frankfurt/plank,0.623,0.377,1.342,has_external_url,https://www.visitfrankfurt.travel/en/services/tourist-information,https://en.wikivoyage.org/wiki/Frankfurt
asia/china/shandong_province/penglai,Penglai,Penglai,5,14,see,Penglai Baxian Sea Scenic Area,0.74,candidate,has coordinates; has description; high-value type; has external URL,37.825764,120.759647,Penglai Seafront Promenade,asia/china/shandong_province/penglai/penglai_seafront,0.571,1.887,1.887,has_external_url,https://m.baxian.cn/penglai/map.shtml,https://en.wikivoyage.org/wiki/Penglai
northamerica/unitedstates/utah/saltlakecity,Salt Lake City,Salt Lake City,62,174,see,WorkHive,0.74,candidate,has coordinates; has description; high-value type; has external URL,40.76265,-111.89581,Rio Grande Depot / Utah State History,northamerica/unitedstates/utah/saltlakecity/utah_state_history_museum,0.647,0.353,0.831,has_external_url,https://workhiveslc.com/,https://en.wikivoyage.org/wiki/Salt_Lake_City
europe/netherlands/utrecht,Utrecht,Utrecht,14,77,see,Huis Doorn,0.74,candidate,has coordinates; has description; high-value type; has external URL,52.031426,5.338733,Fish Doorbell,europe/netherlands/utrecht/fish_doorbell,0.609,17.025,16.244,has_external_url,http://www.huisdoorn.nl/en/visitors/opening-times-prices/,https://en.wikivoyage.org/wiki/Utrecht
