world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
europe/russia/moscow,Moscow,Moscow,32,143,see,Oman,0.47,candidate,high-value type,,,The Kremlin,europe/russia/moscow/the_kremlin,0.364,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Moscow,candidate score 0.47 is below the 6.0 POI threshold
europe/denmark/aarhus,Aarhus,Aarhus,12,232,see,Czech Republic,0.47,candidate,high-value type,,,Aarhus Theatre,europe/denmark/aarhus/aarhus_theatre,0.286,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Aarhus,candidate score 0.47 is below the 6.0 POI threshold
asia/vietnam/hochiminhcity,Ho Chi Minh City,Ho Chi Minh City,56,178,see,Ukraine,0.47,candidate,high-value type,,,Hoi An Restaurant,asia/vietnam/hochiminhcity/hoi_an,0.381,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Ho_Chi_Minh_City,candidate score 0.47 is below the 6.0 POI threshold
africa/morocco/rabat,Rabat,Rabat,16,61,see,Serbia,0.47,candidate,high-value type,,,Livre Service Rabat S.A.,africa/morocco/rabat/livre_service_raba,0.37,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Rabat,candidate score 0.47 is below the 6.0 POI threshold
northamerica/unitedstates/illinois/chicago,Chicago,Chicago,152,132,see,Sierra Leone (Honorary),0.47,candidate,high-value type,,,Soldier Field,northamerica/unitedstates/illinois/chicago/south_loop_kaplan,0.48,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Chicago,candidate score 0.47 is below the 6.0 POI threshold
europe/russia/staraya_ladoga,Staraya Ladoga,Staraya Ladoga,6,13,see,Kremlin,0.47,candidate,high-value type,,,Oleg's Burial Mounds,europe/russia/staraya_ladoga/oleg_burial_mounds,0.222,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Staraya_Ladoga,candidate score 0.47 is below the 6.0 POI threshold
europe/russia/moscow,Moscow,Moscow,32,143,see,Latvia,0.47,candidate,high-value type,,,Vladimir,europe/russia/moscow/vladimir,0.429,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Moscow,candidate score 0.47 is below the 6.0 POI threshold
southamerica/brazil/recife,Recife,Recife,34,154,see,Rodoviária,0.47,candidate,high-value type,,,Paço do Frevo,southamerica/brazil/recife/paço_do_frevo,0.435,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Recife,candidate score 0.47 is below the 6.0 POI threshold
northamerica/unitedstates/iowa/desmoines,Des Moines,Des Moines,20,131,see,Kosovo,0.47,candidate,high-value type,,,Blank Park Zoo,northamerica/unitedstates/iowa/desmoines/blank_park_zoo,0.3,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Des_Moines,candidate score 0.47 is below the 6.0 POI threshold
northamerica/canada/ontario/ottawa,Ottawa,Ottawa,23,271,see,El Salvador,0.47,candidate,high-value type,,,Westboro,northamerica/canada/ontario/ottawa/westboro,0.375,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Ottawa,candidate score 0.47 is below the 6.0 POI threshold
asia/bangladesh/dhaka,Dhaka,Dhaka,20,27,see,Russia,0.47,candidate,high-value type,,,University of Dhaka Area,asia/bangladesh/dhaka/university_area,0.267,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Dhaka,candidate score 0.47 is below the 6.0 POI threshold
africa/southafrica/capetown,Cape Town,Cape Town,95,187,do,Ama Feesh Charters,0.47,candidate,high-value type,,,The Armchair Theatre,africa/southafrica/capetown/the_armchair_theatre,0.529,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Cape_Town,candidate score 0.47 is below the 6.0 POI threshold
asia/srilanka/colombo,Colombo,Colombo,25,116,see,Winyatts Mansion,0.47,candidate,high-value type,,,Nuga Gama,asia/srilanka/colombo/nuga_gama,0.4,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Colombo,candidate score 0.47 is below the 6.0 POI threshold
asia/taiwan/taipei,Taipei,Taipei,105,91,see,Guatemala,0.47,candidate,high-value type,,,Thermal Valley (Hell Valley),asia/taiwan/taipei/thermal_valley,0.522,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Taipei,candidate score 0.47 is below the 6.0 POI threshold
asia/philippines/cebu/cebucity,Cebu City,Cebu City,11,73,see,China Eastern Airlines,0.47,candidate,high-value type,,,Carbon Market,asia/philippines/cebu/cebucity/carbon_market,0.457,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Cebu_City,candidate score 0.47 is below the 6.0 POI threshold
northamerica/canada/ontario/ottawa,Ottawa,Ottawa,23,271,see,Democratic Republic of the Congo,0.47,candidate,high-value type,,,Canadian Museum of Nature,northamerica/canada/ontario/ottawa/canadian_museum_of_nature,0.377,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Ottawa,candidate score 0.47 is below the 6.0 POI threshold
asia/japan/honshu/kanazawacity,Kanazawa,Kanazawa,12,55,see,Kanazawa International Exchange Foundation,0.47,candidate,high-value type,,,Kanazawa Castle Park,asia/japan/honshu/kanazawacity/kanazawa_castle,0.452,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Kanazawa,candidate score 0.47 is below the 6.0 POI threshold
asia/vietnam/hochiminhcity,Ho Chi Minh City,Ho Chi Minh City,56,178,see,Mongolia,0.47,candidate,high-value type,,,Oceania,asia/vietnam/hochiminhcity/oceania,0.533,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Ho_Chi_Minh_City,candidate score 0.47 is below the 6.0 POI threshold
europe/poland/zakopane,Zakopane,Zakopane,4,23,do,Climb,0.47,candidate,high-value type,,,Gubałówka,europe/poland/zakopane/gubalowka,0.154,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Zakopane,candidate score 0.47 is below the 6.0 POI threshold
europe/italy/sicily/selinunte,Selinunte,Selinunte,4,22,do,Alarm,0.47,candidate,high-value type,,,Eastern Temples,europe/italy/sicily/selinunte/eastern_temples,0.3,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Selinunte,candidate score 0.47 is below the 6.0 POI threshold
europe/hungary/hortobagy,Hortobágy,Hortobágy,4,18,see,Windmill Karcag,0.47,candidate,high-value type,,,Nine-Arched Bridge,europe/hungary/hortobagy/nine_arched_bridge,0.424,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Hortob%C3%A1gy,candidate score 0.47 is below the 6.0 POI threshold
europe/germany/schleswigholstein/lubeck,Lübeck,Lübeck,32,58,see,Jewish cemetery,0.47,candidate,high-value type,,,St Petri,europe/germany/schleswigholstein/lubeck/st_petri,0.435,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/L%C3%BCbeck,candidate score 0.47 is below the 6.0 POI threshold
northamerica/mexico/mexicocity,Mexico City,Mexico City,52,141,see,Nicaragua,0.47,candidate,high-value type,,,El Cardenal,northamerica/mexico/mexicocity/el_cardenal,0.471,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Mexico_City,candidate score 0.47 is below the 6.0 POI threshold
asia/india/uttaranchal/dehradun,Dehradun,Dehradun,13,50,see,Reliance World,0.47,candidate,high-value type,,,Paltan Bazaar,asia/india/uttaranchal/dehradun/paltan_bazaar,0.37,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Dehradun,candidate score 0.47 is below the 6.0 POI threshold
europe/russia/ural/ekaterinburg,Ekaterinburg,Yekaterinburg,11,72,see,"Bulgaria, Greece, Malta, Netherlands, and Spain",0.47,candidate,high-value type,,,Europe-Asia Border Monument,europe/russia/ural/ekaterinburg/europe_asia_border,0.314,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Yekaterinburg,candidate score 0.47 is below the 6.0 POI threshold
asia/saudiarabia/jeddah,Jeddah,Jeddah,18,54,see,Yemen,0.47,candidate,high-value type,,,Tayebat Museum,asia/saudiarabia/jeddah/tayebat_museum,0.421,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Jeddah,candidate score 0.47 is below the 6.0 POI threshold
asia/indonesia/java/yogyakarta,Yogyakarta,Yogyakarta,16,99,see,RSUD Kota Jogyakarta,0.47,candidate,high-value type,,,Kereta Kraton,asia/indonesia/java/yogyakarta/kerata_kraton,0.424,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Yogyakarta,candidate score 0.47 is below the 6.0 POI threshold
asia/china/tianjin,Tianjin,Tianjin,20,5,see,Industrial and Commercial Bank of China,0.47,candidate,high-value type,,,Italian Concession,asia/china/tianjin/italian_concession,0.456,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Tianjin,candidate score 0.47 is below the 6.0 POI threshold
asia/thailand/bangkok,Bangkok,Bangkok,108,116,see,Nigeria,0.47,candidate,high-value type,,,Terminal 21,asia/thailand/bangkok/terminal_21,0.444,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Bangkok,candidate score 0.47 is below the 6.0 POI threshold
asia/china/guangdong/qingyuan,Qingyuan,Qingyuan,5,20,see,Sankeng Hot Spring,0.47,candidate,high-value type,,,Huangtengxia,asia/china/guangdong/qingyuan/huangtengxia,0.4,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Qingyuan,candidate score 0.47 is below the 6.0 POI threshold
europe/spain/basque_country_euskadi/sansebastian,San Sebastián,San Sebastián,13,56,see,Casa consistorial de San Sebastián,0.47,candidate,high-value type,,,Kursaal Congress Centre and Auditorium,europe/spain/basque_country_euskadi/sansebastian/kursaal,0.348,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/San_Sebasti%C3%A1n,candidate score 0.47 is below the 6.0 POI threshold
asia/southkorea/andong,Andong,Andong,10,18,do,Imhaho Camping Water Leisure Town,0.47,candidate,high-value type,,,Andong Dam and Reservoir,asia/southkorea/andong/andong_dam,0.351,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Andong,candidate score 0.47 is below the 6.0 POI threshold
europe/spain/catalonia/roses,Roses,Roses,12,17,see,Dolmen de la Creu d'en Cobertella,0.47,candidate,high-value type,,,Cap de Creus Natural Park,europe/spain/catalonia/roses/cap_de_creus,0.327,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Roses,candidate score 0.47 is below the 6.0 POI threshold
asia/india/maharashtra/mumbai,Mumbai,Mumbai,93,62,see,Thailand,0.47,candidate,high-value type,,,Hill Road Bandra,asia/india/maharashtra/mumbai/bandra_hill_road,0.5,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Mumbai,candidate score 0.47 is below the 6.0 POI threshold
