world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
europe/spain/galicia/vigo_city,Vigo,Vigo,14,32,see,Monte da Guía,0.47,candidate,high-value type,,,Museo do Mar (Sea Museum),europe/spain/galicia/vigo_city/museo_do_mar,0.435,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Vigo,candidate score 0.47 is below the 6.0 POI threshold
northamerica/canada/ontario/ottawa,Ottawa,Ottawa,23,271,see,Ivory Coast,0.47,candidate,high-value type,,,Royal Canadian Mint,northamerica/canada/ontario/ottawa/royal_canadian_mint,0.4,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Ottawa,candidate score 0.47 is below the 6.0 POI threshold
asia/malaysia/kualalumpur,Kuala Lumpur,Kuala Lumpur,102,107,see,Brunei Darussalam,0.47,candidate,high-value type,,,Kampung Baru Saturday Market,asia/malaysia/kualalumpur/kampungbaru_market,0.444,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Kuala_Lumpur,candidate score 0.47 is below the 6.0 POI threshold
africa/nigeria/warri,Warri,Warri,6,33,do,Okere festival,0.47,candidate,high-value type,,,Warri Stadium,africa/nigeria/warri/warri_stadium,0.37,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Warri,candidate score 0.47 is below the 6.0 POI threshold
europe/unitedkingdom/england/manchester_liverpool_and_north_west/manchester,Manchester,Manchester,25,29,see,Trade Commission of France,0.47,candidate,high-value type,,,Royal Northern College of Music,europe/unitedkingdom/england/manchester_liverpool_and_north_west/manchester/royal_northern_col,0.386,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Manchester,candidate score 0.47 is below the 6.0 POI threshold
asia/indonesia/java/yogyakarta,Yogyakarta,Yogyakarta,16,99,see,DOJO hotspot centre,0.47,candidate,high-value type,,,Sono Budoyo,asia/indonesia/java/yogyakarta/sonobudoyo,0.333,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Yogyakarta,candidate score 0.47 is below the 6.0 POI threshold
asia/thailand/pattaya,Pattaya,Pattaya,9,124,see,Hungary,0.47,candidate,high-value type,,,Thepprasit Night Market,asia/thailand/pattaya/thepprasit_market,0.333,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Pattaya,candidate score 0.47 is below the 6.0 POI threshold
asia/pakistan/karachi,Karachi,Karachi,50,197,see,Sierra Leone,0.47,candidate,high-value type,,,Asia's Largest Cross (Gora Qabristan),asia/pakistan/karachi/asia_largest_cross,0.438,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Karachi,candidate score 0.47 is below the 6.0 POI threshold
northamerica/unitedstates/illinois/chicago,Chicago,Chicago,152,132,see,Bosnia & Herzegovina,0.47,candidate,high-value type,,,Smith Park and Surroundings,northamerica/unitedstates/illinois/chicago/ukrainian_village_smith_park,0.49,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Chicago,candidate score 0.47 is below the 6.0 POI threshold
asia/vietnam/hochiminhcity,Ho Chi Minh City,Ho Chi Minh City,56,178,see,Czech Republic,0.47,candidate,high-value type,,,Hoi An Restaurant,asia/vietnam/hochiminhcity/hoi_an,0.357,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Ho_Chi_Minh_City,candidate score 0.47 is below the 6.0 POI threshold
