world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
northamerica/thecaribbean/barbados/bridgetown,Bridgetown,Bridgetown,19,19,see,Garrison Savannah,0.62,candidate,has coordinates; high-value type,13.08,-59.607,The Garrison,northamerica/thecaribbean/barbados/bridgetown/garrison,0.64,1.339,2.047,needs_external_source,,https://en.wikivoyage.org/wiki/Bridgetown,Duplicate/subpart of existing Garrison Historic Area POI.
asia/myanmar/yangon,Yangon,Yangon,21,140,see,Botahtaung Jetty,0.62,candidate,has coordinates; high-value type,16.76707,96.17198,Botahtaung Pagoda,asia/myanmar/yangon/botahtaung_pagoda,0.667,0.51,3.498,needs_external_source,,https://en.wikivoyage.org/wiki/Yangon,Transport-only ferry/jetty lead beside existing Botahtaung Pagoda POI.
southamerica/brazil/belohorizonte,Belo Horizonte,Belo Horizonte,55,50,see,Araújo Drugstore,0.62,candidate,has coordinates; high-value type,-19.91566,-43.94022,Praça Sete de Setembro,southamerica/brazil/belohorizonte/praca_sete,0.582,0.418,0.934,needs_external_source,,https://en.wikivoyage.org/wiki/Belo_Horizonte,"Ordinary commercial shop, not a travel-guide POI."
europe/italy/piemonte/turin,Turin,Turin,55,105,do,Parco Pietro Colletta,0.62,candidate,has coordinates; high-value type,45.0801,7.7205,Crocetta,europe/italy/piemonte/turin/crocetta,0.552,5.165,3.282,needs_external_source,,https://en.wikivoyage.org/wiki/Turin,Local park with weak standalone traveller value for Turin.
africa/capeverde/saotiago/praia,Praia,Praia,9,65,do,Praia de Prainha,0.62,candidate,has coordinates; high-value type,14.9042,-23.5118,Prainha Beach,africa/capeverde/saotiago/praia/prainha_beach,0.65,0.35,1.366,needs_external_source,,https://en.wikivoyage.org/wiki/Praia,Duplicate/alias of existing Prainha Beach POI.
asia/indonesia/java/jakarta,Jakarta,Jakarta,32,83,see,Cambodia,0.62,candidate,has coordinates; high-value type,-6.27774,106.82604,Cazbar,asia/indonesia/java/jakarta/cazbar,0.571,5.486,11.38,needs_external_source,,https://en.wikivoyage.org/wiki/Jakarta,Vague/misleading listing name and not a clear Jakarta POI.
asia/indonesia/sumatra/medan,Medan,Medan,4,86,do,Karaoke Keluarga (K2) Family Karaoke,0.62,candidate,has coordinates; high-value type,3.5754,98.68038,Maimun Palace,asia/indonesia/sumatra/medan/maimun_palace,0.609,0.391,1.701,needs_external_source,,https://en.wikivoyage.org/wiki/Medan,Ordinary commercial entertainment venue.
northamerica/mexico/teotihuacan,Teotihuacan,Teotihuacan,12,18,see,Palacio de Tepantitla,0.62,candidate,has coordinates; high-value type,19.6936,-98.838,Tepantitla,northamerica/mexico/teotihuacan/tepantitla,0.714,0.455,4.724,needs_external_source,,https://en.wikivoyage.org/wiki/Teotihuacan,Duplicate/alias of existing Tepantitla POI.
europe/italy/campania/naples,Naples,Naples,50,160,do,Via Cesario Console,0.62,candidate,has coordinates; high-value type,40.833604,14.251849,Rosolino,europe/italy/campania/naples/rosolino,0.692,0.308,0.363,needs_external_source,,https://en.wikivoyage.org/wiki/Naples,Ordinary street segment with weak standalone traveller value.
asia/thailand/sukhothai,Sukhothai,Sukhothai,12,72,see,Wat Maechon,0.62,candidate,has coordinates; high-value type,17.026432,99.702938,Wat Mahathat,asia/thailand/sukhothai/wat_mahathat,0.609,0.874,0.831,needs_external_source,,https://en.wikivoyage.org/wiki/Sukhothai,Minor temple ruin in a destination already well covered by stronger Sukhothai sites.
