world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
africa/rwanda/kigali,Kigali,Kigali,17,54,see,Pakistan,0.47,candidate,high-value type,,,Lalibela Restaurant,africa/rwanda/kigali/lalibela,0.444,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Kigali,candidate score 0.47 is below the 6.0 POI threshold
asia/china/guangdong/zhuhai,Zhuhai,Zhuhai,6,68,do,Ocean Hot Springs,0.47,candidate,high-value type,,,Chimelong Ocean Kingdom,asia/china/guangdong/zhuhai/chimelong_ocean_kingdom,0.45,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Zhuhai,candidate score 0.47 is below the 6.0 POI threshold
asia/indonesia/java/bandung,Bandung,Bandung,54,29,see,Baraya,0.47,candidate,high-value type,,,Braga Street,asia/indonesia/java/bandung/braga_street,0.444,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Bandung,candidate score 0.47 is below the 6.0 POI threshold
southamerica/brazil/fortaleza,Fortaleza,Fortaleza,10,87,see,Ágil Moto e Táxi,0.47,candidate,high-value type,,,Ponte Metálica (Ponte dos Ingleses),southamerica/brazil/fortaleza/ponte_metalica,0.483,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Fortaleza,candidate score 0.47 is below the 6.0 POI threshold
europe/hungary/gyor,Győr,Győr,13,201,do,Lajos Kossuth Culture Centre,0.47,candidate,high-value type,,,Margit Kovács Ceramic Collection,europe/hungary/gyor/margit_kovacs_ceramic_collection,0.367,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Gy%C5%91r,candidate score 0.47 is below the 6.0 POI threshold
asia/india/andhrapradesh/hyderabad,Hyderabad,Hyderabad,10,55,see,Blood Bank,0.47,candidate,high-value type,,,Laad Bazaar,asia/india/andhrapradesh/hyderabad/ladbazar,0.476,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Hyderabad,candidate score 0.47 is below the 6.0 POI threshold
asia/china/tianjin,Tianjin,Tianjin,20,5,see,China CITIC Bank,0.47,candidate,high-value type,,,Harvest Coffee & Book,asia/china/tianjin/harvest_coffee__b,0.41,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Tianjin,candidate score 0.47 is below the 6.0 POI threshold
southamerica/peru/machupicchu,Machu Picchu,Machu Picchu,9,23,do,Inca Jungle Trek,0.47,candidate,high-value type,,,Inca Trail,southamerica/peru/machupicchu/inca_trail,0.538,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Machu_Picchu,candidate score 0.47 is below the 6.0 POI threshold
europe/italy/marche/urbino,Urbino,Urbino,14,50,see,S.Sergio,0.47,candidate,high-value type,,,Caffè Basili,europe/italy/marche/urbino/caffe_basili,0.316,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Urbino,candidate score 0.47 is below the 6.0 POI threshold
europe/russia/ural/ekaterinburg,Ekaterinburg,Yekaterinburg,11,72,see,Hungary,0.47,candidate,high-value type,,,1905 Square,europe/russia/ural/ekaterinburg/1905_square,0.333,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Yekaterinburg,candidate score 0.47 is below the 6.0 POI threshold
northamerica/unitedstates/ohio/canton,Canton,Canton (Ohio),10,52,see,Bubbles & Bleach Laundromat & Dry Cleaning,0.47,candidate,high-value type,,,Basilica of St. John the Baptist,northamerica/unitedstates/ohio/canton/basilica_st_john,0.329,,,missing_coordinates; needs_external_source,,https://en.wikivoyage.org/wiki/Canton_%28Ohio%29,candidate score 0.47 is below the 6.0 POI threshold
