world66_path,world66_title,wikivoyage_title,world66_pois,wikivoyage_listings,wv_type,wv_name,candidate_score,candidate_status,reason,wv_lat,wv_lng,best_w66_title,best_w66_path,best_match_score,best_distance_km,parent_distance_km,candidate_flags,external_url,source_url,reject_reason
australiaandpacific/australia/westernaustralia/broome,Broome,Broome,7,20,see,Coconut Well,0.77,candidate,has coordinates; high-value type,-17.8197,122.2114,Staircase to the Moon,australiaandpacific/australia/westernaustralia/broome/staircase_to_the_moon,0.276,16.036,15.291,needs_external_source,,https://en.wikivoyage.org/wiki/Broome,weak or insufficiently sourceable candidate for this parent destination
europe/germany/lowersaxony/east_frisian_islands/langeoog,Langeoog,Langeoog,6,11,see,Pirolatal,0.77,candidate,has coordinates; high-value type,53.75419,7.50399,Seabird Colony,europe/germany/lowersaxony/east_frisian_islands/langeoog/bird_colony,0.348,2.893,1.899,needs_external_source,,https://en.wikivoyage.org/wiki/Langeoog,weak or insufficiently sourceable candidate for this parent destination
europe/unitedkingdom/scotland/falkirk,Falkirk,Falkirk,6,40,see,California,0.77,candidate,has coordinates; high-value type,55.96769,-3.75034,Rough Castle Fort,europe/unitedkingdom/scotland/falkirk/rough_castle_fort,0.444,7.338,4.299,needs_external_source,,https://en.wikivoyage.org/wiki/Falkirk,separate village or day-trip lead rather than a flat POI in the parent destination
europe/unitedkingdom/england/leeds_sheffield_and_yorkshire/skipton,Skipton,Skipton,6,16,see,Gargrave,0.77,candidate,has coordinates; high-value type,53.984,-2.105,Skipton Market,europe/unitedkingdom/england/leeds_sheffield_and_yorkshire/skipton/skipton_market,0.273,6.281,6.278,needs_external_source,,https://en.wikivoyage.org/wiki/Skipton,separate village or day-trip lead rather than a flat POI in the parent destination
europe/ireland/dundalk,Dundalk,Dundalk,5,28,see,Blackrock,0.77,candidate,has coordinates; high-value type,53.964,-6.365,Proleek Dolmen,europe/ireland/dundalk/proleek_dolmen,0.261,8.212,5.088,needs_external_source,,https://en.wikivoyage.org/wiki/Dundalk,separate village or day-trip lead rather than a flat POI in the parent destination
asia/pakistan/lahore,Lahore,Lahore,68,87,see,PIA Planetarium,0.77,candidate,has coordinates; high-value type,31.5580278,74.3058724,Chauburji,asia/pakistan/lahore/chauburji,0.541,0.459,1.159,needs_external_source,,https://en.wikivoyage.org/wiki/Lahore,did not clear score >= 6.0 for this parent destination after duplicate/source/travel-value review
europe/serbia/zlatibor,Zlatibor,Zlatibor,13,14,do,Ski lifts near Tornik,0.77,candidate,has coordinates; high-value type,43.6645,19.6435,Zlatibor Lake,europe/serbia/zlatibor/zlatibor_lake,0.353,8.305,2.721,needs_external_source,,https://en.wikivoyage.org/wiki/Zlatibor,weak or insufficiently sourceable candidate for this parent destination
europe/unitedkingdom/northernireland/ballymena,Ballymena,Ballymena,7,11,see,Harryville Motte and Bailey,0.77,candidate,has coordinates; high-value type,54.8589,-6.2689,River Room at Galgorm,europe/unitedkingdom/northernireland/ballymena/river_room_at_galgorm,0.417,,0.94,needs_external_source,,https://en.wikivoyage.org/wiki/Ballymena,did not clear score >= 6.0 for this parent destination after duplicate/source/travel-value review
europe/netherlands/heerlen,Heerlen,Heerlen,4,69,see,Kapel Palemig,0.77,candidate,has coordinates; high-value type,50.903316,5.993523,Glaspaleis (Glass Palace),europe/netherlands/heerlen/glaspaleis,0.522,1.983,2.989,needs_external_source,,https://en.wikivoyage.org/wiki/Heerlen,did not clear score >= 6.0 for this parent destination after duplicate/source/travel-value review
northamerica/unitedstates/california/santa_cruz,Santa Cruz,Santa Cruz (California),10,63,do,Mitchell's Cove,0.77,candidate,has coordinates; high-value type,36.95291,-122.04079,The Mystery Spot,northamerica/unitedstates/california/santa_cruz/the_mystery_spot,0.444,7.686,2.589,needs_external_source,,https://en.wikivoyage.org/wiki/Santa_Cruz_%28California%29,weak or insufficiently sourceable candidate for this parent destination
europe/channelislands/sark,Sark,Sark,7,15,see,L'Etac,0.77,candidate,has coordinates; high-value type,49.401,-2.368,La Coupée,europe/channelislands/sark/la_coupee,0.333,1.84,3.355,needs_external_source,,https://en.wikivoyage.org/wiki/Sark,weak or insufficiently sourceable candidate for this parent destination
northamerica/unitedstates/northcarolina/durham,Durham,Durham (North Carolina),19,50,do,Willowhaven,0.77,candidate,has coordinates; high-value type,36.0709,-78.96676,Black Wall Street,northamerica/unitedstates/northcarolina/durham/black_wall_street,0.286,10.231,10.113,needs_external_source,,https://en.wikivoyage.org/wiki/Durham_%28North_Carolina%29,"ordinary commercial, transport, event, or local facility without enough independent travel value"
europe/spain/catalonia/sant_feliu_de_guixols,Sant Feliu de Guíxols,Sant Feliu de Guíxols,10,40,see,Mirador de les Triadores,0.77,candidate,has coordinates; high-value type,41.7791766,3.0419269,Maritime Rescue Museum,europe/spain/catalonia/sant_feliu_de_guixols/maritime_rescue_museum,0.451,0.549,1.244,needs_external_source,,https://en.wikivoyage.org/wiki/Sant_Feliu_de_Gu%C3%ADxols,weak or insufficiently sourceable candidate for this parent destination
asia/thailand/ayutthaya,Ayutthaya,Ayutthaya,15,60,see,Wat Luang Chi Krut,0.77,candidate,has coordinates; high-value type,14.341311,100.550769,Wat Phanan Choeng,asia/thailand/ayutthaya/wat_phanan_choeng,0.514,3.048,2.545,needs_external_source,,https://en.wikivoyage.org/wiki/Ayutthaya,weak or insufficiently sourceable candidate for this parent destination
asia/turkey/gallipoli_troy/pamukkale,Pamukkale,Pamukkale,8,14,see,Karahayit,0.77,candidate,has coordinates; high-value type,37.9675,29.1027,Hierapolis,asia/turkey/gallipoli_troy/pamukkale/hierapolis,0.316,5.142,5.541,needs_external_source,,https://en.wikivoyage.org/wiki/Pamukkale,weak or insufficiently sourceable candidate for this parent destination
asia/indonesia/java/jakarta,Jakarta,Jakarta,32,83,see,Timor Leste,0.77,candidate,has coordinates; high-value type,-6.21369,106.82017,Maritime Museum,asia/indonesia/java/jakarta/maritime_museum,0.462,10.169,4.328,needs_external_source,,https://en.wikivoyage.org/wiki/Jakarta,"embassy/diplomatic mission, not a travel POI for the destination"
